# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"chi_basc":false,"chi_core":false,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/deparam_probe/cond_dt2.csv","da_libera":false,"db_cleanup":false,"db_ogni":1200,"denoise":false,"deparam_orologio":true,"diaglog":"csv/deparam_probe/conv_dt2.csv","diffres":0.0,"dpi":100,"dt":0.005,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":false,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":true,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":100,"ogni_effettivo":100,"olon_part":false,"out":null,"passi":1200,"passi_effettivi":1200,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":true,"sync_db":"db/deparam_probe/conv_dt2.pkl","sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138571,0.0,2.3855461366952243e-13,2.4553463069876524e-15,2.3855461366952243e-13,0.4321400159757909,6.764603784988526,5.722251685510476,-9.227170514025179,9.402107361515743,-0.00020523647865588473,9.402107361515743,0.00016920300822390326,12.566347903676304,6.266997268011205,-1.0879596805795027,1.0019483028542497,0.0002921219421792387,1.0879596805795027,0.05713776769883193,2.3984125976971633,1.3530527381546906,0.05713776769883193,2.39840772270518,1.3530273915687916,0.0,0.029004113925412477,0.0022044671325626907,1.0,1.0,1.0,0.019165553751225656,-0.06194570244356069,0,0,0,0.0,0.6122909156143452,372,0.9987,-0.02108,0.450489026714531,0.0,0.0,0.0,0.05838523794715927,0.0,3.418530920096206e-14,1.8751899479516294e-14,3.418530920096206e-05,3.198798331802931e-13,0.0,373,0,0,0,0,0.9989,372,0.6122909156143452,0.0,0.0,80.0,372.0,-5.97e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0591168,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,3.6821207777648945e-20,6.603445314553162e-22,2.5766007275870703e-21,3.633660797137915e-20,1.6065329836939054e-16,-1.9665640946404005e-22,17.967641189768663,5.41946098581533,6.522365416027954,3.097588174703347,0.8202082691465327,1.1179439970586593,-0.023311877071571185,0.0,0.9005586234075124,0.0,0.03603464705633969,0.0,0.0,621.4857873344093,289.7828177215713,0.609170287691728,0.609170287691728,0.609170287691728,0.76146285961466,8.232186281614879e-16,372,0.9988,0.9987,0.02718,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,0.00225,1.0,1.25782,0.27247,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,175.0
1,824,138571,3.9033857503939754e-36,2.452850026482289e-13,2.3136574583338397e-15,2.452850026482289e-13,0.4251004836865567,6.763965028417187,5.722203017899466,-9.230901781277629,9.154901798514551,-0.025168844966953804,9.230901781277629,0.00016653040115689925,12.566156991258145,6.1499707899847,-1.087959681056071,1.0019483032929444,0.00029212195518790295,1.087959681056071,0.05713776769883193,2.398412597697165,1.3530527381546906,0.05713776769883193,2.398394415125529,1.3529858450507173,7.071057812058079e-09,0.02900412099647029,0.002204474203620503,0.003723123661257821,1.414203500189591,0.9389873556275707,0.019194860355649452,-0.06194571722665865,0,0,0,1.3824265738448846e-29,0.6122909226955905,372,0.9959,-0.0218,0.45070873792179783,0.0,0.0,0.0,0.05838523794715927,0.0,3.893809546766948e-14,-6.807469273071406e-15,3.8938095467669474e-05,3.643527519080172e-13,0.0003643527519080172,372,1,0,0,0,0.9943,372,0.6122909226955905,0.00371,0.0037102083168696343,80.0,372.0,-0.0024127,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,452.0,372.0,0.0813316,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,256,3.7105043149250553e-20,7.492426070734177e-22,2.663522816615524e-21,3.634267959392066e-20,1.5958262059506543e-16,-2.8646928852748087e-22,13.218801785712106,5.3415082352758425,6.424169332348676,3.0976570431782497,0.8202097378514974,1.1179471940847918,-0.023310345986596665,0.0,0.9005584121723492,2.541947679107193e-07,0.03603467724982671,5.516771321953768e-06,0.0,621.4857873344093,289.7828177215713,0.609170287691728,0.609170287691728,0.609170287691728,0.76146285961466,8.464442597970155e-16,372,0.9273,0.9081,0.03683,0.059813,2,0.9235,0.9999,-3.123685,0.0,0.0,2.0,0.25547,0.48273,1.25782,0.27247,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,186.0,186.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,197.0,175.0
2,824,138571,5.133723267414819e-35,1.9884664978363652e-13,2.3041169524104006e-15,1.9884664978363652e-13,0.4251004836599997,6.763965027876611,5.722203018394407,-9.256124096316864,9.186913787902078,-0.028115796368252833,9.256124096316864,2.4702397297460266e-05,12.56580014653132,7.395592361399335,-1.0879596832482479,1.0019483054035532,0.0002921219701409838,1.0879596832482479,0.05713776769883193,2.3984125976971664,1.3530527381546906,0.05713776769883193,2.398392268652105,1.3528984777427988,1.4142115624116159e-08,0.0290041280675281,0.002204481274678315,3.5282226580668485e-05,1.4033954447384434,0.6361053443830792,0.01922240659295813,-0.061945732007875925,0,0,0,1.0154456297872879e-28,0.6122909284637557,372,0.9765,-0.02591,0.45092685972424923,0.0,0.0,0.0,0.05838523770759297,0.0,2.487562048237957e-14,-1.8374536612138233e-14,2.487562048237957e-05,2.327669257781475e-13,0.00023276692577814745,372,1,3,3,0,0.9654,372,0.6122909284637557,-0.003608,-0.003607735059278694,80.0,372.0,-0.0143605,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,452.0,372.0,0.0509751,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,256,2.862772560269574e-20,6.621990566254802e-22,2.188378885264487e-21,2.8406857964970085e-20,1.5612606157722237e-16,-2.151608585833297e-22,13.754768280418341,5.219444771213541,6.27126774621189,3.097725990050169,0.8202112261091024,1.1179504103827997,-0.023308832586222593,0.0,0.9005582010566093,2.546311540996299e-07,0.03603471086805868,5.627255383670373e-06,0.0,621.4857873344093,289.7828177215713,0.609170287691728,0.609170287691728,0.609170287691728,0.76146285961466,6.861919949121762e-16,372,0.7553,0.7435,0.02704,0.006651,2,0.8068,0.9199,-0.008931,0.0,0.0,2.0,0.26794,0.93421,1.25782,0.27247,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,197.0,175.0
3,824,138571,1.0982740807214207e-17,3.0938283969609488e-12,9.206656280534943e-13,3.0938283969609488e-12,0.4251004829175688,6.763965027104247,5.722203018768281,-9.365785721313971,9.388149793665457,-0.054586908817741364,9.388149793665457,0.000770791604502219,12.566339355141444,8.028778564383186,-1.0898960465698717,1.0019540114404601,0.00044912095152253146,1.0898960465698717,0.05713776768949542,2.3984126323017265,1.3530527382826953,0.05713776769879839,2.398392304005847,1.3527341248057725,1.8629760421913223e-05,0.03607495974242223,0.006899418052816168,3.5815049637788476e-05,1.3437906683116725,0.6033348824752924,0.019248328430278336,-0.07239474156091698,0,0,0,4.995872092538683e-10,0.6122909331547589,372,0.9126,-0.03557,0.4517014302630331,0.0,0.0,0.0,0.05791217499440243,0.0,5.478201533971472e-10,4.995728625314738e-10,0.5478201533971471,1.9701517271047407e-10,0.005765487032930435,366,7,0,0,0,0.8492,372,0.6122909331547589,0.002304,0.0023035312821813037,111.0,372.0,-0.1109007,0.9999957,5.39e-05,-0.0001312,0.9999957,1.0,8.49e-05,2.69e-05,-6.56e-05,0.9182873,5.39e-05,-0.0001312,1.0,783.0,372.0,0.5280962,0.9999958,5.3e-06,-9.26e-05,0.9999958,1.0,-0.0001232,2.8e-06,-4.63e-05,0.7575676,5.3e-06,-9.26e-05,1.0,256,5.070035963369309e-20,3.908780091670336e-21,8.129821237233027e-21,4.795828758634536e-20,5.850216494552928e-13,6.56988707714271e-22,24.720977803300432,5.932738353360824,7.182480604994879,3.097562273404331,1.3602022454842075,1.6862564491660985,0.11204360637898449,0.0,0.9013238462505986,0.010847380598689626,0.023986701859743245,0.5315819433691317,0.0,621.4857913963583,289.78281961555354,0.6091702876917267,0.6091702876917277,0.609170287691728,0.7614628596146595,1.067636929292579e-14,372,0.7791,0.6985,0.0225,-0.074562,2,0.7113,0.4371,-0.010224,4.559,2.2797,2.0,0.28599,0.87697,1.25703,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,26,0.0817,-0.8241,29,0.0502,0.0745,2.0,0.9999964,0.9999951,6e-07,-3.76e-05,-8.46e-05,-0.1108995,0.1108996,186.0,186.0,0.9999953,0.9999974,-1e-06,-3.71e-05,-4.64e-05,0.5280933,0.5280933,197.0,175.0
4,824,138571,1.078645505807209e-15,4.002440572662925e-11,6.940677796478447e-12,4.002440572662925e-11,0.4251004815025875,6.763965026229661,5.722203018992692,-9.293523457955336,9.343405090470466,-0.09502705121751075,9.343405090470466,0.0017186898082464097,12.563445598511885,7.858378991024039,-1.0899383365860176,1.0040338100189112,0.0004862781863805735,1.0899383365860176,0.0571377676897339,2.3984127185380912,1.3530527384889026,0.06603269262802493,2.3983923369280324,1.3534336998185665,0.0020835919419028067,0.04200074362490787,0.009983701306881747,4.9202759282884756e-05,1.2866293858113214,0.5841758202478495,0.01927274942830964,-0.08271534446478881,0,0,0,3.5661994047671933e-10,0.6122909369682767,372,0.774,-0.04361,0.4531910083494243,0.0,0.0,0.0,0.060178971217423154,0.0,4.89768878227459e-10,3.5659010567139036e-10,0.48976887822745896,1.8591096384335254e-10,0.028748551973484887,335,38,0,0,0,0.6289,372,0.6122909369682767,-0.000268,-0.0002675364638928812,154.0,372.0,-0.1173273,0.9999328,-0.000961,-0.0024576,0.9999293,0.9999991,-5.33e-05,-0.000483,-0.0012283,0.7933403,-0.0009611,-0.0024578,0.9999965,823.0,372.0,0.2865569,0.9996208,1.9e-05,0.0038462,0.9996134,0.9999959,-0.0021398,1.31e-05,0.0019249,0.755926,1.9e-05,0.0038476,0.9999926,256,1.5548027332006712e-19,9.20927038841459e-21,1.8537031145697826e-20,1.2097004577797285e-18,4.07197956514254e-12,5.565342873171033e-22,20.98800895145809,6.008963820187272,7.248122953736388,3.113875182713997,0.9512117738237108,1.2595626921342262,0.001830938457418857,0.0,0.9013181128187064,0.01897224967269415,0.0209578484764465,0.6176108005878662,0.9973784482256041,621.4857934405229,289.78282056869483,0.6091702876917109,0.6091702876917271,0.609170287691728,0.7614628596146589,1.3811862845451605e-13,372,0.7308,0.7308,0.02657,0.90422,2,0.5658,-0.3483,-0.002112,8.992,4.4959,2.0,0.29974,0.80209,1.25653,0.26842,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,59,0.1206,-0.9261,49,0.1571,-0.9984,-3.0,0.9999497,0.9999211,1.43e-05,0.0002958,0.0016339,-0.1173016,0.1173134,186.0,186.0,0.9997758,0.9993424,0.0002168,0.0001522,0.0019626,0.2866419,0.2866487,197.0,175.0
5,824,138571,1.3247405424921996e-15,2.196721326835991e-10,3.221672701253407e-11,2.196721326835991e-10,0.42510047974410803,6.763965024382623,5.7222030187795205,-9.313721137316891,9.113819838709684,-0.11887874161423063,9.313721137316891,0.0001196812480586118,12.563901187981038,7.273677135327265,-1.0899715768238791,1.0064935870000813,0.0004917346340775423,1.0899715768238791,0.05713776824123415,2.398412794253265,1.3530527684011615,0.07963240862864913,2.3983923595901184,1.3553472382281202,0.0021509558426468047,0.048020574915463216,0.012994664747774413,0.0011476354147765822,1.2816916089273507,0.6652852966018633,0.019295794005192192,-0.09290515821977065,0,0,0,1.5918900904971403e-10,0.6122909395792632,372,0.5602,-0.05504,0.4544738595033157,0.0,0.0,0.0,0.08228498387260039,0.0,3.555419299929274e-10,1.5966699557745585e-10,0.3555419299929274,1.4421637587987194e-10,0.04266121262948048,308,65,0,0,0,0.2943,372,0.6122909395792632,-0.00287,-0.002870444649062165,154.0,372.0,-0.1361128,0.9914645,-0.0239232,-0.0407779,0.9903367,0.9997075,-0.000571,-0.012372,-0.020774,0.6337479,-0.0241291,-0.0411289,0.9988625,823.0,372.0,0.2244697,0.9611683,0.021438,-0.1056972,0.9550985,0.9984442,-0.0040715,0.0099337,-0.0547166,0.6976805,0.0223041,-0.1099674,0.9936849,256,1.511864648868254e-19,1.1047944685503125e-20,2.0529533438162457e-20,1.4571450474584362e-17,1.492465415439295e-11,-3.447222040872872e-22,22.661846839891567,6.545580584596148,7.837345765773827,3.0442322602597938,0.924513548167343,1.2676760067535657,0.11911577254113567,0.0,0.8825754881230266,0.07297717524121013,0.04214920332909696,0.2828149108502969,0.9665101812167708,621.4857923265299,289.7828200492686,0.6091702876916335,0.6091702876917274,0.609170287691728,0.7614628596146592,7.580578194602795e-13,372,0.6591,0.6591,0.03853,-0.080151,2,0.3696,-0.9724,-0.000393,8.16,4.0802,2.0,0.31645,0.72241,1.25607,0.26136,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,47,0.0845,0.4098,40,0.1678,-0.4046,3.0,0.9915077,0.9916949,-9.44e-05,-0.0008312,0.0221058,-0.1343473,0.1361564,186.0,186.0,0.9986555,0.9022665,0.0507064,0.0034981,-0.0425423,0.2584503,0.2619516,197.0,175.0
6,824,138571,1.2402724238298118e-16,6.927102116469924e-10,9.601364263905681e-11,6.927102116469924e-10,0.425100479284334,6.763965022325271,5.722203016769798,-9.268700731682694,9.382744827908503,-0.16895387327429795,9.382744827908503,0.022797846943383604,12.560197736578214,7.212669188866767,-1.0903010724470927,1.0092191472196013,0.0005043824474946762,1.0903010724470927,0.05713792451637192,2.398412960965414,1.3530527954367586,0.08892450447865316,2.398392475559116,1.3590046160196778,0.0027359281626152267,0.053234233452300474,0.016466858669306583,0.049141166562751915,1.3396175352869373,0.9014762996016599,0.0193175899507896,-0.10297373481079522,0,0,0,7.320849123577086e-11,0.6122909402588308,372,0.2961,0.0158,0.4577316769170396,0.0,0.0,0.0,0.8733946267758805,0.0,2.1441506006526438e-10,7.413848926460727e-11,0.21441506006526437,8.460338963815072e-11,0.02975485968687763,237,136,0,0,0,-0.1541,372,0.6122909402588308,-0.007749,-0.007748986224767718,154.0,372.0,-0.020488,0.9968824,0.0010578,-0.0068597,0.9968583,0.9999933,-0.0003798,0.0003865,-0.0036082,0.5192477,0.0010611,-0.0068812,0.9999758,823.0,372.0,0.2423047,0.6567899,0.0487505,-0.3270974,-0.5674537,-0.3077473,0.0070631,-0.2111767,0.9277101,0.6217651,0.0742253,-0.4980244,-0.8639805,256,3.934246673024439e-19,5.378688767539447e-20,1.0217831405412344e-19,9.413000960874385e-17,3.932475055602172e-11,1.3052795795551042e-20,27.27469566251513,8.460951759011715,10.48286063190678,3.118161379328014,1.0099628670620655,1.336878526281352,0.03937648639980318,0.0,0.23631649754785547,0.5174055358667046,0.19424872193686624,2.272897137936283,0.6249904855245965,621.4857921909592,289.7828199860554,0.6091702876914299,0.6091702876917275,0.609170287691728,0.7614628596146594,2.3904460991867154e-12,372,0.5799,0.5799,0.07547,-0.022106,2,0.178,-0.8176,-0.000541,7.356,3.6779,2.0,0.34676,0.66254,1.25566,0.24236,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,33,0.3017,-0.4109,30,0.2926,-0.3648,1.0,0.9999727,0.9940714,0.0029594,0.0028929,0.0123408,-0.0173963,0.0215243,186.0,186.0,0.9766635,0.1576594,0.7220203,0.0923906,-0.3051672,-0.4584364,0.5584147,197.0,175.0
7,827,138574,0.0,1.545096232396112e-09,2.1000919393645603e-10,1.545096232396112e-09,0.4307322777660429,6.770513518751074,5.723993147118904,-9.407562113037985,9.419069005116507,-0.1730508436293519,9.419069005116507,0.000604856468235937,12.56237190857476,7.240760428031415,-1.0908059999679962,1.0119590359179613,-9.945781203823206e-05,1.0908059999679962,0.05713828597046386,2.3984131614250295,1.3500459692683295,0.08940334087948378,2.3983994094110495,1.361896950685005,0.0,0.05970479314367563,0.020164253517909028,0.18177118752403376,1.3556726000200707,0.8707929203537607,0.01933826007571637,-0.11292449378165928,0,0,0,2.8997961820051534e-10,0.612378237712084,373,0.2531,0.06844,0.4493428097701086,0.0,0.0,0.0,0.814954481737646,0.0,6.448507354033526e-10,2.922549985641204e-10,0.6448507354033526,2.435164834823258e-10,0.05623647713917485,232,142,0,0,0,-0.1175,373,0.612378237712084,-0.004268,-0.004267904023266933,413.0,372.0,-0.0709371,0.9987389,0.0200128,0.0322554,0.9980172,0.9998185,-0.0003994,0.0100837,0.0161565,0.5724704,0.020038,0.0322961,0.9992775,823.0,372.0,0.2124063,0.5578596,0.0201262,-0.056647,-0.554611,0.0995833,-0.0212282,0.1923816,-0.9760235,0.6012123,0.0360775,-0.1015434,-0.9941767,256,6.979051577984069e-19,7.689459250857829e-20,1.3884470987247924e-19,3.596580703750725e-16,8.865117451400355e-11,1.422335286992637e-20,25.10749451757423,8.448945990728836,10.540482429966255,3.1261138575621383,0.8624116584563677,1.1856646178922856,-0.06875536281499009,0.0,0.22956223235449733,0.46238354134605486,0.15831184178274765,0.8089176119056816,0.5098515631192778,621.485795936997,289.7828217327364,0.6091702876910629,0.6091702876917263,0.609170287691728,0.7614628596146579,5.331911060694749e-12,374,0.5442,0.5442,0.08247,-0.061792,2,0.1396,-0.2103,-0.003587,10.065,5.0324,2.0,0.38244,0.60984,1.25793,0.20556,0.9847,0.9664,0.9814,0.4921,4.1319,1.9761,0.8623,0.385,14.2719,3.4541,68,0.1797,-0.5532,55,0.1548,-0.9769,3.0,0.9987468,0.9990707,-0.0001621,-0.0170188,0.0085361,-0.0710204,0.0735283,186.0,186.0,0.8038016,0.1914325,0.6153015,0.0155489,0.0069866,-0.418003,0.4183505,197.0,175.0
8,828,138575,0.0,2.707965240716142e-09,3.7841987382106216e-10,2.707965240716142e-09,0.4242876305190547,6.762841785979955,5.724743829654853,-9.42254082041697,9.42222530619901,-0.1762371197594174,9.42254082041697,0.01782041411358648,12.55696033303968,7.295602148755235,-1.0912600148423224,1.0148107520521261,-0.00030940097423514957,1.0912600148423224,0.057145579277398856,2.3984136582637623,1.3491762156421836,0.10593070941385957,2.3982823014171717,1.366032484512913,0.0,0.06568770905627482,0.025274352698604573,0.0055481491248554615,1.3489071886431228,0.6291662378754224,0.019357940138183746,-0.12273597039001526,0,0,0,7.706772076204397e-10,0.6396400229442267,374,0.1829,0.13422,0.42981237066615585,-0.13778095963473427,0.45333297190369704,0.9601585147789196,0.9132465581499489,1.099146341465785,2.3883165644808815e-09,7.73711985845878e-10,2.3883165644808813,7.691287254318549e-10,0.28194584322711963,233,141,0,0,0,0.182,370,0.6355115907822265,0.773034,0.7730342795952883,376.0,372.0,0.0532702,0.9597944,-0.4259697,-0.48345,0.7113586,0.9341241,-0.0018692,-0.2349742,-0.2686929,0.4908245,-0.4438135,-0.5037017,0.7411573,823.0,372.0,0.1986714,0.0983249,-0.0201103,-0.0189756,-0.0943572,0.5797906,0.0597177,-0.1450167,0.7995291,0.5902981,-0.2045289,-0.1929883,-0.9596476,256,6.752012532249141e-19,5.561800242948977e-20,1.0807457614057068e-19,1.223731392097133e-15,1.6434828855696195e-10,2.60283536245549e-21,24.4953678807816,8.565306333968692,10.590259120897954,3.10270214103715,1.2335082748459785,1.5394619093133313,-0.07328182991080814,0.0,0.42331623703350374,0.6700623375002194,0.024666065544244584,1.4088426684013582,0.09230314503047325,621.4858030662032,289.78282505690163,0.6091702876905623,0.6091702876917223,0.609170287691728,0.7614628596146529,9.344809307399109e-12,374,0.5241,0.5241,0.08409,-0.024647,2,0.0965,0.3324,0.001673,12.288,6.144,2.0,0.40922,0.62461,1.2584,0.1583,0.9846,0.9665,0.9816,0.4928,4.1279,1.9742,0.8615,0.4102,14.258,3.4541,80,0.1334,-0.6658,42,0.1308,-0.975,2.0,0.9704253,0.9906134,-0.0102946,-0.1048358,0.1452801,0.0940084,0.2023226,186.0,186.0,0.1687704,0.1502457,0.0580683,0.0577111,-0.1046768,-0.061276,0.1343225,197.0,175.0
9,838,138590,0.0,2.6898007063109627e-09,3.680052502920783e-10,2.6898007063109627e-09,0.3685321877434446,6.822131728843661,5.727435200898163,-9.424302958983876,9.422918231185061,-0.21941656031752668,9.424302958983876,0.011506521657011604,12.546448024867951,7.32933926110291,-1.092111565320413,1.0151346349046455,1.7829239951338134e-06,1.092111565320413,0.05716844343922502,2.3984146052883175,1.339826664676145,0.12305457400959202,2.39798694309153,1.3567098482893378,0.0,0.07174592315911305,0.028157021425226136,5.4001592801777853e-05,1.3112475420967806,0.6102123994094677,2.0657854821273935e-13,-0.13237062208923303,0,0,0,1.0174813795765514e-09,0.6469467358569442,384,0.1047,0.10565,0.43903821373912744,-0.12863568021278712,0.457595950376188,0.09995218617912241,0.94105963665174,1.1105252682539093,3.6849011479745543e-09,1.018691900390295e-09,3.617287176390374,1.1616810169066912e-09,0.3670208885637185,229,155,13,13,0,0.1183,374,0.6366033991173472,0.954699,0.9546989943376705,253.0,372.0,-0.0097599,0.2200376,0.1179906,0.1690712,-0.0768744,0.1630749,0.2869497,-0.875691,-0.3524653,0.4903812,0.5362294,0.7683742,-0.3493696,823.0,372.0,0.1820928,0.1307252,-0.0280678,0.0303911,-0.1240067,0.7495925,0.0795721,-0.1526252,0.6391283,0.5805535,-0.2147087,0.2324808,-0.9486057,256,1.8136450080012117e-18,8.17915390427785e-20,1.8548290343414892e-19,9.639245973032712e-16,1.7090653606492732e-10,-1.318054692337456e-21,44.51591029754245,11.663333653694977,15.759444236313868,3.123081950767129,1.0770371931442622,1.4254597727666038,0.09446457843857146,0.0,0.04335568694689875,2.116546765448632,0.05020263097274443,1.1587986820446852,0.13476018641899878,621.4858075751665,289.78282715931516,0.60917028769057,0.6091702876917187,0.609170287691728,0.7614628596146483,9.282125972330925e-12,374,0.5037,0.5037,0.08355,-0.019319,2,0.0529,0.9861,0.004311,12.33,6.165,2.0,0.43083,0.6656,1.26996,0.175,0.985,0.9665,0.9812,0.4928,4.1008,1.9612,0.8558,0.5349,14.2635,3.4782,80,0.0422,0.086,42,0.0605,0.9452,1.0,0.1267121,0.4155208,-0.5326284,-0.093449,-0.092914,0.1735278,0.2178936,186.0,186.0,0.2301895,0.0609992,0.5810331,0.0183571,0.0266094,-0.1418842,0.1455204,197.0,175.0
