step,n,nati,coppie,s_abs_mean,frac_s_pos,archi_concordi,segno_arco,torque,twn_su2pi,frac_twn_gt2pi,corr_sign_twn,corr_sign_nbz,s_firmata_mean
32,1488,664,151,0.689607096118695,0.49193548387096775,0.4996235506700798,-0.0007528986598403855,0.341134923355905,0.45021870849526796,0.03494623655913978,0.003383632404616677,0.004318433213139979,-0.017439293051394977
33,1502,678,155,0.6790404167463662,0.5126498002663116,0.5041977645380308,0.00839552907606163,0.3609372238700761,0.4523638141165618,0.03395472703062583,-0.030161819602458704,-0.023210319179594163,0.005769480785792896
34,1515,691,157,0.6912349353562888,0.4871287128712871,0.49998566246576914,-2.8675068461725952e-05,0.3489097691393176,0.45418423271071545,0.034323432343234324,-0.019977299287148986,0.007443636137674238,-0.0057673557813810745
35,1526,702,160,0.6885632626588744,0.47903014416775885,0.49892479284342117,-0.0021504143131576684,0.3491813603351862,0.4556092412428299,0.03669724770642202,0.016829142261519464,0.03020741252096744,-0.02100581449540184
36,1539,715,164,0.6815224761483806,0.49902534113060426,0.4991721913635549,-0.001655617272890163,0.3457897992172172,0.45383789942358255,0.03378817413905133,-0.012291625902904262,0.037864884444613424,-0.003047293646504938
37,1546,722,165,0.6843218463288805,0.49159120310478654,0.4998315810596776,-0.00033683788064472206,0.35114957103112143,0.45431374097807087,0.032988357050452784,-0.020862425013288815,0.04877776219221901,-0.01051612963910679
38,1559,735,167,0.6889189999853371,0.5054522129570237,0.4994553845271878,-0.0010892309456244447,0.3595728685790745,0.4523424643727632,0.028864656831302116,-0.03059463466983181,-0.007534134466875137,0.0044271832993469425
39,1569,745,170,0.6826060084151399,0.5054174633524537,0.4992225621771125,-0.0015548756457749659,0.3457483217217582,0.4500136178419781,0.026131293817718292,0.05054850913401754,-0.05162341377599079,0.0064293458462565765
40,1580,756,173,0.6818444717954286,0.4778481012658228,0.49924413397814793,-0.0015117320437041018,0.3606313655631868,0.4512097823629969,0.026582278481012658,-0.003010926500471003,-0.0009245208797339744,-0.03282654684934509
41,1585,761,175,0.6878888228294648,0.4744479495268139,0.5040406356120417,0.008081271224083334,0.37035747932279495,0.45265423059612425,0.024605678233438486,0.022425473676324734,0.03022011324487678,-0.03368902997229859
42,1595,771,179,0.6909226922756005,0.5003134796238244,0.49913321298604546,-0.0017335740279091091,0.3646306317202883,0.4541027181557821,0.025705329153605017,0.01991147108838223,0.02624402128674469,-0.0014386118820922554
43,1600,776,180,0.6836270852552435,0.499375,0.4989183536052492,-0.0021632927895015833,0.370872587004069,0.4566411653176328,0.028125,-0.03400863859544515,-0.014025248000557952,0.0033626695572524287
44,1602,778,181,0.684707909147538,0.4993757802746567,0.49920131800436945,-0.001597363991261058,0.35698627379162456,0.45903311341497977,0.02871410736579276,-0.006076269119113174,-0.03732779319813142,-0.007702700902688119
45,1606,782,182,0.6894166219828225,0.4937733499377335,0.49892557839696294,-0.0021488432060740633,0.3649116195437132,0.4596104001132732,0.030510585305105854,0.005586068299288821,-0.002495421449558321,-0.00794161402806933
46,1609,785,182,0.6860748356246928,0.4947172156619018,0.49905094797762384,-0.0018981040447522794,0.3710987436540377,0.4587004083870532,0.031075201988812928,-0.026800386253277218,-0.02890163671733452,0.009021263766141647
47,1611,787,182,0.6855738077674464,0.49224084419615144,0.4990509615728969,-0.00189807685420621,0.3631081898627958,0.4575881403134475,0.0297951582867784,0.004484093300598828,-0.007533339865729152,-0.012402968973172078
48,1620,796,184,0.6800655411378158,0.4839506172839506,0.49914772320341483,-0.0017045535931703264,0.3657196758819302,0.45736079534767965,0.028395061728395062,-0.055999504085796535,0.03218046798371447,-0.012907285298214248
49,1629,805,187,0.6712554996422014,0.5039901780233272,0.4987754049757229,-0.0024491900485541186,0.36514746944756243,0.4557454165752953,0.028852056476365868,0.0011692524997475528,0.03354136224541538,0.013782848229117413
50,1638,814,191,0.6875538453988786,0.5079365079365079,0.4988578671115853,-0.002284265776829382,0.37465663872569904,0.4566089821029007,0.029304029304029304,0.028901903058415973,0.028935425057204523,-0.00528095289435854
