# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"chi_basc":false,"chi_core":false,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/deparam_bracci/cond_trace.csv","da_libera":false,"db_cleanup":false,"db_ogni":250,"denoise":false,"deparam_orologio":true,"diaglog":"csv/deparam_bracci/trace_diag.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"kuramoto_su2":true,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":false,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":true,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":50,"ogni_effettivo":50,"olon_part":false,"out":null,"passi":50,"passi_effettivi":50,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":true,"sync_db":null,"sync_fase_orologio":false,"sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"trace_out":"csv/deparam_bracci/trace_segno.csv","trace_segno":true,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,verso_arco_coer,segno_ov_absmedia,spin_overlap_arco,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138571,0.0,3.813147643401862e-12,3.9036511954721744e-14,3.813147643401862e-12,0.4321400097600529,6.764603784988526,5.722251685432098,-9.220169508719083,9.230822106345324,-0.0002611741216963707,9.230822106345324,0.00016920300822390326,12.566347903676304,6.300495346094786,-1.0879596805795027,1.0019483028542497,0.00029984147990848217,1.0879596805795027,0.05713776769883193,2.3984126484537946,1.3530527368500778,0.05713776769883193,2.3982800318315003,1.3525064741491857,0.0,0.05790540906333573,0.0044020401377542024,1.0,1.0,1.0,0.019165553751225656,-0.1206532381567125,0,0,0,0.0,0.6122909156143452,372,0.9987,-0.02108,0.450489026714531,0.0,0.0,0.0,0.05838523794715927,0.0,3.6220752029495473e-13,2.0306672707667463e-13,0.0003622075202949547,3.3892594058116257e-12,0.0,373,0,0,0,0,0.9989,372,0.6122909156143452,0.0,0.0,80.0,372.0,-5.97e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0591168,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,1.0676167027727894e-18,4.429759644470159e-20,1.1427717707228635e-19,1.1048790681363539e-18,2.5619947763868715e-15,9.2542730152085e-21,24.727040524228038,7.493836985536149,9.175529011318591,3.137237433396621,1.052536222601408,1.455758377054281,-0.002122936598187644,0.0,0.8962689873592681,0.0,0.02213653050678093,0.0,0.0,0.0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917264,0.609170287691728,0.609170287691728,0.76146285961466,1.3158639540407827e-14,372,0.9988,0.9987,0.02718,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,0.00224,1.0,1.25622,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,175.0
1,824,138571,5.899315119107869e-15,4.9376301616945977e-11,2.5005986896700812e-11,4.9376301616945977e-11,0.4251004578465641,6.763965028505641,5.722203017612884,-9.217264437473466,8.879432160188237,-0.02478724799413837,9.217264437473466,0.0002953497799621038,12.566320935318522,6.140473194470602,-1.0894848762410911,1.003352920351635,0.0003180418308155617,1.0894848762410911,0.05713776769883489,2.3984128549842745,1.3530527363623603,0.05713776769883196,2.398168503252268,1.351770223011407,0.01,0.06790540906333573,0.014402040137754198,0.008934672632987195,1.4142037587182128,0.9192735248351378,0.019194860375573268,-0.14018861992227066,0,0,0,1.0446552584415203e-08,0.6122953837563214,372,0.9957,-0.02189,0.45138022336458405,-0.02236029373272011,0.4542152838653764,0.9999833759160719,0.05838523794715929,1.1111790748592458,1.0489572952859109e-08,1.0446391270011894e-08,1.0041336459386865,3.741784225614976e-09,0.002103318205409649,372,1,0,0,0,0.9957,372,0.6122953837563214,0.518698,0.518697515618324,331.0,372.0,-0.0039009,0.9999834,5.21e-05,-0.0001839,0.9999834,1.0,0.0001561,2.6e-05,-9.19e-05,0.9959782,5.21e-05,-0.0001839,1.0,474.0,372.0,0.050768,0.9999861,-5.87e-05,-0.000175,0.999986,1.0,-0.0001462,-2.88e-05,-8.75e-05,0.9324733,-5.87e-05,-0.000175,1.0,256,2.0968959285929522e-18,1.3204976418115343e-19,2.527980099349313e-19,1.8795281802765666e-18,8.244153193785785e-12,3.095034135077294e-20,25.71424909119446,7.505056096362824,9.451658916394056,3.096236007501624,1.008048737358156,1.3030090171647737,0.01942511876340837,0.0,0.8986154728426489,0.0036463505125169586,0.030558874928761824,0.26434728820260533,0.9968028534511976,0.9576718861562926,0.9578786427307178,0.9771676799301162,0.9789393213653588,621.4858091593514,289.78282789797976,0.6091702876917067,0.6091702876917173,0.609170287691728,0.7614628596146467,1.7039070939817481e-13,372,0.9273,0.9273,0.03686,0.644613,2,0.9233,0.9999,3.140966,12.06,6.0299,2.0,0.25548,0.47917,1.25552,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0641,0.5215,43,0.0519,0.9979,3.0,0.9999836,0.9999832,2e-07,-0.0001021,-0.0001156,-0.0039006,0.0039037,186.0,186.0,0.9999859,0.9999863,-2e-07,-0.0001072,3.2e-06,0.0507671,0.0507673,197.0,175.0
2,824,138571,5.600165752009954e-15,4.932172115493757e-11,2.3963142410778152e-11,4.932172115493757e-11,0.4251004401806426,6.7639650280458445,5.722203017900859,-9.22425373674248,9.206491861511838,-0.027382656068713634,9.22425373674248,0.000344356050692074,12.566215790410423,6.4847277547245525,-1.0894848816469502,1.0033529256435145,0.00031804628123234546,1.0894848816469502,0.05713776769883489,2.3984128549846955,1.3530527363601006,0.0757568128121989,2.3979588963533973,1.351762416043982,0.010000014142115625,0.06790605124154603,0.014402134308732528,0.006924934443405584,1.4136461181438293,0.6979851208566102,0.019222406630168925,-0.1401886468748922,0,0,0,1.0369646937773353e-08,0.6122960420336608,372,0.9918,-0.02315,0.4512116146190699,-0.021214650125483972,0.45429873535321447,0.9999833685010491,0.05838368341332536,1.1113832167820041,1.0447000186089238e-08,1.0369082494926779e-08,1.0075144248491206,3.726204163584147e-09,0.005946067001844225,371,2,0,0,0,0.9918,372,0.6122960420336608,0.001227,0.0012265806131273038,331.0,372.0,-0.0036843,0.9999834,5.45e-05,-0.000181,0.9999833,1.0,0.0001592,2.72e-05,-9.05e-05,0.9928584,5.45e-05,-0.000181,1.0,531.0,372.0,0.0857358,0.9999863,-6.61e-05,-0.0001475,0.9999863,1.0,-0.0001639,-3.25e-05,-7.37e-05,0.8706806,-6.61e-05,-0.0001475,1.0,256,1.3773392524470491e-18,1.0102036997059037e-19,2.0363420518675994e-19,1.3509150039377327e-18,8.03415215841232e-12,3.6320276134738103e-20,13.731898534402223,5.245697164848723,6.302266724180954,3.1004339691257474,1.0017314331777887,1.2933468345267594,-0.002997259257245248,0.0,0.8985070995041501,7.516092826953903e-05,0.030493452947674485,0.002822857523319168,0.9967630583151466,0.9580204494733985,0.9586612859086593,0.977111367348121,0.9793306429543298,621.485808750783,289.78282770747484,0.6091702876917068,0.6091702876917177,0.609170287691728,0.761462859614647,1.702023599711921e-13,372,0.8747,0.8747,0.06269,-0.001114,2,0.8676,0.9952,0.000546,12.062,6.0309,2.0,0.26867,0.93474,1.25552,0.2644,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0731,-0.9052,43,0.0664,-0.9411,-0.0,0.9999836,0.9999832,2e-07,-9.84e-05,-0.0001109,-0.0036841,0.003687,186.0,186.0,0.9999862,0.9999865,-2e-07,-0.00014,-2.43e-05,0.0857344,0.0857345,197.0,175.0
3,824,138571,1.0783874182885334e-15,7.747048152483816e-10,2.745512372573862e-10,7.747048152483816e-10,0.4251002666702423,6.7639650765056185,5.722203013490831,-9.34872981014642,9.401612235014976,-0.029087429310028275,9.401612235014976,7.777501343691855e-05,12.566055951880447,6.9398849917702625,-1.0944320234636327,1.0036167073630136,0.0007368057362159728,1.0944320234636327,0.05714068470725026,2.3984156726669017,1.353053088068132,0.08888693735131213,2.397534997553849,1.3524316150932587,0.010089360868445496,0.0820479641836034,0.023594869557083904,6.723200699165766e-05,1.4090607048124728,0.6066422989302999,0.019248349686179108,-0.15920655679181395,0,0,0,1.5109695539818213e-07,0.6146369831843618,372,0.9857,-0.02301,0.45307583248771305,-0.02621044100444885,0.4585427302245512,0.9913290797324816,0.07364040919630498,1.1145464539643941,1.530436600265768e-07,1.5109623411360418e-07,1.0128886462617488,5.32595737226256e-08,0.008758783925280091,370,3,0,0,0,0.9857,372,0.6146369831843618,0.061147,0.061147181409238804,111.0,372.0,-0.0143347,0.9913273,-0.0033318,0.0099832,0.9912714,0.9999752,-0.0046134,-0.0016601,0.0050554,0.9894594,-0.003361,0.0100705,0.9999436,566.0,372.0,0.3324718,0.9957234,0.0034298,0.0240475,0.9954271,0.9999144,-0.0047465,0.0018292,0.0120585,0.7860014,0.0034446,0.0241508,0.9997024,256,1.0348387715986955e-17,7.422432630764453e-19,1.5988141386856468e-18,8.617423315151478e-17,1.26403006652648e-10,2.0954718742452613e-19,20.509056194482007,5.456376965567561,6.658246135770883,3.0962257785256115,1.1199109194256864,1.431614732877834,-0.04890508985776078,0.0,0.9029290887030165,0.009350104238014013,0.01712659075945968,0.30566247378470723,0.9917965935661931,0.9806924823081136,0.9678283460670385,0.9760204961659222,0.9839141730335192,621.4858572003072,289.78285029824025,0.6091702876913945,0.609170287691617,0.609170287691728,0.7614628596145212,2.6733977336859887e-12,372,0.7738,0.7738,0.06274,0.229442,2,0.7633,0.97,-0.001528,12.117,6.0585,2.0,0.2745,0.74324,1.25393,0.24489,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1287,-0.9642,43,0.0998,-0.9998,-1.0,0.9931659,0.989596,0.0018005,-0.0029603,-0.0069563,-0.0123672,0.0144949,186.0,186.0,0.9948131,0.997776,-0.0014869,0.0003475,0.0197423,0.3294045,0.3299958,197.0,175.0
4,824,138571,3.670230531709367e-14,2.5205343002159242e-09,7.082491654502129e-10,2.5205343002159242e-09,0.42509962435513354,6.7639651241131356,5.722202998639858,-9.341749378729364,9.291641206221215,-0.030736908545234195,9.341749378729364,0.0002680662782432702,12.566306325783394,7.102281169643053,-1.0944992799260729,1.00857152214288,0.0008544488811243041,1.0944992799260729,0.05714095231022258,2.398424024818012,1.3530531570655513,0.08889028921493236,2.396697629615278,1.3529815941449108,0.010572541529844983,0.09612812005223001,0.029893813770168604,0.0041988508296794125,1.4133659359668094,0.6656766841559989,0.01927275147292921,-0.17775590980449654,0,0,0,1.5739510211145226e-07,0.6144230759005275,372,0.9813,-0.02243,0.45277975685862615,-0.02991084641611241,0.4587863548245807,0.9904697972216815,0.07807313165736117,1.1056018050523009,1.6049087587713343e-07,1.5739466659009632e-07,1.019671627724849,5.603545060321106e-08,0.014616244867595985,369,4,0,0,0,0.9813,372,0.6144230759005275,-0.031988,-0.03198768950778419,111.0,372.0,-0.0225841,0.9904691,-0.0030702,0.0093668,0.9904201,0.9999769,-0.0046155,-0.0015337,0.0047569,0.9870559,-0.0030997,0.0094569,0.9999505,566.0,372.0,0.2424668,0.7962191,-0.0419981,-0.485667,-0.6295464,0.3322395,-0.0030832,-0.1016504,-0.9376964,0.7631365,-0.0527469,-0.6099665,-0.7906698,256,3.7436662946930534e-17,2.521553383631806e-18,5.168716717956222e-18,1.0357921219142152e-15,2.959664542747728e-10,7.921848451075979e-19,16.887616196107935,5.251436190530644,6.455745186442921,3.1114752519431206,1.1181665830868264,1.507552397663456,0.030247092939649108,0.0,0.2538306767232569,0.8955484409854533,0.10468582952711018,2.267590611146913,0.35904036359047753,0.6352670946049247,0.7051331434321669,0.9633274185296217,0.8525665717160834,621.4858917888979,289.7828664260094,0.609170287690643,0.6091702876914799,0.609170287691728,0.7614628596143498,8.698010104263688e-12,372,0.7231,0.7231,0.05917,-0.067387,2,0.7102,0.9742,0.001347,12.112,6.0559,2.0,0.28564,0.61485,1.2527,0.20633,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0835,-0.8944,43,0.0417,-0.9141,1.0,0.9928753,0.9882211,0.0023493,-0.0032844,-0.0066227,-0.0199927,0.0213156,186.0,186.0,0.9554045,0.5399227,0.2778534,-0.0449872,-0.2687594,-0.2828032,0.3927253,197.0,175.0
5,824,138571,8.856784330590682e-14,9.901832111012991e-09,2.0729015923543744e-09,9.901832111012991e-09,0.4250980467426491,6.763965173562999,5.722202968030657,-9.213344330754369,9.431082103260692,-0.053495020013326754,9.431082103260692,0.0003286324272031305,12.566164892134369,7.223208607138968,-1.0945240886061351,1.013982197380067,0.0009297209846715084,1.0945240886061351,0.05714105932598756,2.3984367051543676,1.353053295705483,0.08889123953467784,2.3949933163823993,1.3518836558455647,0.011036236893301668,0.10889331371862013,0.03612141107234673,0.00011975659601970445,1.4139963920383187,0.7421117562698476,0.019295511836105086,-0.1958466935906475,0,0,0,1.6141240133416566e-07,0.6143776883329193,372,0.9803,-0.02252,0.45286807060019985,-0.028632493358839668,0.4591157372147867,0.9898709966859027,0.12855116016198662,1.1020802351064405,1.652971433526783e-07,1.6141263088017359e-07,1.0240657280122547,5.7823484258430913e-08,0.016701611198963358,370,3,0,0,0,0.9803,372,0.6143776883329193,-0.013226,-0.013226023354917071,178.0,372.0,-0.0195287,0.9898694,-0.0029971,0.0085321,0.9898281,0.9999788,-0.0046099,-0.0015015,0.0043436,0.9853875,-0.0030278,0.0086194,0.9999583,566.0,372.0,0.171554,0.1214314,0.0150696,0.0287481,-0.117013,0.5004735,-0.1612411,0.3504565,0.7750534,0.7524742,0.1240997,0.2367436,-0.9636139,256,1.0618436860700588e-16,4.472224806038981e-18,1.0715245032677846e-17,6.239123860135731e-15,8.553977735392902e-10,-1.1238328938117754e-18,17.3866763836432,5.4974246681916075,6.61171111643043,3.1322735038814065,1.275690155931418,1.5702408603315796,-0.07885009826230424,0.0,0.4163627565462558,0.9056926066448111,0.022595495744732706,1.6145770891014017,0.023198828243242084,0.1897082467672301,0.18950672922791634,0.9171678338010592,0.5947533646139581,621.485899858705,289.7828701887526,0.6091702876874653,0.60917028769144,0.609170287691728,0.7614628596142999,3.416983241474331e-11,372,0.723,0.723,0.05463,-0.047529,2,0.709,0.984,-0.000172,12.113,6.0565,2.0,0.29668,0.55221,1.25147,0.15348,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0273,0.384,43,0.0358,0.7934,4.0,0.9923541,0.9875386,0.0024322,-0.0034455,-0.0070014,-0.0168759,0.0185927,186.0,186.0,0.1544339,0.0830965,0.3003296,-0.0170912,0.0061066,-0.0605141,0.0631772,197.0,175.0
6,824,138571,1.117419898726543e-15,3.181361665175634e-08,6.416082991647059e-09,3.181361665175634e-08,0.4250941836080268,6.76396496848507,5.72220293628548,-9.39971082535115,9.374095722389121,-0.06662170573556521,9.39971082535115,0.0006032523200278916,12.566201240966466,7.400608607800856,-1.0961069542331272,1.0208657045211182,0.0008123526218318983,1.0961069542331272,0.05719362629785991,2.3984757477233365,1.3530610181782763,0.08889478569612119,2.3914953370619094,1.3423506067889173,0.019305637907721027,0.12296393479856835,0.04541434450352198,0.00019281390839887003,1.4139268438716959,0.7046436400771735,0.01931633357410593,-0.21339446944422122,0,0,0,4.1836144289093126e-07,0.6134157854426426,372,0.9822,-0.02322,0.45477375488646704,-0.04732221506431042,0.45896323450705245,0.5437110185852748,0.2963257337310179,1.0947006633187693,4.268192894629653e-07,4.1836534773195036e-07,1.020207079235519,1.5228384091019587e-07,0.01034177708009597,371,2,0,0,0,0.9822,372,0.6134157854426426,-0.146398,-0.14639757220148342,265.0,372.0,-0.0688448,0.5428303,0.0566181,-0.1620199,0.5149841,0.9900329,-0.0057575,0.0389652,-0.1352162,0.9849539,0.1043017,-0.2984724,0.9487019,566.0,372.0,0.1406015,0.0570329,-0.0108857,-0.052927,-0.0182477,0.3378023,-0.1146699,0.6888038,-0.631102,0.7428026,-0.1908675,-0.9280095,-0.31995,256,1.1472309648367436e-16,4.4282992097747134e-18,1.1223712609715108e-17,4.0977183625101865e-14,2.756218061503087e-09,4.230518973465352e-19,14.255489481160648,5.192191407439641,6.274493893441945,3.105617576308875,1.0424635379710485,1.3824305776854429,-0.20232529163008123,0.0,0.2299843174918082,0.3576703372312965,0.07498295491331437,1.794289247053951,0.02881785812106154,0.15653465501981967,0.059227363737052875,0.9147366298739618,0.5296136818685265,621.4859644762003,289.78290031822655,0.6091702876780323,0.6091702876910143,0.609170287691728,0.7614628596137679,1.0978431307306283e-10,372,0.744,0.744,0.05133,-0.124708,2,0.7307,0.9885,0.003445,12.043,6.0214,2.0,0.30454,0.60668,1.25,0.18459,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1501,0.9753,43,0.1443,0.9995,5.0,0.7011307,0.4160911,0.2551325,-0.06552,-0.0156901,0.1131624,0.1316996,186.0,186.0,0.0597165,0.081433,-0.1538544,0.0036977,-0.0122209,0.0367797,0.0389328,197.0,175.0
7,824,138571,4.346577147845661e-14,7.647871518023672e-08,1.563709529078956e-08,7.647871518023672e-08,0.42508577740420395,6.763964701175608,5.722203056172826,-9.228783640629779,9.193301628943393,-0.07753690718473265,9.228783640629779,0.00024895461931555204,12.566198515620416,7.425240305126743,-1.096216885837633,1.0280743492375517,0.000980325063809264,1.096216885837633,0.057216289509794814,2.3985589808512295,1.3530641846671954,0.08889844551318796,2.3864232308958067,1.2916639444052092,0.019655362728253137,0.13702644125962696,0.05261660072166209,0.0005119474627438558,1.414124195100407,0.7516896065503385,0.0193340865403657,-0.230324874924271,0,0,0,5.068237361517052e-07,0.614522491533102,372,0.9851,-0.02253,0.4551944652278152,-0.05269122385666025,0.4588455504541854,0.3791545166279583,0.10600210311098626,1.0867588633963539,5.157367871453949e-07,5.068304901033641e-07,1.0175725360173467,1.8492279726025746e-07,0.010365724081062079,371,2,0,0,0,0.9851,372,0.614522491533102,-0.08791,-0.0879096047732828,265.0,372.0,-0.0806607,0.3788741,-0.0090316,-0.0005567,0.378766,0.996514,-0.0015858,0.0308268,-0.0775052,0.9856561,-0.0238379,-0.0014694,0.9997148,485.0,372.0,0.1322843,0.0241367,-0.0093978,0.0209413,-0.0074648,-0.8332282,0.1089949,-0.3737009,-0.3926811,0.7679688,-0.389358,0.8676127,-0.3092709,256,8.273749715996559e-16,1.7137590115662853e-17,6.038367009541645e-17,1.7376271787103398e-13,6.729152499986484e-09,-4.2590362300548475e-18,12.536033373029468,5.676589612960696,6.711189307848411,3.1336474040673554,1.0458106871235002,1.330288933896057,0.15339526086305674,0.0,0.19427050643985924,0.40630457790098085,0.07277133384641837,0.13574497612840597,0.025341017315758094,0.08681546358380919,0.021710882366135664,0.9042104411553263,0.5108554411830679,621.4859819579037,289.78290846949466,0.609170287658804,0.6091702876908665,0.609170287691728,0.7614628596135831,2.639172737417935e-10,372,0.7733,0.7733,0.0452,0.002329,2,0.7619,0.9884,0.001602,12.018,6.0091,2.0,0.3119,0.6333,1.24865,0.21432,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8617,0.4104,14.1829,3.4348,80,0.2155,0.9192,43,0.1768,0.9941,-1.0,0.622216,0.1921452,0.5281081,-0.0542595,-0.0634975,0.1861294,0.2040103,186.0,186.0,0.0541778,0.0333874,0.2374277,0.0138328,0.0347148,-0.0179499,0.0414567,197.0,175.0
8,846,138596,0.0,1.572600019045932e-07,3.1700911985745467e-08,1.572600019045932e-07,0.4704672483637316,6.81990954590403,5.72487905064895,-9.419241691579238,9.21887706831593,-0.08425267853450114,9.419241691579238,5.700097544768766e-05,12.566263720918746,7.289564630632582,-1.0970958153000385,1.0354656143285113,0.0016632441754089533,1.0970958153000385,0.0572202950016626,2.3987282536841645,1.3321296526768251,0.06478602310043291,2.3815353770708136,1.192242443763072,0.0,0.15116545130155642,0.05809924086626204,0.012236000356421917,1.414204327919227,0.9033610888388423,1.39108998426656e-13,-0.2463748147617212,0,0,0,5.791791436632619e-07,0.6108718938638904,379,0.9491,-0.02455,0.4560754917210764,-0.05110518987318481,0.4600151148561553,0.26939388587327684,0.16413628504299033,1.0958298352391609,5.908611712057518e-07,5.791892897974084e-07,1.0201521015908739,2.1354444280285135e-07,0.004839406606528223,372,8,0,0,0,0.9491,379,0.6108718938638904,-0.122815,-0.12281499743757407,93.0,372.0,-0.0805638,0.2701643,-0.022571,0.0261372,0.267948,0.9991922,0.0038439,0.0232928,-0.03252,0.9833379,-0.0835453,0.0967456,0.9917966,485.0,372.0,0.108706,0.0648803,-0.0043101,0.0320053,0.056272,0.225808,-0.0763724,0.0745511,0.9683079,0.8008815,-0.0664314,0.4932975,0.8673203,256,1.9955140809282822e-15,3.569219710839549e-17,1.373924978969053e-16,5.543057647877248e-13,1.3930071144381654e-08,7.75618123951772e-18,36.70405012652518,9.63635941571433,12.38639810943313,3.0936892637457327,1.142015512651167,1.4582158014512476,-0.10256264413653822,0.0,0.15805626381687263,0.08606283975773818,0.1501109781396047,0.04544355448533583,0.06291696142923386,0.05721030512364359,0.007008747610695424,0.8988736096705895,0.5035043738053477,621.4859893194856,289.7829119020107,0.6091702876240278,0.6091702876908001,0.609170287691728,0.7614628596135,5.426821094191028e-10,387,0.7311,0.7311,0.03766,0.002044,2,0.6947,0.9783,-0.000408,12.03,6.0151,2.0,0.31916,0.65841,1.27198,0.18216,0.9843,0.9679,0.9834,0.4929,4.265,1.8956,0.853,0.5331,14.3748,3.3704,80,0.2292,0.9147,43,0.1922,1.0,-2.0,0.6088427,0.0693323,0.7955326,-0.0727513,-0.0272251,0.2836674,0.2941108,186.0,186.0,0.0514629,0.0822014,-0.2299686,-0.003272,-0.0081608,-0.0049936,0.0101114,197.0,175.0
