# registro dello spostamento -- scritto MAN MANO
vecchio	nuovo	sha1_byte	byte	esito
csv/_test_fork/_g6000/scena_001560.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001560.pkl.gz	788bdbf1812bfe8f02011d117a02f1c37df8adad	30411532	OK
csv/_test_fork/_g6000/scena_001620.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001620.pkl.gz	459d692c40067b317a4118ac23c90a006134d8fa	30526278	OK
csv/_test_fork/_g6000/scena_001680.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001680.pkl.gz	291c2dbc5cd658c447d6a4c7717a19898011f1fd	30611838	OK
csv/_test_fork/_g6000/scena_001740.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001740.pkl.gz	fe916af73cdfbef410a68d29cfb7ee6ef199d615	30633422	OK
csv/_test_fork/_g6000/scena_001800.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001800.pkl.gz	4e6df9b4fd69cc34e0fabc0528a724e7d25c8816	30749743	OK
csv/_test_fork/_g6000/scena_001860.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001860.pkl.gz	5a312c243ca4b4a9ed46b35ae214b8cba1162619	30818636	OK
csv/_test_fork/_g6000/scena_001920.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001920.pkl.gz	72eac5fe722e5d1b16a818d5a0674be984bb4c31	30924063	OK
csv/_test_fork/_g6000/scena_001980.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_001980.pkl.gz	f2e1a7420c0acce911ecb115f8592b9c41a982f4	31040744	OK
csv/_test_fork/_g6000/scena_002040.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002040.pkl.gz	c34e48e63e1a1fc9e3b35e8c59fd4a3ff7a4b974	31212556	OK
csv/_test_fork/_g6000/scena_002100.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002100.pkl.gz	149eafc546beb2805b6f5e65f1bcd0423e48f120	31345655	OK
csv/_test_fork/_g6000/scena_002160.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002160.pkl.gz	bd550a28351595f7144ace38d0bc92f9cf4946bf	31483572	OK
csv/_test_fork/_g6000/scena_002220.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002220.pkl.gz	2922578aa938f98f6608c77f05a21cdec168a7f7	31591208	OK
csv/_test_fork/_g6000/scena_002280.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002280.pkl.gz	370429bf23c4ecd21c4c1298900c51e4567dcba9	31710861	OK
csv/_test_fork/_g6000/scena_002340.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002340.pkl.gz	aa726e7959a68dfd444544cc41de6aab111ccb77	31902587	OK
csv/_test_fork/_g6000/scena_002400.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002400.pkl.gz	88dedb94b9160f68ab7deb88bdd77b197cebdcdc	32043835	OK
csv/_test_fork/_g6000/scena_002460.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002460.pkl.gz	e681916cb49dec012741d6823f0a4f172ef983e4	32148797	OK
csv/_test_fork/_g6000/scena_002520.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002520.pkl.gz	41fdab3d0b7ac0aa776d39056600bc0b54be65a9	32234180	OK
csv/_test_fork/_g6000/scena_002580.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002580.pkl.gz	72963b74dd05fc30ffd3c0bdf1485a651ec87cc3	32430363	OK
csv/_test_fork/_g6000/scena_002640.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002640.pkl.gz	b94369839ddea4617e532b915a68c0220cbb828d	32580983	OK
csv/_test_fork/_g6000/scena_002700.pkl.gz	E:\soliton_archivio\csv\_test_fork\_g6000\scena_002700.pkl.gz	58e66864b78f80aa341c18d3c775716e6e5aa5a0	32735545	OK
csv/_test_fork/_stf_seed.pkl	E:\soliton_archivio\csv\_test_fork\_stf_seed.pkl	ed83c7d0ec8e9a4addd3167e91a2baf02c044083	18281850	OK
csv/_test_fork/_tw_off.pkl	E:\soliton_archivio\csv\_test_fork\_tw_off.pkl	7410739626b864e95c3e4009aa41d603eb337594	17978689	OK
csv/_test_fork/_tw_on.pkl	E:\soliton_archivio\csv\_test_fork\_tw_on.pkl	df16fdd410b7a4a7376efcb21229d47e97696876	18082242	OK
csv/_test_fork/_vuoto_ab_off_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_ab_off_s1.pkl	5f8349b6e1903e7e6694ca5fc40b298adfead8ff	18302059	OK
csv/_test_fork/_vuoto_ab_on_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_ab_on_s1.pkl	0e357126e2558ff3795cc1012f502a2c7a5a81d9	18281850	OK
csv/_test_fork/_vuoto_base_OFF_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_base_OFF_s1.pkl	90136c7d53ba8042543efc6037a5ec9ccd25ea63	18474084	OK
csv/_test_fork/_vuoto_base_OFF_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_base_OFF_s2.pkl	70d637a23054f15e6866600698d2107a4725b127	17954498	OK
csv/_test_fork/_vuoto_base_ON_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_base_ON_s1.pkl	58b0e4cc392315cf5053254e095b6a7f3f5cb850	18473004	OK
csv/_test_fork/_vuoto_base_ON_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_base_ON_s2.pkl	9233ad4a4001660798e2962956d1ef297b685f29	18089265	OK
csv/_test_fork/_vuoto_csOFF_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csOFF_s1.pkl	bae88ddab8cbf8645379371741ae9edefd119953	18317127	OK
csv/_test_fork/_vuoto_csOFF_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csOFF_s2.pkl	54e2da418b05379932461422a649ba34bb714c7e	17931525	OK
csv/_test_fork/_vuoto_csOFF_s3.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csOFF_s3.pkl	bf1abe0536b00ab7f0db1b88273f30e25199d5fa	18468199	OK
csv/_test_fork/_vuoto_csOFF_s4.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csOFF_s4.pkl	4b79a746f25c2bd4414abd04b52ab09df1e19150	18243015	OK
csv/_test_fork/_vuoto_csON_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csON_s1.pkl	89b9195659f7b5157fbb8398278e74380812ec46	18317128	OK
csv/_test_fork/_vuoto_csON_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csON_s2.pkl	d1ca7eb6e45eaf3cb06907cbe0eb9a7cc1f51e91	18042868	OK
csv/_test_fork/_vuoto_csON_s3.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csON_s3.pkl	82feeb597cccd908c45332bd55d504b81a1cc1e3	18493000	OK
csv/_test_fork/_vuoto_csON_s4.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_csON_s4.pkl	a6e7d76dfcb29dc2416d60db7d5dc020a5b8ab0e	18122600	OK
csv/_test_fork/_vuoto_k300_s2off_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_k300_s2off_s1.pkl	4a376adddb1e6d2fc1921abe141232a91bed8144	20750664	OK
csv/_test_fork/_vuoto_k300_s2on_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_k300_s2on_s1.pkl	0819c87765be2bc809575457c884be045992f375	21073040	OK
csv/_test_fork/_vuoto_k_frozen_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_k_frozen_s1.pkl	0e6469c1cafe2f03d70b63edd4eb81c0b7fcc330	18302059	OK
csv/_test_fork/_vuoto_k_noise_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_k_noise_s1.pkl	aeefdd34433aa617b11d231064524183727fa972	18576541	OK
csv/_test_fork/_vuoto_pulito1_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_pulito1_s1.pkl	87a55701ee77508bb364c47d3fd3ac3b65f33a0f	18378998	OK
csv/_test_fork/_vuoto_pulito2_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_pulito2_s2.pkl	f9526c4d90a2668bdde8e3790cd65ff6b8d56528	18084460	OK
csv/_test_fork/_vuoto_s2OFF_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2OFF_s1.pkl	95623673d056a66e1d4208e338928cd349de9f3f	18474084	OK
csv/_test_fork/_vuoto_s2OFF_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2OFF_s2.pkl	c6e9236a22aa1b8a51b110f478d02f52ca4036c5	17954498	OK
csv/_test_fork/_vuoto_s2OFF_s3.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2OFF_s3.pkl	2ace81c6a16a954d52d318d009d4a62a0210a66c	18546405	OK
csv/_test_fork/_vuoto_s2OFF_s4.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2OFF_s4.pkl	08c84038ee7d86fbe122291ec12d8b8df5af0f27	18158628	OK
csv/_test_fork/_vuoto_s2ON_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2ON_s1.pkl	dfb8fecb90b3481ee24227271263d32513bfbf01	18313373	OK
csv/_test_fork/_vuoto_s2ON_s2.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2ON_s2.pkl	5349448b9843592493ec2c27a3dde836ccc55ec0	18001946	OK
csv/_test_fork/_vuoto_s2ON_s3.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2ON_s3.pkl	3350bda7093bad0ea63234d7538b97e15edc2d6f	18381932	OK
csv/_test_fork/_vuoto_s2ON_s4.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_s2ON_s4.pkl	51f5fe816f4c887b05fcefc85095e2360ffa7fba	18206397	OK
csv/_test_fork/_vuoto_sigDET_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_sigDET_s1.pkl	64b3d4a38ff4cfd795d37e39055d4758b4615eec	17974862	OK
csv/_test_fork/_vuoto_sigOFF_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_sigOFF_s1.pkl	776fdd1e64a2597dfbe47c379415075592902451	18096319	OK
csv/_test_fork/_vuoto_sigON_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_sigON_s1.pkl	776fdd1e64a2597dfbe47c379415075592902451	18096319	OK
csv/_test_fork/_vuoto_stf_freeze_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_stf_freeze_s1.pkl	a67e412ab1ae5bee66642d51c5b76eb16506120d	18876077	OK
csv/_test_fork/_vuoto_stf_shake_s1.pkl	E:\soliton_archivio\csv\_test_fork\_vuoto_stf_shake_s1.pkl	ed83c7d0ec8e9a4addd3167e91a2baf02c044083	18281850	OK
