step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_cluster_modulo,spin_cluster_omega,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,s2_medio,s2_max,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
119,846,138582,3.6105977019514566e-10,0.0002759578470116443,5.5991131373975066e-05,0.0002759578470116443,0.8204438170900158,11.370575195689506,9.321553553264238,-73.41807435164596,56.57755207459046,-0.16088288681831545,73.41807435164596,0.0041452082635315204,12.557536076196971,6.440363061354302,-3.0590348670863325,3.7804838110215147,0.00017855616170302496,3.7804838110215147,0.5377425885592466,3.365623957277442,1.6950838270065431,0.16009012490535657,1.5360842560362258,0.8376183851734659,0.25309993599247954,1.4703798848070566,0.9918294077302254,0.000659261460019045,1.4139777417281563,0.832187263086793,0.018500721438549785,-0.7567453870233384,0,0,0,0.0212670213039056,0.8264634175125918,372,0.4668,0.0547,0.6977016836154136,0,0,0,0.4724,305,0.7651535478860134,-0.037921,-0.03792086230538705,256,3.5289898960222083e-10,4.3244697837752344e-11,8.41121716596153e-11,3.70947112035588e-07,2.6687497538693957e-05,-6.644370521894375e-12,12.512171793076554,5.552835405043119,6.712508606784344,3.1369630806767006,1.1528691678890022,1.47184395679682,-0.053243872063393656,0.11800413547654767,0.3637501367610108,621.4977503696421,289.7883957768204,0.6091701688955915,0.6091702844369924,0.6091702876915726,0.7614628555462405,9.522736280446936e-07,394,0.039,0.0295,0.02719,0.011372,2,0.0184,-0.9323,0.00138,19.983,9.9917,2.0,0.4308,1.0,0.78797,0.56605,1.24761,0.19415,0.9169,1.0176,1.1097,0.5,3.1392,0.6976,0.0,0.1028,5.3628,1.7083,80,0.1491,0.1148,13,0.027,-0.9703,1.0
120,846,138582,9.023985174295274e-10,0.0002803320625292045,5.7067007220297454e-05,0.0002803320625292045,0.8276563501357725,11.3730574996002,9.32163551248566,-73.42820708065733,55.30388779646227,-0.21130698422132713,73.42820708065733,0.024215523234496994,12.555872788975211,6.37946562352345,-3.1031303236669854,3.8401652629249288,0.0004152004161345682,3.8401652629249288,0.5389262846758813,3.396347385005216,1.6990176137551822,0.05519160802737148,1.4075777623189665,0.821727559180777,0.25542605603978813,1.484495120968216,1.0001512804657982,0.00018086967110453323,1.410391190988136,0.7231327212008799,0.01876621869526836,-0.7565798007038281,0,0,0,0.02234315073375972,0.82738159111708,372,0.4718,0.05912,0.6998176842292904,0,0,0,0.4796,305,0.7659377080237739,0.027116,0.027115998554620324,256,2.8096858727950666e-10,3.327088876610979e-11,6.66599111335953e-11,3.949381776938929e-07,2.6791542307468095e-05,6.132898043827714e-12,16.106399182794913,5.387012304561215,6.6754426891073475,3.092839563487234,1.0874071888658876,1.3843146612726975,-0.16973649560192258,0.11930108521075193,0.32337846211427196,621.4946059251744,289.78692960334286,0.6091701670114151,0.609170285923029,0.6091702876913395,0.7614628574037863,9.673730382281905e-07,394,0.0381,0.0384,-0.02235,0.710203,2,0.018,-0.3916,-0.003906,20.114,10.0569,2.0,0.4353,1.0,0.78909,0.56631,1.24647,0.19428,0.9113,1.0232,1.1228,0.5,3.1385,0.6974,0.0,0.1027,5.3616,1.7083,80,0.0672,-0.7714,13,0.1496,-0.5878,0.0
121,846,138582,7.623465511530963e-10,0.0002774747530621329,6.168415655233796e-05,0.0002774747530621329,0.834809516715702,11.375268145749983,9.321713844006766,-73.43709318377158,56.24254480363613,-0.20213995253106787,73.43709318377158,0.04462875598857844,12.564088960694793,6.314630111763086,-3.154022909250739,3.8774920124716568,0.001006350060599793,3.8774920124716568,0.5391324371943103,3.422753978335918,1.7020432153598581,0.07813883978275016,1.4750454776386328,0.8207334058735822,0.2605674631788887,1.498371343837132,1.0073826077017611,0.00044349033583690467,1.4098331154986854,0.7374298939161668,0.019055315427200036,-0.7563210201642486,0,0,0,0.02298819569640093,0.8281539817590577,372,0.474,0.0605,0.7005289010642175,0,0,0,0.483,303,0.7650808107236882,-0.008045,-0.008045471978332719,256,4.656024958795171e-10,5.2184572710358945e-11,8.956584856977215e-11,3.349368218336985e-07,2.9677191642094118e-05,2.190002771808956e-12,18.884235883387497,6.047413644228946,7.565978446985595,3.11896877767749,1.233144597330635,1.6178516211811889,-0.04910439548418651,0.08376074342065983,0.2088235168130581,621.5043406728099,289.79146866546967,0.6091701682444358,0.6091702798633352,0.6091702876913999,0.7614628498291689,9.57498004823755e-07,394,0.0707,0.0808,-0.01181,0.34971,2,0.0341,0.4308,-7.8e-05,20.071,10.0356,2.0,0.4434,1.0,0.79017,0.56164,1.24562,0.19449,0.914,1.0205,1.1165,0.5,3.0724,0.7191,0.0,0.1027,5.3604,1.7447,80,0.1145,-0.1257,12,0.0885,-0.9213,0.0
122,846,138582,1.0173489977435294e-09,0.00027965468722932797,6.714667104924907e-05,0.00027965468722932797,0.8419476224138094,11.377296825964029,9.321790209625048,-73.44844606704878,57.250471367467625,-0.215867562736424,73.44844606704878,0.006296534442632673,12.544974606478938,6.155461295730591,-3.1869448569900327,3.9273906983543343,0.0014133642597741242,3.9273906983543343,0.5392965212059824,3.446321319985612,1.7050653263382778,0.17768270253936524,1.4487433395009743,0.8332596056846079,0.273034273677139,1.5119731365915956,1.014756906638637,0.0008033967540264086,1.4140885373277159,0.8309717073313712,0.019399709626997993,-0.7559757701335703,0,0,0,0.02344546189367705,0.8288927138947214,372,0.4765,0.06091,0.700325320352089,0,0,0,0.4843,301,0.7641141127931471,0.021764,0.02176398854408057,256,5.004173327412936e-10,4.995752906958887e-11,8.220968572712566e-11,3.282084419031765e-07,3.2718987978991906e-05,2.4861881308377694e-11,18.740760523861677,6.302278827680488,7.635094011370199,3.125248666905857,1.0068126416916998,1.3333588189532624,-0.19238766213738367,0.10336404128664034,0.41445970622399964,621.5110493346169,289.7945967417044,0.6091701673080637,0.6091702731813511,0.6091702876912901,0.7614628414766889,9.650100118277423e-07,394,0.0941,0.1014,-0.06962,-0.968923,2,0.0451,0.5566,0.000699,20.019,10.0093,2.0,0.4262,1.0,0.79288,0.5644,1.24538,0.19613,0.9185,1.016,1.1062,0.5,3.0719,0.7189,0.0,0.112,5.3521,1.7423,80,0.1657,0.3414,12,0.0544,-0.9916,0.0
123,846,138582,7.360809535507103e-10,0.00029326543459884727,6.764159024779493e-05,0.00029326543459884727,0.849101280181471,11.379432123591432,9.321872829123656,-73.459019238796,57.54319571813108,-0.18019638403777533,73.459019238796,0.010692639385876057,12.550628485393561,6.187464953390594,-3.2282202833388514,3.957124366567314,0.0017211490328694497,3.957124366567314,0.5396253826556715,3.4751943002216383,1.709209689997992,0.21651067855917705,1.4561208753731718,0.8266686792934426,0.28717407229593067,1.526087766564762,1.023066623780953,0.000871079027591759,1.4141020342843462,0.9170718179591777,0.01978476547772036,-0.7555707104927075,0,0,0,0.023413539124910322,0.8297076291907226,372,0.4762,0.05947,0.701575472957694,0,0,0,0.48,302,0.7655462060998036,-0.051273,-0.05127311009546753,256,4.999111816840515e-10,2.13371702645035e-11,5.425419130548503e-11,3.401082270638696e-07,3.327157019204246e-05,5.1913734415957875e-12,20.271186770659025,5.450339181410657,6.726800368382918,3.1010855766732313,0.6591538095183251,0.9600903299322677,-0.08758877603455006,0.12295577260285925,0.14291244308699422,621.5116668788712,289.79488468668677,0.6091701614491584,0.6091702724633791,0.6091702876914111,0.7614628405792238,1.0119758839632822e-06,394,0.0849,0.0858,-0.0654,-0.143323,2,0.0404,0.6205,-4.2e-05,19.992,9.9959,2.0,0.4192,1.0,0.79438,0.58117,1.24458,0.19797,0.9149,1.0196,1.1144,0.5,3.0712,0.7188,0.0,0.112,5.3509,1.7423,80,0.1201,0.7467,12,0.039,0.0816,0.0
124,846,138582,1.31834470329627e-09,0.00028632021346122267,6.37378387414695e-05,0.00028632021346122267,0.8562553255258732,11.381903527951652,9.321965115225275,-73.4660706695621,57.66425045919361,-0.19878166936839498,73.4660706695621,0.007373024894408775,12.56059114017943,6.227940987338913,-3.2625463664179892,3.9976386374865784,0.002110690908354364,3.9976386374865784,0.5424713830364033,3.5032798013656787,1.7138444850314767,0.21535252805148453,1.4115647656381527,0.8211800663196062,0.30127893810959655,1.5401910943791988,1.0322373421375999,0.002628183389032257,1.4140132270054744,0.8134948085590212,0.020227713003850838,-0.7551090802379302,0,0,0,0.023089715633463202,0.830742437712367,372,0.4737,0.05999,0.7062537891452573,0,0,0,0.4721,301,0.7655722413255466,-0.008945,-0.008944516848227613,256,4.811166029832307e-10,3.7687049518322465e-11,7.858090184795554e-11,3.642098873145449e-07,3.139873389415452e-05,4.7413605480836e-12,21.844957262131643,5.596812686008595,6.980281352237509,3.1165775725275235,1.1545194698854206,1.4992282795211571,0.12263163407891188,0.1238345442733507,0.454618626443247,621.5059980148055,289.7922414413613,0.6091701644372358,0.6091702784033661,0.6091702876911606,0.7614628480042076,9.8801890636247e-07,394,0.0589,0.0578,-0.03682,-0.190785,2,0.028,0.4581,-0.001215,19.989,9.9945,2.0,0.4185,1.0,0.79534,0.5765,1.24399,0.19858,0.916,1.0185,1.112,0.5,3.0703,0.7186,0.0,0.112,5.3494,1.7423,80,0.0652,0.5988,12,0.0686,0.762,0.0
125,846,138582,1.0419052978205308e-09,0.0002761031648753909,5.979621522933177e-05,0.0002761031648753909,0.8634030400655666,11.384179165864218,9.322061375903603,-73.467550861687,57.75725398636313,-0.18033207499795348,73.467550861687,0.0075985797345321515,12.559854468079571,6.220861303075866,-3.3105590555575497,4.0633301843685885,0.002004346284462401,4.0633301843685885,0.5432971968737638,3.530332627631154,1.717825891630521,0.05533761989367819,1.4333135201461915,0.8382208710869943,0.31493574183368944,1.5543274330978398,1.040372290182051,0.00012403039823472017,1.410681451170239,0.733293668081404,0.02072039752975083,-0.7545371048380642,0,0,0,0.022117073517091263,0.8316986647436916,372,0.467,0.05658,0.7106460623308912,0,0,0,0.4603,298,0.7640203513323578,0.019257,0.01925696627482676,256,5.894080904706429e-10,5.4621356110455846e-11,1.1466847133018896e-10,3.842847643773872e-07,2.9649762974030154e-05,-1.2528675232725055e-12,24.952324160261124,6.39796586752918,8.3304076111415,2.926046123987736,1.0504580955991643,1.397464159580931,0.07975934301963465,0.10759765626863049,0.21780055874265294,621.5018891840379,289.79032559938764,0.609170168834301,0.6091702817957227,0.6091702876912795,0.7614628522446534,9.527687451412088e-07,394,0.04,0.0209,-0.07892,-0.297508,2,0.0187,-0.152,-0.003519,19.999,9.9997,2.0,0.4223,1.0,0.79439,0.56969,1.24266,0.19849,0.9197,1.0148,1.1034,0.5,3.0696,0.7184,0.0,0.112,5.3482,1.7423,80,0.146,0.0783,12,0.0788,0.8158,-0.0
126,846,138582,8.64695591160674e-10,0.00026547226629709516,5.840251319314734e-05,0.00026547226629709516,0.8704641273067658,11.386315270013263,9.322154574318029,-73.47858247679298,57.708889450266504,-0.21409052045456423,73.47858247679298,0.006722327331829092,12.544335474361178,6.230915681290201,-3.344559344350652,4.121458967939276,0.0018912686398584622,4.121458967939276,0.5434210660571183,3.5530852160903077,1.720909180753949,0.11102203047896397,1.3507786137817603,0.8268579713656039,0.3186165587041698,1.568071209948046,1.047705226860355,0.00021773029447225145,1.4076715046064667,0.6972969153194598,0.0212526391311527,-0.7539231263562567,0,0,0,0.02069852634950475,0.8326058896742925,372,0.4584,0.05084,0.7130016712670609,0,0,0,0.4507,296,0.7631341496053423,0.052004,0.052004269410848236,256,8.646688831457471e-10,5.7227141808750224e-11,1.1521409133713563e-10,3.8325780808751226e-07,2.9225553005777044e-05,2.6065662299974623e-12,23.89929316284291,6.335963208843385,7.973544579401195,3.131877343926909,1.05516898992441,1.3748838673408699,-0.05330576646032474,0.1312840839232638,0.46103466752432243,621.5037269893417,289.7911825206724,0.6091701734113092,0.6091702803732579,0.6091702876913558,0.7614628504665724,9.160812416304542e-07,394,0.0628,0.0455,-0.07358,-0.030082,2,0.0294,-0.5772,-0.001783,19.944,9.9719,2.0,0.4264,1.0,0.79506,0.56765,1.24221,0.19975,0.9208,1.0137,1.1009,0.5,3.0692,0.7183,0.0,0.1119,5.3476,1.7423,80,0.1865,0.2801,11,0.2062,0.3797,0.0
127,846,138582,5.256772294953167e-10,0.00026765670237114986,5.782263503176019e-05,0.00026765670237114986,0.8774606990550535,11.38816678638885,9.322242932085826,-73.49137252843605,56.90924671833459,-0.18347145233888293,73.49137252843605,0.0360875309515383,12.522565281531618,6.287989989931077,-3.3845969322696474,4.1755843722156145,0.0019847372227205125,4.1755843722156145,0.5435082832459526,3.577371222602102,1.7237524587707391,0.14370923497897248,1.4234252163918875,0.8227081718768017,0.33269327375065344,1.5799315590018002,1.0546781960214975,0.0019240242664974039,1.414142167727891,0.9151986390291216,0.021882869693714193,-0.7532233690471458,0,0,0,0.019777677968543298,0.8333789493127722,372,0.4517,0.04669,0.7154134742641686,0,0,0,0.4443,297,0.7645714602005492,-0.012833,-0.012832965942912056,256,4.709064210773315e-10,3.9921326976948376e-11,7.813388748676667e-11,3.5202366065346965e-07,2.906960558827796e-05,-4.365230900602471e-12,23.989677954720612,5.729105545011498,7.266560976648699,2.961550810356821,0.6623432997925799,0.9035312196129733,0.13424154984597603,0.12077901282714111,0.05786171025322457,621.5054384875923,289.79198054823104,0.6091701724715038,0.6091702789103228,0.6091702876915018,0.7614628486379035,9.236166641492099e-07,394,0.0772,0.0842,-0.09582,0.450026,2,0.0363,-0.5719,0.003431,19.931,9.9653,2.0,0.4229,1.0,0.79488,0.5758,1.2416,0.20057,0.9206,1.0139,1.1013,0.5,3.0685,0.7182,0.0,0.1119,5.3464,1.7423,80,0.1427,-0.0887,11,0.0815,-0.6963,1.0
128,846,138582,1.7780860013814512e-09,0.0002611416861647093,5.818953675338472e-05,0.0002611416861647093,0.8805588090433949,11.390422195127268,9.322341170011908,-73.49500473751449,56.281742702512794,-0.22912922802348654,73.49500473751449,0.03384573532862084,12.562005489379352,6.3313670711940775,-3.44494356145104,4.235719131624109,0.0019730616715200005,4.235719131624109,0.5456252341285406,3.6021784181463556,1.7285739732101304,0.1398115672207343,1.375108400893103,0.8224584779052437,0.3378079368464746,1.5939564967647606,1.0638301824193732,0.0020414412523692693,1.413893273507198,0.7913624776292568,0.02254866078603094,-0.7524398189513027,0,0,0,0.019867553173541254,0.834285193738497,372,0.4492,0.04661,0.71890036868112,0,0,0,0.4451,297,0.7653598111276716,0.030185,0.030185339909331477,256,7.522916876671471e-10,2.875350638318728e-11,7.511026167115079e-11,3.580739014519173e-07,2.9128968747389104e-05,1.1260575877730016e-11,12.39709269865005,4.694848032055946,5.910026726001742,3.133969463266159,1.0914140094015081,1.4181840362158804,-0.003504381770001619,0.09450821604255341,0.3495947969226128,621.505694894069,289.79210010396804,0.6091701752760357,0.6091702786798503,0.6091702876909627,0.7614628483498128,9.011345929410088e-07,394,0.0873,0.1046,-0.07464,0.308842,2,0.0396,-0.4901,0.002313,19.965,9.9825,2.0,0.421,1.0,0.79581,0.57046,1.24072,0.20253,0.9177,1.0168,1.108,0.5,3.0676,0.718,0.0,0.1119,5.3448,1.7423,80,0.0739,-0.9305,11,0.1272,-0.9954,0.0
129,846,138582,7.839851520455238e-10,0.0002569917971660798,5.8366585243759355e-05,0.0002569917971660798,0.8799834744852904,11.39261816214452,9.32244310446209,-73.49378194760922,56.08233557764105,-0.20756985518757667,73.49378194760922,0.028427102988254044,12.562854698582454,6.4160350996738975,-3.486615530445449,4.2835284968459115,0.0019391263457306928,4.2835284968459115,0.5465226474724967,3.625329457864385,1.7323412606231827,0.16486234340489414,1.354877063612129,0.8138769925888566,0.34164232528009075,1.6039849140134006,1.0717438072494678,0.00025286916162692297,1.412806617346843,0.7375989926424941,0.02324658750009368,-0.7515705711661884,0,0,0,0.02000821756864657,0.8351344390490848,372,0.4475,0.04458,0.7217784169127088,0,0,0,0.4478,296,0.765299525035573,0.029184,0.02918409821458967,256,4.2574523478279863e-10,6.979527028094361e-11,1.0675678071736862e-10,3.7644091392952933e-07,2.919738705331131e-05,-4.207120196082603e-12,20.387015423557713,6.626629077870481,8.1092607516725,3.1382499294522272,0.9269473846255347,1.2612662592358261,-0.07535712838585365,0.10043795960464458,0.3749680018409846,621.505413191258,289.7919687532018,0.6091701770624947,0.6091702789330625,0.6091702876913905,0.7614628486663281,8.86814766716134e-07,394,0.0848,0.1006,-0.07082,-0.044289,2,0.0381,-0.2567,0.000658,19.983,9.9917,2.0,0.4221,1.0,0.79664,0.55666,1.23979,0.20276,0.9159,1.0186,1.1122,0.5,3.0672,0.7179,0.0,0.1119,5.344,1.7423,80,0.1448,-0.4737,11,0.1405,-0.875,0.0
130,846,138582,2.068809070758459e-09,0.0002588757991662535,6.0185143448990425e-05,0.0002588757991662535,0.8793543451067519,11.394716795776446,9.322544518713583,-73.50182155841864,55.762722030694654,-0.23986604066973527,73.50182155841864,0.0011035264559300373,12.552434972610863,6.368763841410576,-3.5248564929203243,4.321324260303576,0.0022714939966633992,4.321324260303576,0.5467610895191881,3.6466860551230873,1.7355725641888615,0.17667056169166717,1.3906716028852772,0.8163306894247933,0.35463674221407215,1.6179341452983231,1.0791197971940747,0.00021173960176823492,1.4135545625669241,0.7937709334078047,0.023964898311293663,-0.7506201048765113,0,0,0,0.020190164434606986,0.8359361133352665,372,0.4479,0.04337,0.7228423137538891,0,0,0,0.4516,296,0.7659832214285098,0.005685,0.0056849861425884995,256,5.671705576146148e-10,7.129002524379916e-11,1.259964951516715e-10,4.155032951261712e-07,3.0241514151370795e-05,2.8653180806967653e-11,21.952175103942736,6.660443708023739,8.01706508718672,3.1271297678012195,1.1650099320028968,1.481915943919244,-0.035879967352541765,0.1247062099973357,0.08854911750423725,621.5085460856214,289.7934295411631,0.6091701762521778,0.6091702759141218,0.6091702876908375,0.7614628448926521,8.933114859648053e-07,394,0.0761,0.1045,-0.05764,-0.307992,2,0.0342,-0.0468,-0.00136,19.99,9.995,2.0,0.423,1.0,0.7966,0.56068,1.23873,0.2054,0.9133,1.0211,1.118,0.5,3.0668,0.7178,0.0,0.1119,5.3433,1.7423,80,0.2061,-0.0675,11,0.0901,-0.3255,-1.0
131,846,138582,1.9430728977270744e-09,0.00026312900557734986,6.11967594427075e-05,0.00026312900557734986,0.8786489512940626,11.396898024098247,9.322647870722353,-73.50952053219514,55.18751201587452,-0.18745431477288776,73.50952053219514,0.0029436797042121654,12.566329559236173,6.405377153474163,-3.5696333855305378,4.375136380240099,0.002443024816676549,4.375136380240099,0.5473325562862308,3.6687951314838503,1.7391997356607507,0.10836340443135095,1.5091137983454759,0.8180532093013221,0.36876854496482814,1.6319943162039845,1.087057506549664,0.004133806250565031,1.4141265270351133,0.9474502551606305,0.02454780248344479,-0.7495701460580916,0,0,0,0.02001435264422472,0.8367661476156854,372,0.4464,0.04252,0.7229520255731886,0,0,0,0.4452,294,0.7650732871621786,-0.051616,-0.05161583875065423,256,1.0365388709756541e-09,5.86923309597029e-11,1.3139402868680113e-10,3.8722441760678807e-07,3.1188143173861927e-05,1.0038783695327918e-11,23.520557331432567,5.229547353182812,6.466371497734229,3.1402382308278787,0.865799993596932,1.208282378351582,-0.05450168465168084,0.056111315136988915,0.5985567466960451,621.5098651052831,289.7940445660631,0.6091701744216591,0.6091702745094301,0.6091702876908917,0.7614628431367876,9.079862423375835e-07,394,0.0682,0.1076,-0.02489,-0.262098,2,0.0304,-0.1191,-0.001493,19.97,9.9848,2.0,0.4208,1.0,0.79806,0.57365,1.23794,0.20272,0.9094,1.0251,1.1273,0.5,3.0664,0.7177,0.0,0.1118,5.3426,1.7423,80,0.1575,0.2488,12,0.1383,0.6709,0.0
132,846,138582,1.7081862215580271e-09,0.0002590841482887486,6.492336230820601e-05,0.0002590841482887486,0.877888993085035,11.39939129011877,9.322764269053405,-73.50956548800374,55.92659908827828,-0.2343718244186183,73.50956548800374,0.004908182522747495,12.518753860817,6.453535792092894,-3.624672285611792,4.419749087438332,0.002800515508910848,4.419749087438332,0.5497254367891108,3.690214436813853,1.744446718472051,0.1441697486358806,1.3861198126141137,0.8212642090229706,0.3828483549881666,1.6461223759469439,1.0965320091397632,0.01180499324308737,1.41366670020483,0.845449272318812,0.025168618122202856,-0.7484394744031619,0,0,0,0.020326773650433037,0.8378876126353978,372,0.4469,0.03964,0.7242409928628785,0,0,0,0.4496,293,0.7651531510413108,0.014505,0.014504905060737983,256,7.082393928649708e-10,5.4671410290999054e-11,1.0935607829863241e-10,3.611840532511482e-07,3.3471004564828386e-05,-4.482543173473752e-12,25.09248763718511,5.389199017505345,6.703953507299771,3.137171191577695,1.1575649163584285,1.460635772072036,-0.16881657209299467,0.1499817404112354,0.6003762194694982,621.5127752789061,289.7954015050788,0.6091701761637971,0.6091702711312399,0.6091702876909928,0.7614628389140499,8.940243597488831e-07,394,0.0732,0.1142,0.02224,0.058515,2,0.0327,-0.312,-0.000777,19.962,9.9809,2.0,0.4187,1.0,0.79779,0.57781,1.23724,0.20492,0.9088,1.0256,1.1285,0.5,3.0658,0.7175,0.0,0.1118,5.3416,1.7423,80,0.0549,0.9998,12,0.1872,0.9999,-1.0
133,846,138582,1.1491606495357155e-09,0.00025245847027815924,6.723937161359218e-05,0.00025245847027815924,0.8770695735736797,11.40184817380797,9.322884994321145,-73.50158620792104,55.60829568706563,-0.23003762270211345,73.50158620792104,0.0054594377737180455,12.551202379002852,6.4279736370773115,-3.666020487672425,4.501872029429152,0.0030154011257313125,4.501872029429152,0.5509510505061207,3.7104382619198257,1.7485347815326038,0.17684747201332585,1.4931128374406075,0.8274069531651865,0.39675848338140635,1.6601822295275386,1.104986501926726,0.0014031267699471384,1.4127578665798102,0.7421036641331987,0.025768684400462743,-0.7472649087521798,0,0,0,0.019491463153844143,0.8390316729877961,372,0.4404,0.03925,0.7231413304707305,0,0,0,0.44,289,0.7627734994285662,-0.019439,-0.019439106996565148,256,5.12194999847657e-10,8.319601569917575e-11,1.1890907917149504e-10,4.2470414385376244e-07,3.466213595176811e-05,-1.9884904292051664e-11,25.002450822354852,7.269464978720418,9.493140062064334,3.047429716721514,0.8670624118639988,1.159275078370674,-0.16198675971722198,0.10988772305761385,0.19153286414197782,621.5161085660734,289.7969557310439,0.6091701790171216,0.6091702667889978,0.6091702876912333,0.7614628334862472,8.7115639169261e-07,394,0.0909,0.1281,0.01786,0.202694,2,0.04,-0.5651,0.000317,19.961,9.9805,2.0,0.4154,1.0,0.7972,0.56653,1.23651,0.20791,0.9132,1.0212,1.1182,0.5,3.0653,0.7174,0.0,0.1118,5.3407,1.7423,80,0.1805,0.3431,12,0.2044,0.9147,-1.0
134,846,138582,5.1431369830621334e-11,0.0002465174110733103,6.833604353380592e-05,0.0002465174110733103,0.8761645103075532,11.40423198646713,9.32300685045759,-73.5032124051878,56.402288468926685,-0.27792468288173783,73.5032124051878,0.0250169714137583,12.52263898887107,6.471667443529471,-3.6949023476364826,4.5319084520754265,0.0031028384711329834,4.5319084520754265,0.5512330445776952,3.7297414999648564,1.7522947093308079,0.05531228504791996,1.3444791520037236,0.8384170998796683,0.41051851720430343,1.674112391575842,1.1124075385483054,0.0007278971603634776,1.4139265123627347,0.7874009562790937,0.02620124798482138,-0.7460109048044135,0,0,0,0.018533650440957096,0.8400888366992071,372,0.4322,0.04197,0.720825035255142,0,0,0,0.4306,289,0.7635839873859326,-0.008528,-0.008528436750274704,256,8.166183099783898e-10,1.0958501582049578e-10,1.8375743481097503e-10,3.519093607273937e-07,3.538644093907507e-05,-2.2455006492218346e-11,24.367259161552575,7.152881819776489,9.026112134542226,3.1234172871945662,0.9449265610698936,1.2446205559330485,-0.03154321657724317,0.1469458458033519,0.28976614324370875,621.5185917760195,289.7981135878925,0.6091701815752357,0.6091702632260974,0.6091702876917059,0.7614628290326216,8.50652228274579e-07,394,0.1081,0.126,0.03395,0.275361,2,0.0467,-0.6554,0.001339,19.974,9.9871,2.0,0.4139,1.0,0.7978,0.56862,1.23582,0.20893,0.9126,1.0218,1.1196,0.5,3.1301,0.6956,0.0,0.1118,5.3399,1.706,80,0.2311,0.1357,12,0.1523,0.4981,-1.0
135,846,138582,1.0201549824441844e-09,0.0002399214261721392,6.830826905736559e-05,0.0002399214261721392,0.8751535621477566,11.406435121381152,9.323132531018388,-73.51192137638354,57.103764440942804,-0.24198275717873904,73.51192137638354,0.02009739687849698,12.55536896980573,6.501681589532124,-3.748944035688789,4.581283446190227,0.0030545478558593703,4.581283446190227,0.5521829537274124,3.7483175577239622,1.7564129450475994,0.1439887933941012,1.434039145551681,0.8073770157414973,0.4241202822738823,1.6882109118716202,1.1202815480980446,0.000502676301689875,1.4141213764564877,0.8482892649108398,0.026685197100042232,-0.744747724954596,0,0,0,0.017703057966539683,0.8411070651303386,372,0.4239,0.04391,0.722255446793991,0,0,0,0.4255,287,0.7627442598069537,-0.05145,-0.05145034305428675,256,6.749727798475437e-10,6.511409539684595e-11,1.26273154302793e-10,3.637004341894855e-07,3.593996867082853e-05,7.343035817326444e-12,24.953455831913395,6.515503945429477,8.27032084171502,3.1196552943763307,0.9544566017185632,1.310229615025539,-0.04642704521742819,0.08595975686058864,0.364969996011978,621.519595963968,289.79858181487236,0.6091701844148678,0.6091702617057682,0.6091702876912889,0.7614628271322101,8.278902700959543e-07,394,0.1277,0.114,0.06361,0.232877,2,0.0542,-0.7013,0.001226,19.988,9.9938,2.0,0.4128,1.0,0.79745,0.57169,1.23489,0.20788,0.9118,1.0227,1.1216,0.5,3.1296,0.6955,0.0,0.1118,5.3392,1.706,80,0.1518,-0.329,12,0.1201,-0.997,0.0
