# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"chi_basc":false,"chi_core":false,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/deparam_pilota/cond_off.csv","da_libera":false,"db_cleanup":false,"db_ogni":400,"denoise":false,"deparam_orologio":false,"diaglog":"csv/deparam_pilota/off.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":false,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":true,"SPIN_LARMOR":false,"SYNC_UPDATE":true,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":100,"ogni_effettivo":100,"olon_part":false,"out":null,"passi":800,"passi_effettivi":800,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":true,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":true,"sync_db":"db/deparam_pilota/db_off.pkl","sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,verso_arco_coer,segno_ov_absmedia,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138571,0.0,3.813212382929908e-12,3.903620353307196e-14,3.813212382929908e-12,0.4321400097600954,6.764603784988526,5.722251685432106,-9.220175747396956,9.230817037350512,-0.00026116887842080077,9.230817037350512,0.00016920300822390326,12.566347903676304,6.3004959259273114,-1.0879596805795027,1.0019483028542497,0.0003160028170394067,1.0879596805795027,0.05713776769883193,2.398412648449113,1.353052736850261,0.05713776769883193,2.3982799745739363,1.3525065231137003,0.0,0.0579054094430833,0.004402039687103474,1.0,1.0,1.0,0.019165553751225656,-0.12065346765227891,0,0,0,0.0,0.6122909156143452,372,0.9987,-0.02108,0.450489026714531,0.0,0.0,0.0,0.05838523794715927,0.0,3.622052971860056e-13,2.0306629873511066e-13,0.0003622052971860056,3.389238603667723e-12,0.0,373,0,0,0,0,0.9989,372,0.6122909156143452,0.0,0.0,80.0,372.0,-5.97e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0591168,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,1.0659680476291639e-18,4.4287138527682967e-20,1.1418899925562958e-19,1.1031434582804436e-18,2.561995515534505e-15,9.263140211329952e-21,24.727070727661175,7.493868456067433,9.175565621154579,3.12504238820633,1.0522295914174733,1.4557310698615158,0.02151291337615901,2.3613306611889794e-08,0.8962817755857327,0.0,0.02215316170936426,0.0,0.0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917264,0.609170287691728,0.609170287691728,0.76146285961466,1.3158862947470245e-14,372,0.9988,0.9987,0.02718,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,0.00224,1.0,1.25632,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,175.0
1,824,138571,5.898851109805508e-15,4.937630163429303e-11,2.500598703332451e-11,4.937630163429303e-11,0.42510045785024214,6.763965028505653,5.722203017612929,-9.217271794937862,8.879438157130231,-0.024787259907647477,9.217271794937862,0.00029534977172672894,12.566320935602896,6.140474173999099,-1.0894848798635801,1.0033529236877388,0.00033422596782938706,1.0894848798635801,0.05713776769883489,2.3984128547863035,1.3530527363626335,0.05713776769883196,2.398178047458234,1.351767060550115,0.01,0.06790540944308329,0.014402039687103472,0.008939359446133999,1.4142037587384992,0.9192730353091402,0.019194860375573265,-0.14018895288396263,0,0,0,1.0446552579888494e-08,0.6122953837571066,372,0.9957,-0.02189,0.45138022485145307,-0.022360294191939776,0.4542152854985871,0.9999833759156732,0.05838523794715929,1.1111790751600639,1.0489572799707575e-08,1.0446391297051585e-08,1.004133628678851,3.741782849374585e-09,0.0021029528474600023,372,1,0,0,0,0.9957,372,0.6122953837571066,0.518698,0.5186975241718077,331.0,372.0,-0.0039009,0.9999834,5.21e-05,-0.0001839,0.9999834,1.0,0.0001561,2.6e-05,-9.19e-05,0.9959782,5.21e-05,-0.0001839,1.0,474.0,372.0,0.050768,0.9999861,-5.87e-05,-0.000175,0.999986,1.0,-0.0001462,-2.88e-05,-8.75e-05,0.9324732,-5.87e-05,-0.000175,1.0,256,1.9396603730174975e-18,1.3248629516251528e-19,2.4914963993271865e-19,1.7044601481543942e-18,8.244153207822998e-12,3.202705554615981e-20,25.71420014542506,7.505049283454397,9.451664574410541,3.112019995763047,1.0482203141928745,1.3376694156653974,-0.024583834620227438,0.0,0.8975784438986788,0.0037046847891274615,0.030965856391792314,0.25884805919000997,0.9967719854525092,0.9556658173246022,0.9578267885794083,0.9750918827512755,621.4858091593514,289.78282789797976,0.6091702876917067,0.6091702876917173,0.609170287691728,0.7614628596146467,1.7039070945803706e-13,372,0.9273,0.9273,0.03686,0.644613,2,0.9233,0.9999,3.140966,12.06,6.0299,2.0,0.25548,0.47916,1.25563,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0641,0.5214,43,0.0518,0.998,3.0,0.9999836,0.9999832,2e-07,-0.0001021,-0.0001156,-0.0039006,0.0039037,186.0,186.0,0.9999859,0.9999863,-2e-07,-0.0001072,3.2e-06,0.0507671,0.0507673,197.0,175.0
2,824,138571,5.6004552915487e-15,4.932172118155782e-11,2.3963142270943977e-11,4.932172118155782e-11,0.4251004401879967,6.763965028045868,5.72220301790094,-9.224259040443696,9.206514388044454,-0.027382688914299843,9.224259040443696,0.0003443560714012486,12.566215790388163,6.484731074589179,-1.0894848852104624,1.0033529289677312,0.00033422983289852555,1.0894848852104624,0.05713776769883489,2.3984128547867245,1.3530527363608895,0.07575681278840793,2.3979977499073324,1.3517617999604297,0.010000014142115625,0.06790542358519891,0.014402122425390606,0.006924961098386029,1.4136461632653894,0.6979840110750224,0.019222406630168918,-0.1401889798358994,0,0,0,1.0369646953612535e-08,0.6122960420317235,372,0.9918,-0.02315,0.4512116161094987,-0.021214649602927082,0.4542987366998283,0.9999833685000196,0.0583836821308569,1.1113832163116242,1.044700014035515e-08,1.0369082566877766e-08,1.007514413447365,3.7262035571937666e-09,0.005945902813550038,371,2,0,0,0,0.9918,372,0.6122960420317235,0.001227,0.0012265592966627104,331.0,372.0,-0.0036843,0.9999834,5.45e-05,-0.000181,0.9999833,1.0,0.0001592,2.72e-05,-9.05e-05,0.9928584,5.45e-05,-0.000181,1.0,531.0,372.0,0.0857357,0.9999863,-6.61e-05,-0.0001475,0.9999863,1.0,-0.0001639,-3.25e-05,-7.37e-05,0.8706805,-6.61e-05,-0.0001475,1.0,256,1.2470000047779887e-18,1.0195222304075618e-19,2.0073172591173706e-19,1.289275472805529e-18,8.034151430238347e-12,3.884283260963115e-20,13.73204654131392,5.245693884259744,6.302280400726084,3.1112213526585615,1.0449232152156758,1.3311391291137786,-0.04575326168328002,2.727953744560371e-10,0.8975002876325592,5.7876138859101754e-05,0.03092401617372762,0.0022810648604875833,0.9967257826846965,0.9561327097115121,0.9586155825200222,0.9750294178118826,621.4858087507835,289.78282770747506,0.6091702876917068,0.6091702876917177,0.609170287691728,0.761462859614647,1.7020236006305473e-13,372,0.8747,0.8747,0.06269,-0.001114,2,0.8676,0.9952,0.000546,12.062,6.0309,2.0,0.26867,0.93474,1.25563,0.2644,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0731,-0.9053,43,0.0664,-0.9412,0.0,0.9999836,0.9999832,2e-07,-9.84e-05,-0.0001109,-0.0036841,0.003687,186.0,186.0,0.9999862,0.9999865,-2e-07,-0.00014,-2.43e-05,0.0857344,0.0857345,197.0,175.0
3,824,138571,1.0775759793385912e-15,7.747043956944589e-10,2.7455048217722433e-10,7.747043956944589e-10,0.42510026999614925,6.763965076468022,5.722203013395088,-9.348731149140212,9.40162834863883,-0.029087386653564334,9.40162834863883,7.8145413370482e-05,12.566055666011149,6.939891986104354,-1.0943828073172588,1.0036161405654136,0.0007527564420781276,1.0943828073172588,0.057140684705407736,2.3984155971219026,1.3530530879122713,0.0888869373513139,2.397664304962385,1.3523928883805785,0.010089407736576964,0.0820473365089603,0.023594852778482008,6.732784333085551e-05,1.4090612032263423,0.6066433051204926,0.019248349686057282,-0.15920681790731842,0,0,0,1.5109687621527106e-07,0.6146369868484236,372,0.9857,-0.02301,0.45307795274030477,-0.026210540988728992,0.45854485204430984,0.9913197028100144,0.07369378179955477,1.1145276234921428,1.5304356355490897e-07,1.5109615507818283e-07,1.012888537605199,5.325953501021417e-08,0.008758628919732095,370,3,0,0,0,0.9857,372,0.6146369868484236,0.061148,0.0611477792696935,111.0,372.0,-0.0143348,0.9913179,-0.0033316,0.0099826,0.991262,0.9999858,0.0003158,-0.0016877,0.0050484,0.9894594,-0.0033608,0.01007,0.9999436,566.0,372.0,0.3324704,0.9957081,0.0033641,0.0240367,0.9954122,0.9999256,-0.0005139,0.0017236,0.0120634,0.7860001,0.0033786,0.0241403,0.9997029,256,1.935353418686014e-17,8.006252514723962e-19,2.1245523989405786e-18,8.617377060590561e-17,1.2640280906136252e-10,-2.073502881417128e-19,20.50896193170147,5.456378193830046,6.658253721990983,3.117886915029467,1.0982752315962219,1.4116939383080769,-0.08218090294109323,2.688685146297776e-10,0.8919450842186921,0.009163619265108152,0.02898647357788301,0.5556677656653969,0.9916213866868064,0.9804269897086823,0.9685105632256782,0.9720312945509072,621.4858572001893,289.7828502981853,0.6091702876913945,0.609170287691617,0.609170287691728,0.7614628596145212,2.6733962858647138e-12,372,0.7738,0.7738,0.06274,0.229443,2,0.7633,0.97,-0.001528,12.117,6.0585,2.0,0.2745,0.74324,1.25399,0.24489,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1287,-0.9642,43,0.0998,-0.9998,-1.0,0.9931578,0.9895854,0.0018017,-0.0029611,-0.0069588,-0.0123658,0.014495,186.0,186.0,0.9947932,0.9977699,-0.0014939,0.0003141,0.0197378,0.3293921,0.3299831,197.0,175.0
4,824,138571,3.669483215254719e-14,2.5205506581743615e-09,7.082522881754529e-10,2.5205506581743615e-09,0.4250996642955951,6.763965123347904,5.722202997772412,-9.34177188436794,9.291646191028576,-0.030739558910586665,9.34177188436794,0.0002682524439255076,12.566304010635367,7.102286866655227,-1.0944487553211235,1.008562097472581,0.0008628957499730739,1.0944487553211235,0.05714095230797192,2.3984239856306675,1.353053147072428,0.08889028921857388,2.396924955459039,1.352961299941219,0.010572964411554428,0.09612748580748312,0.029893360261067294,0.004199465323022844,1.4133663112016241,0.6656801687671794,0.019272751472573423,-0.1777553657296933,0,0,0,1.573950178962274e-07,0.6144230796043242,372,0.9813,-0.02243,0.4527819949367723,-0.02991102523706829,0.4587885604019441,0.9904532182577545,0.07815176693548606,1.1056241501428685,1.6049076920506134e-07,1.5739458241014617e-07,1.0196714953431305,5.60354072846635e-08,0.014616075496891829,369,4,0,0,0,0.9813,372,0.6144230796043242,-0.031988,-0.03198768623281234,111.0,372.0,-0.0225841,0.9904525,-0.00307,0.009366,0.9904035,0.9999875,0.0003097,-0.0015598,0.0047506,0.987056,-0.0030995,0.0094562,0.9999505,566.0,372.0,0.242468,0.7957484,-0.0402648,-0.487195,-0.6278817,0.3328886,-0.0002726,-0.0908077,-0.9385835,0.7631384,-0.0506,-0.6122475,-0.7890454,256,3.930911758665295e-17,2.6267853132690555e-18,5.1746064725842625e-18,1.0357687734145287e-15,2.9596785469268206e-10,-2.0124075193170112e-19,16.888776803570092,5.251407045498512,6.455729798151035,3.1361319259817435,0.9364234935324804,1.2469397138142337,-0.11269396643269418,6.314550479598708e-10,0.24924854951615363,0.8715735664637855,0.10342177870094195,2.941805886089347,0.35934275282083267,0.6333305416164602,0.7046188988033925,0.9674448424095616,621.4858917891579,289.78286642613057,0.609170287690643,0.6091702876914799,0.609170287691728,0.7614628596143498,8.698066553278721e-12,372,0.7231,0.7231,0.05917,-0.067388,2,0.7102,0.9742,0.001346,12.112,6.0559,2.0,0.28564,0.61485,1.25267,0.20632,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0834,-0.8946,43,0.0416,-0.9146,1.0,0.9928644,0.9881992,0.0023549,-0.0032865,-0.0066267,-0.0199868,0.0213116,186.0,186.0,0.9556349,0.5384731,0.2792046,-0.0451336,-0.2702925,-0.2824534,0.3935416,197.0,175.0
5,824,138571,8.901075052443654e-14,9.900969356058782e-09,2.07265105866601e-09,9.900969356058782e-09,0.4250982012093629,6.763965170401453,5.722202964814282,-9.212917087856175,9.432617785880236,-0.05350009716687786,9.432617785880236,0.00032872900961102545,12.56616474592473,7.223249934940962,-1.0944731007924304,1.0137324668805578,0.0009648012230775516,1.0944731007924304,0.05714105933663684,2.398436640747369,1.3530532463547522,0.0888912400750568,2.3954594027652623,1.3518344480686106,0.011036749028150227,0.10889279643163104,0.036121057595089726,0.00012119839288704526,1.4139981532925976,0.7425810482114521,0.019295511662961447,-0.19584542454874604,0,0,0,1.614129160859155e-07,0.6143776888507307,372,0.9803,-0.02252,0.4528704208008772,-0.028632411713481208,0.45911806069395716,0.9898495340326133,0.12870899530794142,1.1022745187968943,1.6529765199995364e-07,1.6141314552446037e-07,1.0240656141287119,5.782366862716845e-08,0.016701461603841606,370,3,0,0,0,0.9803,372,0.6143776888507307,-0.013227,-0.013226786749416242,178.0,372.0,-0.0195281,0.9898479,-0.0029974,0.008529,0.9898066,0.9999894,0.0003139,-0.0015258,0.0043364,0.9853875,-0.0030281,0.0086165,0.9999583,566.0,372.0,0.1715292,0.1209301,0.0161461,0.0366057,-0.1141202,0.5368665,-0.2097113,0.2786525,0.7682111,0.752466,0.1335158,0.3027014,-0.9436871,256,2.1487783604507827e-16,4.956056789686979e-18,1.6083091918420438e-17,6.0460382982608696e-15,8.553427762771642e-10,-3.717051986094111e-19,17.38720997895168,5.497417450380539,6.611673141086662,3.1222111198143607,1.018846829348086,1.3451918677871175,-0.04605223077019824,1.505231443721788e-08,0.41678368351022593,0.9194432716872278,0.01745135578234809,1.3774178658508915,0.025916095374541474,0.18955882927268242,0.1885755646562615,0.9245297353389123,621.485899858927,289.7828701888561,0.6091702876874656,0.60917028769144,0.609170287691728,0.7614628596142999,3.416685516851345e-11,372,0.723,0.723,0.0547,-0.047586,2,0.7089,0.984,-0.000174,12.113,6.0565,2.0,0.29668,0.55228,1.2513,0.1534,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0271,0.385,43,0.0356,0.7939,4.0,0.9923387,0.9875113,0.0024383,-0.0034484,-0.0070077,-0.016869,0.0185893,186.0,186.0,0.1537304,0.0837865,0.29448,-0.017133,0.0078982,-0.0603915,0.0632697,197.0,175.0
6,824,138571,1.122255177205619e-15,3.179864319182842e-08,6.412733372344035e-09,3.179864319182842e-08,0.42509468287287566,6.763964958992695,5.7222029266148535,-9.39888208951124,9.374097439834948,-0.06657255090551836,9.39888208951124,0.0006020489840814491,12.56620148724102,7.400721772442193,-1.0960269912474723,1.0209043231446049,0.000839531596674975,1.0960269912474723,0.05719360532603202,2.3984752893846646,1.353060853392418,0.08889479345570125,2.3924153774048276,1.3422585873588173,0.019304604266936948,0.12296329023681712,0.04541360229536894,0.00019386084635908407,1.413929037553606,0.7046149205585076,0.019316354223044063,-0.21340877550205448,0,0,0,4.1826582058242417e-07,0.6134156504255653,372,0.9822,-0.02322,0.4547776583932883,-0.047321635750042286,0.45896734393999966,0.5442871920936604,0.296924076401664,1.0923882394889008,4.2672185795513294e-07,4.182697117320872e-07,1.0202074068142413,1.5224900057673867e-07,0.010342279751458822,371,2,0,0,0,0.9822,372,0.6134156504255653,-0.146414,-0.14641383491328375,265.0,372.0,-0.0688401,0.5434346,0.055391,-0.1628847,0.5154819,0.9900486,0.0003471,0.0383291,-0.1354048,0.9849538,0.1019276,-0.299732,0.9485629,566.0,372.0,0.1405075,0.0292788,-0.0005106,-0.0292162,0.0018438,0.3844809,0.0664852,0.0963508,-0.9156804,0.7427825,-0.0174393,-0.9978628,0.0629736,256,6.52749600366823e-16,7.171237469899197e-18,4.256714685418702e-17,4.319597691906225e-14,2.7547656888873614e-09,-3.4313182305091845e-18,14.256157782756558,5.192288596616644,6.274402403167424,3.1362216632632496,1.05873619552337,1.388341924692768,0.04994734380125936,2.605115248618313e-08,0.26029500783103837,0.31017742210782306,0.0775267270266628,1.8808348948704168,0.050152780404116,0.15722986585446425,0.05877183497134397,0.9193985406113814,621.4859644549426,289.78290030831465,0.6091702876780387,0.6091702876910146,0.609170287691728,0.7614628596137681,1.097326417742256e-10,372,0.7438,0.7438,0.05144,-0.124895,2,0.7306,0.9884,0.00344,12.043,6.0213,2.0,0.30453,0.60635,1.24984,0.1845,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1502,0.9751,43,0.1444,0.9995,5.0,0.7010766,0.4171079,0.2539551,-0.065166,-0.014977,0.1125598,0.1309222,186.0,186.0,0.0299941,0.0443753,-0.1933748,0.002085,0.0037169,0.0209055,0.0213355,197.0,175.0
7,824,138571,4.123209782214579e-14,7.634650136829729e-08,1.5584271413226773e-08,7.634650136829729e-08,0.4250870520356596,6.763964675972383,5.722203031630297,-9.226170836859325,9.197418631704227,-0.07740392756055507,9.226170836859325,0.0002460592069423053,12.566198863319194,7.4257777811436485,-1.0961285071868854,1.0278976007417002,0.001014107645954404,1.0961285071868854,0.05721633052501199,2.3985574284491467,1.3530638405106625,0.08889843692839407,2.387678075559894,1.2914115161430137,0.01965510213746411,0.13702591983210546,0.05261738444406428,0.0005517862396794415,1.414123798196087,0.7509879169349739,0.01933436976919665,-0.23041680532729245,0,0,0,5.069229800302991e-07,0.6145251788736372,372,0.9851,-0.02253,0.4551934557035185,-0.05270442425801985,0.458843913077972,0.3756651788725138,0.1065996148722016,1.0836982452886028,5.158373373902446e-07,5.069296501707976e-07,1.017571841016689,1.8495953401188592e-07,0.010365889282883973,371,2,0,0,0,0.9851,372,0.6145251788736372,-0.088073,-0.08807264464912268,265.0,372.0,-0.0806881,0.3753516,-0.0099648,0.0020608,0.3752137,0.9964273,0.005037,0.0322521,-0.0778917,0.9856566,-0.0265479,0.0054903,0.9996325,485.0,372.0,0.1332559,0.0641697,-0.0214199,-0.0148819,0.0586299,-0.6890803,0.2702077,0.389298,0.548273,0.766634,-0.3338014,-0.2319149,0.9136696,256,1.2054184501460427e-15,2.1273890725794016e-17,8.184834302709091e-17,1.9575648800887277e-13,6.709248984244328e-09,3.2020182969262283e-18,12.562789701156333,5.723366854667075,6.753890895599562,3.1409076390504715,1.2195622254074956,1.567716657239633,0.006279299276805164,5.257062903955208e-08,0.2156120394578283,0.2666998227595803,0.10373684084991916,0.22807536379022736,0.027888388080555968,0.08697562137169564,0.02138278213827603,0.9119307623526596,621.48598198313,289.78290848125704,0.6091702876588609,0.6091702876908662,0.609170287691728,0.7614628596135827,2.6346102248896204e-10,372,0.7722,0.7722,0.04576,0.00278,2,0.7608,0.9884,0.001595,12.018,6.009,2.0,0.31187,0.63113,1.24845,0.21386,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8617,0.4104,14.1829,3.4348,80,0.2161,0.9193,43,0.1782,0.9935,-1.0,0.6209793,0.1877497,0.535692,-0.0541996,-0.0642393,0.1886245,0.206503,186.0,186.0,0.0497953,0.0928737,-0.301947,0.0207585,-0.0136039,-0.0099211,0.0267284,197.0,175.0
8,846,138596,0.0,1.5685164653016032e-07,3.1602479361876355e-08,1.5685164653016032e-07,0.47047021844907144,6.8199094867677035,5.724878993334058,-9.331488730052994,9.219136078486187,-0.0840244809626576,9.331488730052994,5.777685572163065e-05,12.566267412604054,7.290227154843336,-1.0969586452828786,1.035184284680209,0.0016956863777859066,1.0969586452828786,0.05722035583393477,2.3987243743950075,1.332129016573266,0.08787940201661792,2.3840422512568455,1.1909273238770872,0.0,0.1511649579581539,0.05809894941824231,0.007136649569497111,1.4142038868517064,0.8970507306044585,1.3950960657964867e-13,-0.24650308450506786,0,0,0,5.796952064963281e-07,0.6108713223077785,379,0.9491,-0.02454,0.4560750291546688,-0.05111501915399395,0.460015063642197,0.26548584278097037,0.16194223887343795,1.0934155229078897,5.913712674939644e-07,5.797055772679158e-07,1.0201234741970702,2.1373977883185687e-07,0.004837846880071614,372,8,0,0,0,0.9491,379,0.6108713223077785,-0.123329,-0.1233292308006868,93.0,372.0,-0.0805653,0.2661997,-0.0226956,0.0278333,0.263766,0.9990405,0.0104804,0.0256477,-0.0339191,0.9833649,-0.0852577,0.1045579,0.9908576,485.0,372.0,0.1096413,0.0638476,0.0052571,0.0625722,0.0115583,-0.1582569,-0.1490404,0.3660939,0.9048298,0.7998393,0.082338,0.9800249,0.1810293,256,8.106925413923871e-16,2.999034518561781e-17,7.566603305366806e-17,5.254067431033417e-13,1.387578153380917e-08,2.5291334682017134e-18,36.70366931173085,9.64507522798684,12.390439540293391,3.1403989796423337,1.0888671282336642,1.4201253505952123,-0.009444264740071484,7.878295132881477e-08,0.15016732322961673,0.30123324635974363,0.13211466497443622,0.3199196705986319,0.07686651720284553,0.058831302406346916,0.009006080268972384,0.9069400730325614,621.4859893889064,289.78291193437985,0.6091702876242036,0.6091702876907994,0.609170287691728,0.7614628596134992,5.412729324967192e-10,387,0.7305,0.7305,0.03808,0.002205,2,0.6942,0.9784,-0.000415,12.03,6.015,2.0,0.31897,0.65741,1.27184,0.18242,0.9843,0.9679,0.9834,0.4929,4.265,1.8956,0.853,0.5331,14.3748,3.3704,80,0.2281,0.9174,43,0.1908,0.9999,-2.0,0.6089864,0.0726119,0.7869364,-0.0721029,-0.0280623,0.2880738,0.2982831,186.0,186.0,0.1284291,0.0257797,0.6656517,0.0208869,0.0768013,0.0026088,0.0796335,197.0,175.0
