# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":true,"chi_basc":true,"chi_core":true,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":true,"csv":"out_tw_spinore\\cond_off_s3.csv","da_libera":false,"db_cleanup":false,"db_ogni":200,"denoise":false,"diaglog":"out_tw_spinore\\diag_off_s3.csv","diffres":0.0,"dpi":100,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"lam":0.8,"leggi_attive":{"CHI_BASC":true,"CHI_CORE":true,"CS_DINAMICO":true,"LS_AZIM":true,"OLON_PART":true,"PAV_COM":true,"PLAST_DIN":true,"POLO_MATURO":true,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":true,"SPIN_LARMOR":false,"SYNC_UPDATE":true,"TAU_USA_D0":true,"VERLET":true,"VERSO_CHI":true,"VIRIALE":true,"ZETA_LOC":true,"ZETA_VIR":true},"ls_azim":true,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":10,"ogni_effettivo":10,"olon_part":true,"out":null,"passi":2000,"passi_effettivi":2000,"passi_per_frame":null,"pav_com":true,"plam":1.0,"plast_din":true,"plastmit":0.0,"polo_maturo":true,"regime":null,"scala":1.0,"seed":3,"seed_effettivo":3,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":true,"spin_larmor":false,"spin_positivi":false,"spinore_vivo":true,"sync":true,"sync_db":"out_tw_spinore\\db_off_s3.pkl","tau_d0":true,"tauloc":1.0,"test":null,"tw_spinore":false,"verlet":true,"verso_chi":true,"viriale":true,"vista_rete":false,"zeta":0.75,"zeta_loc":true,"zeta_vir":true}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,cs_eff_min,cs_eff_med,cs_eff_max,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,chi_core_media,chi_core_abs_media,rho0_core_max,rho_c_core,r_core_medio,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,s2_medio,s2_max,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138761,0.0,1.4134341395853836e-12,2.2041934238127754e-14,1.4134341395853836e-12,0.4288044845771528,6.7769992772740135,5.732022788142386,-29.43264879289361,27.055987473784068,-0.0003496643122720161,29.43264879289361,0.00024285592390882221,12.566330008284586,6.563599102462405,-1.010292548949327,0.9338301568400293,-0.008554933851902468,1.010292548949327,0.08590409906894349,2.399987917417299,1.3060319260368034,0.08590409906894349,2.395597581270707,1.3058609092938631,0.0,0.058632518582337104,0.004393750409817979,1.0,1.0,1.0,0.01348778392541428,-0.12407310209890077,0,0,0,0.0,0.593588471068137,372,0.9987,0.00143,0.44861767060654484,0.0,0.0,2.186079011601272e-13,-1.5010857286587777e-13,0.0002186079011601272,1.6664929134571081e-12,0.0014582592755792863,373,2,0,0,0,0.9985,372,0.593588471068137,0.0,0.0,1.9999999874134102,2.0,2.0,80.0,372.0,0.0214118,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,-0.0322252,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.984164680512938e-13,289.7828184336806,0.0,256,8.909403011285957e-19,1.8703194873874585e-19,3.0846952416649306e-19,9.150703461327789e-19,1.949174795972346e-15,-1.1332659640327916e-20,23.538847461531027,6.31016466096732,7.535599177619668,3.130068073018896,1.0666765900731174,1.3879748596759918,0.20849804748182268,1.890695819185443e-08,0.9168668651752392,0.0,0.002714920028087568,0.0,621.4857873344093,289.7828177215713,0.6091702876917274,0.609170287691728,0.609170287691728,0.76146285961466,4.877563655079914e-15,372,0.9988,0.9985,-0.02195,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.002,1.0,1.26561,0.26979,0.9813,0.9784,0.997,0.5024,2.7,1.8,1.224,0.3086,14.3202,5.3038,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,192.0
1,824,138761,7.279970421540873e-35,1.951682163318249e-12,2.502099257889871e-14,1.951682163318249e-12,0.4334279576684126,6.786264115431129,5.732043818734956,-28.653906031329605,25.49761772730638,0.02508807048122242,28.653906031329605,0.00024226097271727587,12.566171607929045,6.187434715020167,-1.0102925543379224,0.9338301624821825,-0.008554933875307003,1.0102925543379224,0.08590409906894349,2.399987917417091,1.3060319260368025,0.08590469353649255,2.395597581270809,1.3056252164194984,1.4142115624116159e-08,0.05863253272445273,0.004393764551933603,0.002970346174042904,1.4141997249305747,0.9262813205287984,0.013522338418444182,-0.12407312739542224,0,0,0,2.3526491110228395e-26,0.5935884738456751,372,0.9949,0.00079,0.44852711238777465,0.0,0.0,1.8141966006221592e-13,-7.563848821862928e-14,0.0001814196600622159,1.3496938234086835e-12,0.0011041628304385219,373,2,1,1,0,0.9941,372,0.5935884738456751,0.022693,0.02269341814252157,1.9999999838437932,2.0,2.0,80.0,372.0,-1.0,1.0,-0.0,0.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,452.0,372.0,-1.0,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0048543689320388345,1.0,1.4134341395853836e-12,289.7828177215713,0.0,256,1.1761515155874032e-18,2.399851341060301e-19,4.032081085069112e-19,8.671396633494381e-19,2.648035348844272e-15,-1.4797284700027866e-20,24.6582887441592,5.734261843732051,7.026011031924862,3.1300191150597794,1.066730638770465,1.3880118711790286,0.20850998612649596,0.0,0.9168660220570615,5.219662156145928e-07,0.8890346779404711,1.880768955784314,621.4857873344093,289.7828177215713,0.6091702876917271,0.609170287691728,0.609170287691728,0.76146285961466,6.7349823521747286e-15,372,0.9928,0.9872,-0.02218,0.033834,2,0.9878,0.9998,-3.114397,0.0,0.0,2.0,1.0,1.0,0.25236,0.03068,1.26561,0.2698,0.4186,1.0402,2.4848,0.9029,2.7,1.8,1.224,0.3086,14.3202,5.3038,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,372.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,372.0
2,824,138761,1.1388254784526489e-33,1.8414435650729032e-12,2.932926704956916e-14,1.8414435650729032e-12,0.4334279578094441,6.78626411484659,5.732043819169549,-29.610487347996816,26.014991959942925,-1.5464733719065238,29.610487347996816,7.023319418094113e-05,12.566278424170562,5.653972156475765,-1.0102925558026885,0.933830161199309,-0.008554933853626953,1.0102925558026885,0.08590409906894349,2.399987917416885,1.306031926036802,0.08590523496893704,2.3955975812708377,1.3051051626266952,2.8284231248232317e-08,0.05863254686656835,0.004393778694049226,0.23503449835892898,1.4140339419859678,0.998069746838625,0.013554400934304569,-0.12407315269162676,0,0,0,1.7488242535455278e-25,0.5935884759561959,372,0.9745,0.00261,0.4483161218959707,0.0,0.0,3.315302814231131e-13,-1.9692424612248294e-14,0.0003315302814231131,2.4948858611157174e-12,0.0020638259106389497,373,2,0,0,0,0.9696,372,0.5935884759561959,-0.005587,-0.005586918572050958,1.9999999845635175,2.0,2.0,80.0,372.0,-0.3117962,1.0,-0.0,0.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,452.0,372.0,0.077398,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.8058252427184466,1.0,1.951682163318249e-12,289.7828177215713,0.0,256,1.2147848057465459e-18,2.3251346955736874e-19,3.9084466240968e-19,1.228919672931344e-18,3.056815986769531e-15,-9.892238625303393e-21,21.881029474802894,6.581644598869165,8.157422323725513,3.129968511348398,1.0667846679332231,1.3880489398163494,0.20852193836376592,9.358269210301825e-11,0.9168651789127155,5.179091452653099e-07,0.0835804111929471,0.0896190076132879,621.4857873344093,289.7828177215713,0.6091702876917272,0.609170287691728,0.609170287691728,0.76146285961466,6.3545643580641705e-15,372,0.9738,0.9388,-0.01708,0.000567,2,0.9509,0.9965,-0.004488,0.0,0.0,2.0,1.0,1.0,0.25187,0.03639,1.26561,0.26974,0.9094,1.0503,1.1549,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,129.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,169.0
3,824,138761,8.18408918452137e-17,1.1639661675738127e-10,2.420787978062084e-11,1.1639661675738127e-10,0.43342795689736957,6.78626411223624,5.7320438193307375,-29.111227646082565,27.53021844014995,-0.1531129648777247,29.111227646082565,0.0004205913390382676,12.566277898290096,5.049176202581064,-1.0085398812154722,0.9328874020247578,-0.008448021219110468,1.0085398812154722,0.08590408673392104,2.3999776234066386,1.3060318931799086,0.08590617133294406,2.3955210620765865,1.304062981761127,2.973174597167727e-05,0.07264538151387318,0.013656591899337212,0.13297755013640555,1.4129437278235586,0.8784960178750386,0.013584195928110014,-0.14194385463233924,0,0,0,1.6175949655376184e-08,0.6080807587848297,372,0.9388,0.00651,0.4473681328735789,-0.006288642973386576,0.43367796531672376,1.70999684023172e-08,1.617880138061523e-08,1.0569366666931008,5.40188967944283e-09,0.01910165194466975,370,5,0,0,0,0.9388,372,0.6080807587848297,-1.35467,-1.3546704100660576,1.9999998441034708,1.999999948706898,1.999999999881232,235.0,372.0,0.1678139,0.999966,0.0036728,5.81e-05,0.9999593,0.9999983,0.0,0.0018364,2.91e-05,0.9474944,0.0036729,5.81e-05,0.9999933,711.0,372.0,-0.1307746,0.9999769,-0.0014172,-0.0004364,0.9999758,0.9999997,0.0,-0.0007086,-0.0002182,0.9187737,-0.0014172,-0.0004364,0.9999989,0.0,1.0,1.8414435650729032e-12,289.78282587716967,0.0,256,2.0277938521437655e-17,4.870409997332794e-19,1.43923229453239e-18,2.0305488203094604e-17,1.968035620953457e-11,3.3094269160690416e-20,34.43561078728081,9.910066790527754,12.742847451242008,3.134124669427895,1.366591624479673,1.68183664225914,-0.22016432835978533,9.37494301671592e-11,0.8969745163369949,0.012515587990365694,0.10329538927811441,0.12976713175694482,621.4858041274261,289.78282555172257,0.6091702876916779,0.6091702876917215,0.609170287691728,0.7614628596146519,4.016684444144394e-13,372,0.9532,0.9508,-0.01477,1.128529,2,0.8952,0.9823,-0.00937,11.537,5.7684,2.0,1.0,1.0,0.24494,0.05519,1.26555,0.26975,0.911,1.0487,1.1511,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,79,0.117,-0.6614,59,0.0818,-0.9996,-2.0,0.9999646,0.9999703,-2.8e-06,0.0019628,-0.0001093,0.1677997,0.1678112,183.0,189.0,0.9999777,0.9999763,7e-07,-6.75e-05,0.0002045,-0.130771,0.1307712,149.0,223.0
4,824,138761,4.7631610323738865e-15,1.9106129558703287e-09,4.210506191693172e-10,1.9106129558703287e-09,0.43342795017680086,6.7862641039605265,5.732043819551064,-29.102177964377738,29.02902579388183,-0.10268308911969323,29.102177964377738,0.0005110715177778502,12.566335945332847,4.881498774579331,-1.0122545070371078,0.9333778694713257,-0.008341081533027006,1.0122545070371078,0.08590430922867863,2.39993688605328,1.3060319123573605,0.1048814155320503,2.392033179610982,1.302197628297308,0.004637421188593575,0.08594451514140697,0.023926006221310345,0.0012219621332646424,1.413241610222093,0.8228218982907858,0.01361192605762856,-0.15942745092025815,0,0,0,2.6963884168087743e-07,0.6058750434611583,372,0.9299,0.00848,0.4493141274385116,-0.0014222647614858196,0.43514824886100606,2.861496836015191e-07,2.69637856672924e-07,1.0612370500653558,9.097147472881619e-08,0.025790632472927198,367,8,0,0,0,0.9299,372,0.6058750434611583,0.168624,0.16862421803353467,1.9999962937006979,1.9999995237281534,1.99999999784906,235.0,372.0,-0.040262,0.8623809,-0.6118089,0.0838454,0.601964,0.9209229,-0.0001819,-0.3857009,0.0559985,0.9474994,-0.7094416,0.0972255,0.6980256,809.0,372.0,-0.0741042,0.9546595,0.1266597,-0.0637995,0.9440666,0.9972406,-7.16e-05,0.0660603,-0.0338693,0.9205762,0.1326753,-0.0668296,0.988904,0.0,1.0,1.1639661675738127e-10,289.78285189307456,0.0,256,8.126897106906564e-17,7.354549999468467e-18,1.2795924928232054e-17,2.3729386980935564e-16,3.215833997049461e-10,-2.0916156159290731e-19,37.66812727029054,9.76946466276005,12.66455349599406,3.133549746744417,1.2900006880743966,1.6268616184758784,0.015266884921749976,2.235042959959396e-10,0.7882628668480713,0.23609424052918437,0.11709197364026257,0.06506241610965763,621.4858601779712,289.7828516866483,0.6091702876909055,0.6091702876916074,0.609170287691728,0.7614628596145092,6.593257484871248e-12,372,0.9514,0.9511,-0.01173,0.417205,2,0.8849,0.9826,-0.003049,11.59,5.7951,2.0,0.2519,1.0,0.25519,0.10883,1.26543,0.26258,0.9145,1.0452,1.1429,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,79,0.0595,0.2914,59,0.0519,0.6939,-2.0,0.8647649,0.8689781,-0.0024301,-0.0339261,0.0116987,-0.0894106,0.0963436,161.0,211.0,0.9537277,0.9556685,-0.0010165,-0.0096076,-0.0096585,-0.0718944,0.0731738,171.0,201.0
5,824,138761,1.3007611805156762e-14,9.681526649777167e-09,2.039320579988663e-09,9.681526649777167e-09,0.433427971050959,6.786264080827163,5.732043826885707,-29.05477412768189,30.507843139604763,-0.09857617791465985,30.507843139604763,0.00022461096730275187,12.566334973290473,4.876615030493833,-1.0110758437592473,0.9366922514623856,-0.008265001020927703,1.0110758437592473,0.08591564954210001,2.3998384234441072,1.3060344225513123,0.11063418085953639,2.3878250979943876,1.2994480523211442,0.005906863622367515,0.09990249715665366,0.03249628289015539,0.0009631282064720414,1.4141970908836095,0.9838594725846165,0.013637842970892647,-0.17651589531628828,0,0,0,1.3784254573682718e-06,0.6047883579102142,372,0.9306,0.00871,0.45011035730181503,-0.0029955480005094373,0.43546126561694004,1.4607225211127897e-06,1.3785048499300256e-06,1.0596426419442322,4.653427930187253e-07,0.02413730392924125,367,8,0,0,0,0.9306,372,0.6047883579102142,-0.084457,-0.08445650830329421,1.9999912480510653,1.9999982540084875,1.9999999962223487,235.0,372.0,-0.0469362,0.0374622,-0.035485,-0.0025198,0.0117423,0.9232188,-0.0102669,-0.3811474,0.0478358,0.9484488,-0.9472219,-0.0672627,0.3134427,811.0,372.0,0.1081615,0.2846374,-0.0430841,0.0090164,0.2812133,0.9969213,0.005044,0.0523943,-0.0581148,0.9089973,-0.1513648,0.0316768,0.9879703,0.0,1.0,1.9106129558703287e-09,289.78289989093787,0.0,256,1.5309374602990959e-16,1.0842621730047792e-17,2.0380577998315658e-17,2.115375787089274e-15,1.5119829493396438e-09,-1.0423451880103216e-18,35.534949223268654,8.179752871759776,10.426418200014384,3.1151622846356557,1.145102989253242,1.5038867039137185,0.162748489902107,1.3016826979991872e-09,0.34500318154397763,0.24213069133659304,0.04097922430106646,2.8811002913534547,621.4859621728979,289.782899244256,0.6091702876875602,0.6091702876910328,0.609170287691728,0.7614628596137909,3.340958584866899e-11,372,0.9491,0.9463,-0.01085,-0.136273,2,0.8834,0.9826,0.002612,11.537,5.7684,2.0,0.245,1.0,0.25581,0.10788,1.26564,0.24696,0.9101,1.0496,1.1533,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,79,0.094,0.9873,59,0.1553,0.9775,-2.0,0.0266678,0.0839183,-0.5177001,0.0372329,0.0051675,-0.0369596,0.0527163,140.0,232.0,0.3330371,0.2264925,0.1904182,0.0044115,0.0155522,0.0849906,0.0865144,192.0,180.0
6,824,138761,9.923209443449668e-15,2.1735312311002397e-08,5.03151957570758e-09,2.1735312311002397e-08,0.4334281338172416,6.786264045197023,5.732043856372247,-29.01887470826598,32.02898100664519,0.10063687890073976,32.02898100664519,2.0524447247538546e-05,12.565662396366832,4.841883174681958,-1.0128193142165274,0.9388380421623899,-0.008295130738592974,1.0128193142165274,0.08593683227864797,2.39960896014291,1.3060401124283214,0.13282009744643558,2.388816468872062,1.2943257546106839,0.009787681703049013,0.11390326320698324,0.041992490874816324,0.0032232734115100747,1.4142120526054995,0.9090089974414841,0.013662092907044232,-0.19320855400441916,0,0,0,2.975567543457024e-06,0.6010163276344348,372,0.9313,0.00881,0.45073996375677494,-0.00200120271918271,0.43818642692150167,3.159808951108531e-06,2.975707602824802e-06,1.0618680908396254,1.0232294537174032e-06,0.0256371492645251,367,8,0,0,0,0.9313,372,0.6010163276344348,-0.011923,-0.011923237679463128,1.9999865401720867,1.9999968946879867,1.999999995733794,356.0,372.0,-0.3633127,0.1029438,-0.0869716,0.0028047,0.0550045,0.9121533,-0.0110137,-0.4066325,0.050051,0.9470695,-0.8448458,0.0272446,0.5343158,811.0,372.0,0.2750128,0.0662367,0.0144974,-0.0635824,-0.0115935,0.9931501,-0.0329033,-0.1086977,-0.0274792,0.9222962,0.2188719,-0.9599265,-0.1750318,0.0,1.0,9.681526649777167e-09,289.7829456787395,0.0,256,1.7961743521715787e-16,1.856099827292862e-17,3.2308897031268744e-17,1.037862561845771e-14,3.5986032238232733e-09,-1.0234003354758868e-18,24.597386840368443,6.019247373590915,7.324777939375296,3.1180047939254254,1.1796833159530808,1.4879068677105078,0.020539884672649895,1.1513234272121997e-08,0.02855457029110397,0.8692622359984338,0.007564161668194412,2.0543112714705205,621.4860615528559,289.7829455825711,0.609170287682371,0.6091702876900176,0.609170287691728,0.7614628596125219,7.500549167000276e-11,372,0.946,0.9463,-0.01098,0.37594,2,0.8811,0.9827,-0.001548,11.64,5.8202,2.0,0.2499,1.0,0.25316,0.10756,1.26573,0.2164,0.916,1.0436,1.1393,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,79,0.1321,0.8882,59,0.1871,0.9973,-2.0,0.0622281,0.1230999,-0.3284542,0.0495202,-0.0052451,-0.0423094,0.065344,120.0,252.0,0.0866129,0.1694913,-0.3236119,0.0265593,0.0006093,0.0924892,0.0962289,212.0,160.0
7,824,138761,2.6346676605575487e-14,4.719074210389951e-08,1.1145328112960504e-08,4.719074210389951e-08,0.43342871371599323,6.786264154204742,5.732043978941942,-28.953445285812787,31.620282783778627,0.046934343579483985,31.620282783778627,0.0006810191322227666,12.566265388216337,4.779248979994238,-1.0177784357583202,0.9443366295960515,-0.008134738374638326,1.0177784357583202,0.08598212191236179,2.399105327122342,1.306063423483494,0.1749444841227511,2.3866517306858994,1.2837421640508395,0.01257734834014422,0.12804412883815988,0.051208935801935807,0.0008222972655782534,1.4142109549101778,0.928473654674534,0.013684695097963488,-0.20940119851861538,0,0,0,6.240553155062463e-06,0.5988138318429309,372,0.9319,0.00899,0.45148472853885,0.003186736293294778,0.4415589195479934,6.635046909580866e-06,6.24094498723799e-06,1.0631477962309825,2.1692980845807385e-06,0.02618337370417157,367,8,0,0,0,0.9319,372,0.5988138318429309,0.214932,0.21493240038736494,1.9999804239314845,1.99999528814024,1.9999999926029812,356.0,372.0,-0.0051834,0.051655,0.0130776,0.0036106,-0.0498416,0.8456438,-0.0125299,-0.5293299,0.0673755,0.946727,0.2531711,0.0698992,-0.964893,811.0,372.0,-0.1088939,0.0475549,-0.007526,-0.0462463,0.0081306,0.9919107,-0.0474724,0.0328678,-0.1130449,0.9255485,-0.1582601,-0.9724826,0.170972,0.0,1.0,2.1735312311002397e-08,289.7830099770425,0.0,256,1.2526837050778205e-15,2.024304088243614e-17,8.225744143241918e-17,3.115638530424561e-14,7.530452559163105e-09,5.599098391747567e-18,37.327802229579675,9.197259729078766,11.60393874925703,3.117344066593536,1.2415811373600452,1.5460535607129113,0.2570360625620997,2.312714169258697e-08,0.016861002995151277,1.796848849610729,0.01630198028409526,1.9258644826516276,621.4861993845827,289.78300984995576,0.6091702876714125,0.609170287687866,0.609170287691728,0.7614628596098324,1.6284854701569286e-10,372,0.9437,0.9458,-0.01044,0.807434,2,0.8795,0.9829,-0.003006,11.702,5.8509,2.0,0.2361,1.0,0.25332,0.10709,1.26586,0.16545,0.9141,1.0456,1.1439,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,80,0.1151,0.638,59,0.108,0.9999,1.0,0.0747058,0.0379412,0.3263697,0.0247692,-0.0028164,-0.0141135,0.0286467,162.0,210.0,0.0134262,0.0801706,-0.7131062,0.0161272,0.0379326,-0.0079249,0.0419734,170.0,202.0
8,824,138761,1.625236509953607e-13,8.863300213193918e-08,2.1965947458491112e-08,8.863300213193918e-08,0.4334302459022269,6.7862648900725375,5.732044349118518,-28.793838516112267,32.57786643315513,0.11681300286243738,32.57786643315513,3.3207291945757644e-05,12.566240261908503,4.763473034007796,-1.0237806524939954,0.9499250150289172,-0.008057731379059518,1.0237806524939954,0.08611974652207206,2.3980518291986166,1.3061196021823092,0.08694041237310868,2.3889066413015883,1.2629777154580901,0.02303955004884278,0.1421861811173255,0.06045967850471231,0.0020387983945759913,1.4142123431677074,0.8942376676810271,0.013703080485198454,-0.2250376836012004,0,0,0,1.1803159451030073e-05,0.5977131188155856,372,0.9326,0.00899,0.45235183516049815,0.000979106943109157,0.44409238753738045,1.2576883055818507e-05,1.1804261472761138e-05,1.0654527676161891,4.148777074121054e-06,0.02280798178572094,367,8,0,0,0,0.9326,372,0.5977131188155856,-0.069154,-0.06915375823846048,1.9999726295446665,1.999993375025426,1.9999999921430953,356.0,372.0,-0.2286592,0.0636798,-0.0024678,-0.0119959,0.062491,0.8925095,-0.0108034,-0.4485702,0.0457704,0.9450162,-0.0387537,-0.1883782,0.9813317,782.0,372.0,0.1598124,0.1278631,-0.0195738,-0.0068189,-0.1261719,0.8891792,-0.0633955,-0.1299877,-0.434102,0.9295433,-0.1530838,-0.05333,-0.9867732,0.0,1.0,4.719074210389951e-08,289.78309491744665,0.0,256,4.520485690766931e-16,8.310951973741923e-17,1.3632117951757004e-16,8.526737746545749e-14,1.4257698005223289e-08,-7.640592872001842e-19,35.7788836428853,8.860459180040682,11.265470880105177,3.1142819043923993,1.3262240499420717,1.6187642712489332,0.047157531224089645,4.392858632957933e-08,0.00720550332782984,1.9706441600689393,0.04690398615519501,1.658043758069772,621.4863779645387,289.7830931171904,0.6091702876535716,0.6091702876837932,0.609170287691728,0.7614628596047415,3.058598111384481e-10,372,0.9428,0.9427,-0.01039,0.087387,2,0.8793,0.9831,-0.000734,11.742,5.871,2.0,0.236,1.0,0.2576,0.10543,1.26603,0.15954,0.9138,1.0459,1.1445,0.5,2.7,1.8,1.224,0.3086,14.3202,5.3038,80,0.0796,-0.5305,59,0.0342,-0.9988,1.0,0.0804654,0.077849,0.0165267,0.0455507,0.0063565,-0.0181707,0.0494514,138.0,234.0,0.1759219,0.1106592,0.2277286,0.0438194,-0.044777,-0.0697384,0.0937474,194.0,178.0
