step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,s2_medio,s2_max,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
0,1196,213405,0.0,1.0717506513391823e-11,4.5155266103670296e-14,1.0717506513391823e-11,0.43214001311135947,4.785992988201315,3.940943772454597,-29.46851637101859,32.316898799787296,0.0004768842758088163,32.316898799787296,7.432171368947449e-06,12.566179721003962,6.446907846731802,-1.1159834046126322,1.017606027888999,-0.023172161017405192,1.1159834046126322,0.017045004924483624,2.398412699342566,1.286144711961018,0.017045004924483624,2.3983922855454787,1.2850746420961165,0.0,0.05755050749892715,0.0030962179717803208,1.0,1.0,1.0,0.007791639313596211,-0.12069237785413656,0,0,0,0.0,0.609380932133849,372,0.9989,-0.04378,0.44728238420512356,1,1,0,0.999,372,0.609380932133849,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917234,0.609170287691728,0.609170287691728,0.76146285961466,3.6984616954375124e-14,372,0.9987,0.9988,-0.05168,0.0,372,0.9988,0.9988,0.02626,0.0,3,0.9977,0.9999,0.0,0.0,0.9977,1.0,0.0,0.0,0.9975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,1.0,0.00174,1.0,1.26388,0.27634,0.9828,0.9891,1.0064,0.5284,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,0,0.0,0.0,0,0.0,0.0,0.0
1,1196,213405,6.936061716751368e-35,4.668778763672778e-12,3.8570102099540565e-14,4.668778763672778e-12,0.43860949512679026,4.779664646130135,3.9409785526898946,-29.573768560343858,30.754790377088025,-0.1225667028018954,30.754790377088025,0.0002689361407167551,12.566353087647544,4.301657377983267,-1.115983406524069,1.0176060296326752,-0.023172161035989174,1.115983406524069,0.05,2.398412699342797,1.2861722663047288,0.05198970385984476,2.3983922849593475,1.282950947416708,1.4142115624116159e-08,0.057550521641042775,0.0030962321138959456,0.0035289334632495617,1.2852388826817414,0.8732360298830173,0.00783090223458537,-0.12069240402474812,0,0,0,8.722322872245384e-25,0.6093809364780733,372,0.9903,-0.04452,0.44726230575699827,9,9,0,0.9864,372,0.6093809364780733,0.074795,0.07479530824947034,621.4857873344096,289.7828177215714,0.6091702876917261,0.609170287691728,0.609170287691728,0.76146285961466,1.6111302941910882e-14,372,0.9878,0.9883,-0.05306,-1.002212,372,0.8641,0.8363,0.0315,1.025496,3,0.9816,0.9937,2.358343,0.0,0.937,0.9429,-2.642034,0.0,0.9328,0.8994,-1.192971,0.0,0.0,2.0731,0.832,2.0025,0.9999,1.0,0.25853,0.03107,1.26388,0.27631,0.5161,1.0198,1.976,0.9331,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,0,0.0,0.0,0,0.0,0.0,0.0
2,1196,213405,1.3186080170851738e-16,5.724113460969246e-11,1.7102173038364587e-11,5.724113460969246e-11,0.43860948889151724,4.779664640327753,3.9409785535508233,-29.43504756967166,30.042370511763195,-1.469684213605086,30.042370511763195,0.003251692834055575,12.563095936017168,5.119529204738935,-1.1198914212530786,1.0205773429466274,-0.023221977956072958,1.1198914212530786,0.05000022343442397,2.3984130013040663,1.2861722369563566,0.05198706449414769,2.3981087720570677,1.2789054674367137,0.00012266690968415706,0.06801881753030499,0.011828592412726118,0.01957687079267445,1.3495595510013103,0.9123090288551077,0.007867465866650474,-0.13919398993893775,0,0,0,2.3608353746762072e-09,0.6487415586823779,372,0.939,-0.03781,0.4482751029034356,1,1,0,0.9385,366,0.6426976243715243,-1.237905,-1.2379048715889065,621.4858045815274,289.78282576345833,0.6091702876917034,0.6091702876917213,0.609170287691728,0.7614628596146517,1.9753114926285109e-13,372,0.913,0.913,-0.05458,0.372176,372,0.764,0.764,0.03905,1.373353,3,0.8581,0.8915,0.242367,6.939,0.7181,0.7991,0.013776,6.826,0.6977,0.4401,-0.377518,6.925,3.982,1.7426,1.7143,1.7391,0.9999,1.0,0.25864,0.0876,1.26343,0.27638,0.9321,1.0401,1.1159,0.5,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,57,0.0361,0.1301,52,0.0514,-0.9366,2.0
3,1196,213405,7.62575972809429e-15,1.0120385568109596e-09,2.732032485212567e-10,1.0120385568109596e-09,0.43860946737391293,4.779664634156754,3.940978553099545,-29.824969875422166,31.59585932586287,0.12474338083108347,31.59585932586287,0.0021219376518768485,12.566239993547242,5.137867662895558,-1.1224716099376473,1.022832220024785,-0.02331793652052274,1.1224716099376473,0.05000137071472373,2.3984139329892784,1.2861718591887865,0.07264118690830218,2.3956419817818237,1.2720198660146864,0.003081070022684794,0.08120629201586387,0.0209516827012772,0.002649013056471916,1.4140380917423323,0.9036347035689802,0.0079015068029891,-0.1572225936336378,0,0,0,7.270351549252224e-08,0.6356718036024359,372,0.9323,-0.03973,0.451292113606213,0,0,0,0.9323,372,0.6356718036024359,0.349304,0.3493039521022103,621.4858439865454,289.78284413700345,0.6091702876912923,0.6091702876916552,0.609170287691728,0.7614628596145689,3.4924032850353566e-12,372,0.8996,0.8996,-0.05585,-0.017228,372,0.6632,0.6632,0.04603,0.175503,3,0.839,0.8576,0.003979,6.924,0.6185,0.7042,0.01022,6.867,0.5966,0.2387,6.8e-05,6.974,3.9963,1.7325,1.7183,1.7452,0.225,1.0,0.24836,0.26575,1.26342,0.26822,0.9345,1.0377,1.1105,0.5,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,57,0.0572,0.8235,52,0.0188,-0.7732,-2.0
4,1196,213405,1.7298844922751965e-16,3.757065281203798e-09,9.859547746580325e-10,3.757065281203798e-09,0.4386093288603144,4.7796646346165055,3.940978541808758,-29.003091447548336,31.75973595900665,-0.06054527422481739,31.75973595900665,0.001041481813372504,12.565863177737421,4.968782873091064,-1.1230287168207505,1.0232456367056253,-0.02335496636866082,1.1230287168207505,0.050008132604519716,2.3984163000307395,1.28617135761265,0.09369769415570336,2.3955047417705906,1.257918580148076,0.012401890371824695,0.0942903857506967,0.029988029736967018,0.0032523524481827826,1.4142051183429205,0.9234505441027516,0.007933208624279658,-0.17477193552955292,0,0,0,4.3226728261777997e-07,0.6220553124151744,372,0.9331,-0.03977,0.45222478654893167,0,0,0,0.9331,372,0.6220553124151744,0.154539,0.1545387392002171,621.485917310638,289.7828783261395,0.6091702876901106,0.6091702876913437,0.609170287691728,0.7614628596141796,1.296510443579543e-11,372,0.8968,0.8968,-0.05527,0.026146,372,0.6266,0.6266,0.04184,-0.198169,3,0.837,0.8542,-0.001237,6.909,0.5848,0.5887,0.001266,6.86,0.5619,0.0827,-0.001051,6.978,3.9929,1.7302,1.7181,1.7477,0.2352,1.0,0.25513,0.29077,1.26339,0.25021,0.9362,1.036,1.1066,0.5,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,57,0.0925,0.9914,52,0.0255,0.7017,-2.0
5,1196,213405,5.079010869356401e-14,1.4672275754283462e-08,3.1562507496662545e-09,1.4672275754283462e-08,0.438608753834027,4.779664677542135,3.9409785142713227,-29.36121678800717,32.488730622773396,0.1043560770412665,32.488730622773396,0.0007773736472501427,12.565134522148059,4.949690795819255,-1.1274183696428781,1.0233186498722617,-0.023452154491589404,1.1274183696428781,0.05001024346291392,2.3984364895422323,1.2861709617957044,0.09679513724741376,2.3951539852399195,1.2297329548941531,0.013903496885211104,0.1083402913485159,0.03922253517798856,0.006658778332279569,1.4142011328608481,0.91689752852849,0.007962726941100206,-0.1916296606320723,0,0,0,9.478085361922143e-07,0.6199131527097496,372,0.9336,-0.03987,0.45270182300684664,1,1,0,0.9336,372,0.6199131527097496,-1.5e-05,-1.4622732556590634e-05,621.4860205023288,289.7829264417675,0.6091702876854116,0.6091702876904914,0.609170287691728,0.7614628596131142,5.0631953836769226e-11,372,0.8966,0.8966,-0.05539,0.226027,372,0.6182,0.6182,0.0387,-0.020195,3,0.8371,0.854,0.001001,6.881,0.5774,0.5644,0.003601,6.852,0.5545,0.0524,-6.1e-05,6.976,3.9856,1.7266,1.7192,1.7502,0.2477,1.0,0.27655,0.28607,1.26334,0.21398,0.9426,1.0297,1.0924,0.5,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,57,0.1434,0.8799,51,0.1265,0.9444,-0.0
6,1196,213405,2.6732910746687297e-14,4.0917517595035316e-08,7.580494218950482e-09,4.0917517595035316e-08,0.43860768931027383,4.779664892582329,3.9409785067069047,-28.546724595373096,30.549464854971706,0.18280111016404998,30.549464854971706,0.000549702070405942,12.564595183910734,4.945760361085311,-1.1290343175684283,1.025175169382162,-0.02351978064485885,1.1290343175684283,0.050025137887770674,2.398512231036688,1.2861740204817869,0.09459232616880513,2.3958202881255874,1.1740429995829271,0.019748851548990774,0.12241702048978798,0.04839151046324866,0.006128833914511911,1.4141983585134188,0.9005387026357924,0.00799022951977717,-0.20750093266230196,0,0,0,2.128622037946875e-06,0.6178097117043727,372,0.9332,-0.03951,0.4533660497113179,2,1,1,0.9332,372,0.6178097117043727,0.501096,0.5010961052262042,621.4861468088204,289.7829853352318,0.6091702876741131,0.6091702876887887,0.609170287691728,0.7614628596109858,1.412005523640403e-10,372,0.896,0.896,-0.05497,-0.010051,372,0.6123,0.6123,0.03896,0.092029,3,0.8362,0.8532,-0.002059,6.882,0.5715,0.5634,-0.000936,6.869,0.5487,0.0498,-0.003418,6.991,3.9919,1.7241,1.7206,1.7513,0.2341,1.0,0.26241,0.28493,1.2634,0.16829,0.9472,1.025,1.0822,0.5,3.6291,3.3871,1.379,15.8642,32.6213,8.9888,57,0.1454,0.8186,52,0.1607,0.9911,0.0
7,1196,213405,1.4496687356222456e-13,8.084965790048178e-08,1.5944706217183758e-08,8.084965790048178e-08,0.4386063406386683,4.779666302817241,3.9409786388800057,-29.633014746319834,32.0801517354379,0.14235023410754033,32.0801517354379,0.002293731476031757,12.565577650379018,5.011075618281612,-1.1302856588404333,1.0280700779296161,-0.023647929849758262,1.1302856588404333,0.05006556813139192,2.398671455205707,1.2861774271061555,0.060061909003307434,2.3960684752875188,1.0819987721780284,0.02000426495755585,0.13651051381038415,0.057396897489586096,0.0017126008625659717,1.4142031294138775,0.9094360508961681,0.008015753232279904,-0.22211569432600387,0,0,0,3.4966180055360724e-06,0.6163133392207906,372,0.9325,-0.03965,0.45384365274516025,0,0,0,0.9325,372,0.6163133392207906,-0.002173,-0.002173118196910906,621.4863015383535,289.78305748162836,0.6091702876569224,0.6091702876857138,0.609170287691728,0.7614628596071422,2.790006379362171e-10,372,0.8954,0.8954,-0.055,-0.136824,372,0.6218,0.6218,0.0404,-0.096533,3,0.8351,0.8514,0.001684,6.88,0.58,0.5782,0.000431,6.87,0.557,0.0644,0.000695,6.983,3.9903,1.7243,1.7216,1.7501,0.245,1.0,0.2719,0.27932,1.26341,0.19452,0.9409,1.0313,1.096,0.5,3.6291,3.3871,1.379,15.8642,32.6212,8.9888,57,0.094,0.6698,52,0.1639,0.9984,3.0
8,1197,213406,0.0,1.5363892331370183e-07,2.990271594694116e-08,1.5363892331370183e-07,0.43813349568497856,4.781420372297241,3.94091835002524,-28.213905123238693,32.15125804220226,0.23523639529591417,32.15125804220226,0.0019357203605797455,12.56483338338001,5.022060820041517,-1.1342238108807887,1.0288627814720128,-0.02390360550989422,1.1342238108807887,0.050214965758867754,2.3989689827060046,1.285260184172758,0.06029979179722367,2.3965068394170674,0.9718723079161279,0.0,0.15062888277313413,0.06643570974628031,1.0,1.0,1.0,0.008040365618430525,-0.23601402790091847,0,0,0,6.25311373655426e-06,0.6141774364815623,372,0.9319,-0.03943,0.4546884556370373,0,0,0,0.9319,372,0.6141774364815623,-0.173542,-0.1735423664713509,621.4864731217458,289.78313748654546,0.6091702876255867,0.6091702876810303,0.609170287691728,0.7614628596012879,5.30185864665211e-10,372,0.8868,0.8868,-0.0565,0.017734,373,0.6321,0.6321,0.04036,-0.101117,3,0.8265,0.8482,0.000379,6.878,0.5891,0.5912,-0.000335,6.864,0.5607,0.0743,0.000332,6.975,3.9871,1.725,1.7216,1.7494,0.2381,1.0,0.26668,0.2814,1.26374,0.2191,0.9422,1.0301,1.0933,0.4996,3.6294,3.3875,1.3792,16.0731,32.5034,8.9556,57,0.0473,-0.1154,51,0.1113,0.9984,0.0
9,1197,213406,2.3170815772858032e-25,1.9131802562381158e-07,3.3719080574035755e-08,1.9131802562381158e-07,0.4381358424764806,4.781422962698975,3.940919037897873,-29.77500186571658,30.588568057770523,0.17565754518235582,30.588568057770523,0.0008080464139281836,12.566139406858005,5.052505138431488,-1.1343087395200553,1.029073130657435,-0.02393151425481146,1.1343087395200553,0.0502428153653996,2.3989837998231462,1.2852647996268223,0.050929619809779725,2.396521639782281,0.8884013938698193,1.4142115624116159e-08,0.15484010371144927,0.06787287703535524,0.0012986433747890214,1.4142045086927217,0.9057024769113614,0.008063390593518334,-0.2370769027489074,0,0,0,6.471386659103762e-06,0.6143030597013072,372,0.9301,-0.03943,0.45482923794591584,3,4,-1,0.9301,372,0.6143030597013072,0.09369,0.09369017454049722,621.4864816977251,289.78314148530376,0.6091702876093659,0.6091702876807612,0.609170287691728,0.7614628596009515,6.602110276091205e-10,372,0.8703,0.8703,-0.05615,-0.019244,373,0.6355,0.6355,0.03937,0.077891,3,0.8095,0.848,-2.1e-05,6.879,0.5913,0.5975,0.000739,6.858,0.5533,0.0817,0.001354,6.977,3.9865,1.7256,1.7202,1.7501,0.2463,1.0,0.27782,0.28154,1.26379,0.19486,0.9451,1.0271,1.0868,0.5004,3.6294,3.3874,1.3792,16.073,32.5031,8.9555,57,0.0918,-0.8007,51,0.0595,0.7065,3.0
