step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_media,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
127,2323,208982,0.0,8.75784724490578e-10,6.377737519386586e-11,8.75784724490578e-10,0.4391356428370613,11.762131888333451,9.639407646477238,-12.694069102669916,12.28282375092498,-0.10629758788401958,12.694069102669916,0.002672664157143905,12.566166064768757,5.625992145626328,-1.11631172832691,1.028201527708032,-0.010208216403014446,1.11631172832691,0.050020714627593284,2.3984158355768774,0.9156288317114084,0.05,2.3956535919905084,0.7230273055661834,0.0,0.07885995453137921,0.010423410798481728,1.0,1.0,1.0,0.0,-0.15252295831356644,0,0,0,7.968463443370756e-08,0.5216222748130784,587,0.1691,-0.13985,0.4113779119411407,6,6,0,0.1691,587,0.5216222748130784,-0.002503,-0.0025034243851573823,256,6.197667805811527e-18,4.3152177368500855e-19,4.6341916607200574e-20,621.4857877279221,289.78281790505616,0.609170287691351,0.609170287691728,0.609170287691728,0.76146285961466,3.0222106708118156e-12,866,0.0966,0.0966,-0.0234,0.094148,779,-0.0023,-0.1035,-0.01142,0.00228,3,0.0191,-0.9358,0.001456,17.368,0.0028,0.29,0.032754,11.788,0.0018,-0.6088,-0.028029,10.628,7.8426,2.2145,1.5031,1.3552,0.4847,0.70338,1.89976,0.17912,0.9873,0.9833,0.9959,0.5209,3.0251,0.8268,0.0,2.9559,12.3893,4.0955,78,0.0416,-0.1207,59,0.0543,-0.0651,-1.0
128,2330,208991,0.0,8.862396176052236e-10,6.406828476462329e-11,8.862396176052236e-10,0.43386171372705074,11.774719446725236,9.6373637580677,-12.758552904873735,12.378700829662256,-0.09932681043905286,12.758552904873735,0.003357891177947091,12.565481045757497,5.6085150757630045,-1.1163129117325223,1.0281999539608928,-0.01022264843250427,1.1163129117325223,0.05002127226371111,2.398415836332768,0.9135701275804525,0.05,2.395653572128474,0.719789901351282,0.0,0.07886310885389392,0.010400541175478593,1.0,1.0,1.0,0.0,-0.1525238340023188,0,0,0,8.071249955995489e-08,0.5216477088199073,587,0.1697,-0.14061,0.41123142835498677,6,6,0,0.1697,587,0.5216477088199073,0.000484,0.00048351124341916574,256,6.217399451448789e-18,4.1264218569036723e-19,1.8331480746784207e-20,621.4857876913208,289.7828178879899,0.6091702876913465,0.609170287691728,0.609170287691728,0.76146285961466,3.058289045790779e-12,873,0.1059,0.1059,-0.02315,0.088886,779,-0.0191,-0.1477,-0.00553,0.001865,3,0.0195,-0.9019,0.002918,17.333,0.0041,0.1836,0.006518,11.85,0.0027,-0.5902,-0.005721,10.632,7.8449,2.2094,1.5105,1.3553,0.48069,0.70383,1.90359,0.17804,0.9873,0.9832,0.9958,0.521,3.0186,0.8251,0.0,3.3119,12.1282,4.0178,80,0.0704,-0.3489,58,0.0627,-0.5858,-2.0
129,2338,209002,0.0,8.963534312232681e-10,6.457935823909837e-11,8.963534312232681e-10,0.4260496777269779,11.788881839468237,9.63567337000689,-13.543951313543852,12.316077640253596,-0.10588909132468119,13.543951313543852,0.005903092897892192,12.56322857677146,5.579641376807382,-1.1163088610195058,1.02820218228035,-0.01089451293111825,1.1163088610195058,0.05002183847886089,2.398415836792987,0.911516904141368,0.05,2.395653577148287,0.7243238674348814,0.0,0.07886375103210422,0.010374138889605866,1.0,1.0,1.0,0.0,-0.15252470671044618,0,0,0,8.155074764228438e-08,0.5216300151243641,587,0.1701,-0.14102,0.41112636172888045,6,6,0,0.1701,587,0.5216300151243641,-0.002437,-0.002436912678177805,256,9.102741713687314e-18,5.000297372440673e-19,-3.397958752507743e-21,621.4857876407992,289.782817864433,0.6091702876913421,0.609170287691728,0.609170287691728,0.76146285961466,3.0931904031749824e-12,879,0.0917,0.0917,-0.01761,-0.135444,781,-0.0276,-0.1169,-0.02956,0.001802,3,0.0171,-0.9329,0.001886,17.331,0.0048,0.3605,-0.031105,11.673,0.0027,-0.6723,0.026238,10.29,7.7638,2.2323,1.5035,1.3254,0.48199,0.71059,1.90512,0.17785,0.9873,0.9832,0.9958,0.521,3.0116,0.8232,0.0,3.6053,11.9191,3.9577,76,0.0491,-0.7874,59,0.0351,-0.9952,-1.0
130,2343,209008,0.0,9.057348689037023e-10,6.535386526984e-11,9.057348689037023e-10,0.42807975418152333,11.784802418331104,9.636655140843438,-12.586485619872926,12.569392893491372,-0.1293949538591232,12.586485619872926,0.004061689219906017,12.562920319074038,5.6997322379026505,-1.11631012465237,1.0282047393500895,-0.010624309597461483,1.11631012465237,0.05002242281269942,2.398415837512327,0.9102289786787269,0.05,2.39565358474433,0.7236519931889904,0.0,0.07886564928248901,0.010361159333111509,1.0,1.0,1.0,6.38378239159465e-16,-0.15252557946888232,0,0,0,8.233058091070604e-08,0.5214749875719795,589,0.1661,-0.14156,0.41086050922200246,6,6,0,0.1661,589,0.5214749875719795,-0.003759,-0.0037593571728642416,256,9.16419608049488e-18,9.190389522799214e-19,-3.1185412975834366e-20,621.4857876406617,289.7828178643689,0.6091702876913381,0.609170287691728,0.609170287691728,0.76146285961466,3.1255644333185624e-12,880,-0.0081,-0.0081,-0.0738,-0.096786,783,-0.021,-0.067,-0.01803,-0.001001,3,0.0109,-0.9581,-0.0039,17.445,0.004,0.649,-0.00041,11.666,0.0016,-0.8397,0.002962,10.418,7.81,2.2337,1.4937,1.3339,0.48657,0.71037,1.90606,0.17916,0.9874,0.9833,0.9959,0.5211,3.0138,0.8238,0.0,3.5219,12.0285,3.9911,76,0.0358,0.1719,59,0.0381,-0.6216,2.0
131,2349,209015,0.0,9.152054285056409e-10,6.64278563008685e-11,9.152054285056409e-10,0.4302543362834323,11.788670273035141,9.635298051789437,-12.633089572413349,12.638840213540243,-0.12090750309647517,12.638840213540243,0.0046219559585821985,12.566182225166752,5.820494912299124,-1.1163100167330222,1.028207675298118,-0.010580284398963668,1.1163100167330222,0.050023029405707055,2.3984158380374105,0.9087793778967316,0.05,2.395653614815359,0.7304797679174937,0.0,0.07887068771304993,0.01034474889854868,1.0,1.0,1.0,0.0,-0.15252731002485076,0,0,0,8.309728904735354e-08,0.521426196009038,590,0.1639,-0.14193,0.4107457253886808,6,6,0,0.1639,590,0.521426196009038,-0.001702,-0.0017015930211961017,256,5.676675993387396e-18,1.4125122657780476e-18,1.6081688800770024e-19,621.4857876700896,289.7828178780904,0.6091702876913341,0.609170287691728,0.609170287691728,0.76146285961466,3.1582460106059894e-12,885,-0.0157,-0.0157,-0.08075,-0.065018,783,-0.0114,-0.041,-0.01792,0.000881,3,0.0082,-0.9754,-0.000341,17.478,0.0027,0.9214,0.031368,11.87,0.0008,-0.9844,-0.024773,10.762,7.9034,2.2114,1.5018,1.3617,0.49291,0.71476,1.91005,0.1794,0.9874,0.9832,0.9957,0.5219,3.0123,0.8234,0.0,3.7611,11.8751,3.9422,81,0.0568,0.9276,60,0.0056,0.9986,-1.0
132,2356,209024,0.0,9.240296083214776e-10,6.694331521002834e-11,9.240296083214776e-10,0.42184424395360653,11.799946624181493,9.634048593621891,-12.656796945671475,12.312955557436334,-0.13120734472214401,12.656796945671475,0.0016548389169439917,12.559539094693568,5.909002615574132,-1.1163080723268575,1.0282043192553274,-0.01022654739819543,1.1163080723268575,0.0500236492695617,2.3984158381261396,0.906969936442822,0.05,2.3956536259632593,0.7313219195281739,0.0,0.07887132989126024,0.010323183847071373,1.0,1.0,1.0,0.0,-0.15252818955619737,0,0,0,8.371264524776702e-08,0.5214293481473138,590,0.1636,-0.14228,0.41048927553221504,6,6,0,0.1636,590,0.5214293481473138,-0.003056,-0.0030560341383312206,256,7.374637317495877e-18,6.046042343855155e-19,5.517666944981279e-20,621.4857876139223,289.78281785190103,0.6091702876913303,0.609170287691728,0.609170287691728,0.76146285961466,3.1886970220357246e-12,889,-0.0209,-0.0209,-0.08272,-0.024479,786,-0.0126,-0.0413,-0.01111,0.001057,3,0.0069,-0.9738,0.000395,17.459,0.0025,0.8698,0.006775,11.924,0.0006,-0.7349,-0.007054,10.813,7.9156,2.2056,1.5064,1.366,0.49644,0.71035,1.91306,0.17811,0.9874,0.9832,0.9957,0.5216,3.0065,0.8218,0.0,3.9515,11.7389,3.9045,81,0.0774,0.9385,59,0.0443,0.6243,-4.0
133,2362,209032,0.0,9.283809819415205e-10,6.792850949214664e-11,9.283809819415205e-10,0.4220701863585981,11.79663974688398,9.63558891104318,-12.814240085974516,12.51793500556635,-0.12485424840690708,12.814240085974516,0.010271726587857986,12.566185384591918,5.98202485868297,-1.116313388542357,1.0282024486607866,-0.010469559005599247,1.116313388542357,0.050024279747483115,2.3984158388726255,0.9056463889412611,0.05,2.395653624531715,0.7263161942582843,0.0,0.07887574028583051,0.010306083870610288,1.0,1.0,1.0,0.0,-0.15252907282258474,0,0,0,8.378865794609302e-08,0.5203851479373088,592,0.159,-0.14345,0.4098585545844391,6,6,0,0.159,592,0.5203851479373088,-0.002832,-0.002832378739056951,256,9.302992850711325e-18,5.761267783926201e-19,2.151398592554895e-20,621.4857875720808,289.7828178323914,0.6091702876913284,0.609170287691728,0.609170287691728,0.76146285961466,3.2037130044007313e-12,890,-0.024,-0.024,-0.0825,0.043762,789,-0.0083,-0.0306,-0.03021,-0.000755,3,0.0048,-0.9851,0.000597,17.414,0.002,0.5288,-0.018609,11.8,0.0004,-0.3752,0.01334,10.58,7.8486,2.2187,1.5034,1.348,0.50279,0.71262,1.91512,0.17776,0.9874,0.9833,0.9958,0.522,3.0082,0.8222,0.0,3.8247,11.8858,3.9511,78,0.1082,0.6748,60,0.0979,0.4639,0.0
134,2370,209042,0.0,9.338823418689722e-10,6.846254835363499e-11,9.338823418689722e-10,0.4172726259753856,11.803389083433617,9.635144167839906,-12.743547406235063,12.566393095398432,-0.10151105899218114,12.743547406235063,0.0017631645845792576,12.55560253272197,6.023250674124698,-1.1163025527126604,1.0282065937334337,-0.01002498595954474,1.1163025527126604,0.05002492931272433,2.3984158390363377,0.9039331987163135,0.05,2.3956536537310344,0.7246605792424932,0.0,0.07887701050013178,0.010280100327772662,1.0,1.0,1.0,0.0,-0.15252994517966023,0,0,0,8.377222434964343e-08,0.5205110409242765,593,0.1566,-0.14467,0.4089525409180594,7,7,0,0.1566,593,0.5205110409242765,0.000143,0.00014314357469458194,256,1.2202844545641166e-17,8.767398777193107e-19,4.218133842065168e-20,621.4857875308659,289.78281781317395,0.6091702876913261,0.609170287691728,0.609170287691728,0.76146285961466,3.222697428772523e-12,894,-0.0157,-0.0157,-0.07208,0.09741,792,0.0024,-0.026,-0.01526,0.001074,3,0.0025,-0.9396,-0.001033,17.396,0.0008,0.8251,-0.004558,11.777,0.0001,-0.5819,0.000803,10.531,7.8332,2.2209,1.5035,1.3444,0.50762,0.71361,1.91772,0.17855,0.9876,0.9832,0.9956,0.5215,3.0048,0.8213,0.0,3.9749,11.8055,3.9289,77,0.0836,0.7944,60,0.1444,0.7767,-1.0
135,2379,209054,0.0,9.39645560212116e-10,6.893234687823523e-11,9.39645560212116e-10,0.4109596275265437,11.819012338315677,9.633300899711836,-14.137128632687439,12.400934289369967,-0.0934144671917331,14.137128632687439,0.0011935261919982926,12.552851415454214,6.0639635694172265,-1.1163051211623738,1.0282072804210352,-0.009481216242350944,1.1163051211623738,0.050025586229584404,2.3984158391987487,0.9022955453874504,0.05,2.395653656235749,0.722710073352221,0.0,0.07888079285868542,0.010251055234257147,1.0,1.0,1.0,0.0,-0.15253082229354983,0,0,0,8.424106983937519e-08,0.5205041056232682,593,0.1566,-0.14497,0.40866132264443694,6,6,0,0.1566,593,0.5205041056232682,0.00164,0.0016399421622090848,256,1.0585840376788908e-17,6.115689042818938e-19,-3.292106826241147e-20,621.485787505828,289.7828178014994,0.6091702876913234,0.609170287691728,0.609170287691728,0.76146285961466,3.242585489853892e-12,901,-0.0058,-0.0058,-0.06541,0.102155,794,0.0067,-0.0514,-0.01135,0.001977,3,0.0019,-0.1002,-0.000339,17.404,0.0015,0.8988,0.011144,11.865,0.0001,-0.5262,-0.010652,10.651,7.8678,2.212,1.5081,1.3538,0.51247,0.71298,1.92011,0.17939,0.9876,0.9831,0.9954,0.5221,2.9368,0.8191,0.012,4.341,11.5408,3.9297,81,0.0545,0.766,60,0.1262,0.9778,-1.0
136,2389,209067,0.0,9.4634875529864e-10,7.003857356802898e-11,9.4634875529864e-10,0.403876907242839,11.835262122025293,9.631376333050806,-13.351750615765532,11.966110335624478,-0.08213975780866244,13.351750615765532,0.003752313014857608,12.558172372308132,6.056568807512815,-1.1163045089029588,1.0282086150466625,-0.009732218414745954,1.1163045089029588,0.0500262522449786,2.398415839591379,0.8998559997406137,0.05,2.395653668993469,0.7217186350740967,0.0,0.0788833191451426,0.01021886876529565,1.0,1.0,1.0,0.0,-0.1525325508229078,0,0,0,8.429722350604168e-08,0.520483357292246,593,0.156,-0.14455,0.4086662359562056,7,7,0,0.156,593,0.520483357292246,-0.000205,-0.00020528585210799477,256,4.962133978808657e-18,3.9012447994991693e-19,-4.6469262769383753e-20,621.4857874616366,289.7828177808941,0.6091702876913208,0.609170287691728,0.609170287691728,0.76146285961466,3.265717279394315e-12,908,-0.001,-0.001,-0.06602,0.139559,797,-0.0022,-0.0806,-0.00616,0.001932,3,0.002,0.3099,0.000497,17.389,0.0029,0.7994,0.000292,11.885,0.0002,-0.3236,-0.002143,10.634,7.8649,2.211,1.5111,1.3521,0.51468,0.7164,1.92593,0.17899,0.9877,0.983,0.9953,0.5228,2.8689,0.8368,0.012,4.8072,11.2034,3.9051,81,0.0526,0.1346,60,0.0917,0.9625,-1.0
137,2393,209072,0.0,9.493912519518147e-10,7.051821246222575e-11,9.493912519518147e-10,0.39905212358764475,11.835323883196436,9.632498380613889,-12.93843435911667,11.902776060275555,-0.0855496652668851,12.93843435911667,0.003891333656798617,12.566227982233848,6.025539859977006,-1.1163075894741226,1.028209849585109,-0.01020078062786554,1.1163075894741226,0.0500269379066025,2.3984158403342524,0.8991238075806032,0.05,2.395653656472993,0.7251174386875516,0.0,0.07888772953971288,0.010212259251705179,1.0,1.0,1.0,0.0,-0.1525342785818424,0,0,0,8.374060000550986e-08,0.5203925316265327,594,0.1524,-0.14487,0.4084944218501031,7,7,0,0.1524,594,0.5203925316265327,2.1e-05,2.0597176194181444e-05,256,6.761766548200086e-18,5.110309295122183e-19,-7.728711242310228e-20,621.4857874503657,289.78281777563876,0.6091702876913194,0.609170287691728,0.609170287691728,0.76146285961466,3.2762165101412973e-12,908,0.0026,0.0026,-0.06472,0.007974,800,-0.0158,-0.0683,-0.02473,-0.00061,3,0.0018,0.6249,0.000155,17.382,0.0035,0.866,-0.00839,11.829,0.0003,0.1508,0.006718,10.541,7.8399,2.2171,1.5088,1.3445,0.51334,0.72516,1.92566,0.17865,0.9877,0.983,0.9952,0.5224,2.9286,0.8168,0.012,4.7301,11.2893,3.8548,78,0.0555,-0.6203,60,0.0295,0.5935,0.0
138,2404,209086,0.0,9.533374380386213e-10,7.00649177372166e-11,9.533374380386213e-10,0.39201672674543,11.841383170624026,9.633289922875484,-12.901667454523102,12.304332616788994,-0.09159525126864808,12.901667454523102,0.003920413010506221,12.544079987504505,5.968471445379777,-1.1163060989320963,1.02821442826872,-0.009840687673840264,1.1163060989320963,0.050027644573635684,2.3984158405496556,0.8977143177220293,0.05,2.395653664963899,0.7187480443246308,0.0,0.07888899975401414,0.010176365466387987,1.0,1.0,1.0,0.0,-0.15253601041258197,0,0,0,8.305153456002711e-08,0.5200601533897073,596,0.147,-0.14534,0.40843104522459256,9,9,0,0.147,596,0.5200601533897073,-0.000593,-0.0005930575992185716,256,1.3887465255950355e-17,9.12026649637131e-19,-1.2167704988606143e-19,621.4857874333859,289.78281776772155,0.6091702876913176,0.609170287691728,0.609170287691728,0.76146285961466,3.289834246841988e-12,912,0.0069,0.0069,-0.05963,0.01735,805,-0.0171,-0.0552,-0.01972,0.000246,3,0.0023,0.809,-5e-05,17.377,0.0027,0.9901,0.011755,11.908,0.0003,0.7183,-0.010237,10.659,7.8694,2.2081,1.5132,1.3544,0.51028,0.72418,1.92955,0.1791,0.9878,0.983,0.9952,0.5216,2.9256,0.816,0.0119,4.785,11.2978,3.8617,81,0.0387,-0.9662,60,0.0529,-0.8036,-1.0
139,2412,209095,0.0,9.544234624608195e-10,6.958801860093863e-11,9.544234624608195e-10,0.40315685298855036,11.83032504278613,9.635598209012628,-12.786314501764346,12.109705122174251,-0.10058945892673933,12.786314501764346,0.003922527474755009,12.545870257655459,5.8581895790703795,-1.1163042752717034,1.0282172357077275,-0.009882292913487013,1.1163042752717034,0.050028368866875825,2.3984158406920955,0.8958310288633107,0.05,2.39565369620663,0.7185110318684207,0.0,0.07889152604047132,0.010153652268254564,1.0,1.0,1.0,0.0,-0.15253773976868656,0,0,0,8.236524079190248e-08,0.5188982879805895,600,0.1375,-0.14715,0.4082728520291266,11,11,0,0.1375,600,0.5188982879805895,-0.001402,-0.0014017023219865532,256,1.4658658407728145e-17,1.1250669921984755e-18,-1.8452415100232784e-19,621.4857874318152,289.7828177669892,0.6091702876913172,0.609170287691728,0.609170287691728,0.76146285961466,3.2935819653332924e-12,915,0.0029,0.0029,-0.05538,-0.034435,806,-0.0125,-0.0693,-0.02053,-0.00055,3,0.001,0.8297,0.000171,17.386,0.0018,0.9685,0.020624,12.036,0.0001,0.9426,-0.014765,10.886,7.9278,2.1931,1.5182,1.3731,0.50766,0.71845,1.93371,0.17946,0.9879,0.9831,0.9951,0.5211,2.9317,0.8177,0.012,4.6156,11.5143,3.9275,84,0.0344,-0.1728,61,0.0584,-0.9995,2.0
140,2415,209098,0.0,9.541906434892905e-10,6.874012906340876e-11,9.541906434892905e-10,0.4032804423449647,11.83553051348361,9.634435545559946,-12.665379880129468,12.529964999721424,-0.10354782224571943,12.665379880129468,0.0029760339621418552,12.5526740028872,5.7586314801015135,-1.1163041713598258,1.028221159982471,-0.00984675407078188,1.1163041713598258,0.050029107915485926,2.398415841038452,0.8951070506435229,0.05,2.39565370306253,0.716892238226366,0.0,0.07889656447103224,0.010151823032933188,1.0,1.0,1.0,0.0,-0.15253946774550917,0,0,0,8.232696278042565e-08,0.5188668227455393,600,0.1359,-0.14747,0.4081614637383746,10,10,0,0.1359,600,0.5188668227455393,-0.001529,-0.001529371479105368,256,8.8237425751402e-18,7.513934376893177e-19,-6.131756478725195e-20,621.485787431866,289.78281776701283,0.6091702876913172,0.609170287691728,0.609170287691728,0.76146285961466,3.2927785396043245e-12,918,-0.0051,-0.0051,-0.05375,-0.026408,806,-0.0044,-0.0461,-0.01202,0.000474,3,0.0012,-0.1588,-0.000276,17.388,0.0006,0.6046,0.004475,12.075,0.0,0.6904,-0.004418,10.938,7.9428,2.1891,1.5202,1.3771,0.50665,0.71772,1.93556,0.1793,0.9879,0.983,0.995,0.5213,2.9294,0.817,0.012,4.8424,11.3455,3.873,84,0.0469,0.9111,61,0.033,-0.7349,-1.0
141,2421,209105,0.0,9.574327423399383e-10,6.782341059952888e-11,9.574327423399383e-10,0.4070158043861923,11.834380566238723,9.628825611423421,-12.656545806900027,12.355505030694221,-0.10440324235795581,12.656545806900027,0.0039001259935074377,12.533655323503682,5.747293788900337,-1.1163070708303855,1.0282265693801218,-0.009619649189358755,1.1163070708303855,0.050029861318090334,2.398415841109607,0.8929815645045417,0.05,2.395653717858485,0.7187375037024585,0.0,0.07890223093755407,0.010138534037153459,1.0,1.0,1.0,2.2644195468014703e-15,-0.15254204140662253,0,0,0,8.229347387030386e-08,0.5189276148377403,601,0.1326,-0.14758,0.40805083618334764,10,10,0,0.1326,601,0.5189276148377403,-0.003836,-0.0038356157250876155,256,3.419830886764258e-17,9.924797445565957e-19,1.5325443329028185e-19,621.4857874243208,289.78281776349473,0.6091702876913159,0.609170287691728,0.609170287691728,0.76146285961466,3.3039665696167802e-12,921,-0.0113,-0.0113,-0.04949,0.01076,806,0.0002,-0.0055,-0.02699,-0.000256,3,0.0024,-0.2397,-0.001014,17.415,0.0004,-0.9672,-0.026165,11.903,0.0,-0.0148,0.020917,10.689,7.8827,2.2093,1.51,1.356,0.50779,0.71636,1.93856,0.17824,0.9877,0.9828,0.995,0.5221,2.8705,0.8771,0.012,4.9123,11.3225,3.9444,83,0.0148,0.815,62,0.0033,0.3926,-2.0
142,2428,209115,0.0,9.630804621596136e-10,6.862205913231647e-11,9.630804621596136e-10,0.4089959684254114,11.832996874413709,9.629741648040506,-12.61323651963442,12.68331611391133,-0.08754808285880805,12.68331611391133,0.0036339258181519174,12.565777807165924,5.673839644976686,-1.1163085098211867,1.0282329118698506,-0.009636797944637891,1.1163085098211867,0.050030639996990534,2.3984158411126746,0.8913841924091378,0.05,2.3956537008625416,0.7187965075801425,0.0,0.07890350115185533,0.010121518979107397,1.0,1.0,1.0,0.0,-0.15254377289912993,0,0,0,8.190456530101431e-08,0.5182611836880746,603,0.1274,-0.14796,0.4079141808113355,10,10,0,0.1274,603,0.5182611836880746,-0.004234,-0.004233787608081574,256,6.546407944135692e-17,1.9707643053250795e-18,4.1681598399455396e-19,621.4857874194621,289.78281776122924,0.6091702876913135,0.609170287691728,0.609170287691728,0.76146285961466,3.323456061336106e-12,924,-0.0068,-0.0068,-0.0476,0.000793,808,-0.0036,-0.0209,-0.01777,0.000324,3,0.0016,-0.1278,0.000425,17.389,0.0011,-0.8693,-0.01432,11.811,0.0001,-0.3791,0.010507,10.516,7.8348,2.2194,1.5075,1.3422,0.50891,0.7179,1.94059,0.17788,0.9878,0.9828,0.995,0.5222,2.8715,0.8774,0.012,4.9311,11.3597,3.956,79,0.0317,-0.9967,62,0.0898,0.2157,-1.0
143,2433,209121,0.0,9.657611284964601e-10,6.890019865012586e-11,9.657611284964601e-10,0.4041828006468681,11.84074848866945,9.629013991806032,-12.671803275871572,12.153369194586977,-0.0813527871314608,12.671803275871572,0.00383732448196557,12.559142204089694,5.689652500515801,-1.1163089559842918,1.0282350499479862,-0.009825698525143667,1.1163089559842918,0.05003144276607064,2.398415841250878,0.8903429243068492,0.05,2.395653720891592,0.7202775921397155,0.0,0.07890602743831251,0.010111368834096711,1.0,1.0,1.0,0.0,-0.15254550358123373,0,0,0,8.146111534547698e-08,0.5182279860362132,603,0.1257,-0.14834,0.4077404432726184,8,8,0,0.1257,603,0.5182279860362132,-0.00252,-0.0025200290291098604,256,7.287987304685105e-17,1.560518573455157e-18,3.9416468440609874e-19,621.485787413114,289.7828177582693,0.6091702876913123,0.609170287691728,0.609170287691728,0.76146285961466,3.332706666211237e-12,927,-0.005,-0.005,-0.05037,0.014848,810,-0.0041,-0.074,-0.0179,0.001232,3,0.0012,-0.0898,-0.000238,17.375,0.0011,-0.2793,-0.001532,11.808,0.0001,-0.9313,-0.000474,10.491,7.8272,2.2198,1.5086,1.3404,0.50897,0.71839,1.94199,0.17954,0.9877,0.9829,0.995,0.5224,2.8678,0.8763,0.0119,5.0529,11.2788,3.9329,79,0.0524,-0.3471,62,0.1085,0.9997,0.0
144,2443,209133,0.0,9.67646553158915e-10,6.964218139118465e-11,9.67646553158915e-10,0.4039154820175591,11.844743841543151,9.629733899024114,-12.758557346416094,12.551710561625644,-0.08575874107848401,12.758557346416094,0.003861514724387934,12.563643319402667,5.660424930472653,-1.1163089999111977,1.028236943670179,-0.009747119615070772,1.1163089999111977,0.05003226893227,2.398415841452417,0.8879238069829749,0.05,2.3956537290488646,0.7283160302091859,0.0,0.07892425461208785,0.010081344577634878,1.0,1.0,1.0,0.0,-0.15254723071322748,0,0,0,8.118742952302002e-08,0.517393160452303,605,0.1204,-0.14843,0.4078146314162144,9,9,0,0.1204,605,0.517393160452303,-0.001277,-0.0012768947463397406,256,2.7454035882255e-17,5.415299295948737e-19,1.1447414892372864e-19,621.4857874041795,289.78281775410335,0.6091702876913114,0.609170287691728,0.609170287691728,0.76146285961466,3.339213003236156e-12,932,-0.0049,-0.0049,-0.04833,-0.055354,813,-0.0044,-0.1014,-0.00824,0.000452,3,0.0006,-0.7588,0.001141,17.361,0.0014,0.5816,0.005848,11.848,0.0001,-0.9712,-0.004616,10.527,7.8358,2.2156,1.5121,1.3434,0.50971,0.72142,1.94753,0.17961,0.9878,0.9829,0.995,0.5227,2.8065,0.8957,0.0119,5.1268,11.2791,4.0189,80,0.0427,-0.7702,62,0.0818,0.9054,-0.0
145,2445,209135,0.0,9.695717191410108e-10,6.920828406630193e-11,9.695717191410108e-10,0.4014072129032731,11.847937773316705,9.62952850812001,-13.543955791278576,12.358348371171529,-0.10209469814134235,13.543955791278576,0.0038707959167623455,12.563225573913574,5.679724891777877,-1.1163067890234564,1.0282375826304566,-0.009853699632084231,1.1163067890234564,0.050033125749270525,2.3984158416491166,0.8873688250703645,0.05,2.3956537054143343,0.7250951305157183,0.0,0.07892929304264877,0.010084154991268357,1.0,1.0,1.0,4.440892098500626e-16,-0.15254896398978326,0,0,0,8.089417218124856e-08,0.5173074450407852,605,0.1189,-0.14816,0.4078879572886308,9,9,0,0.1189,605,0.5173074450407852,-0.001887,-0.0018873757586068685,256,1.439815724290698e-17,5.567226755196754e-19,1.13279905765254e-19,621.485787406655,289.7828177552576,0.6091702876913105,0.609170287691728,0.609170287691728,0.76146285961466,3.345856481939118e-12,933,-0.009,-0.009,-0.04442,0.041135,814,-0.0093,-0.0859,-0.01484,3.3e-05,3,0.0011,-0.861,0.000405,17.369,0.0015,0.8074,-0.004949,11.819,0.0001,-0.9952,0.00484,10.477,7.8254,2.2195,1.5104,1.3388,0.50691,0.72015,1.94716,0.17917,0.9878,0.9829,0.995,0.5231,2.805,0.8952,0.0119,5.1837,11.24,4.0071,79,0.0921,-0.9927,62,0.0133,0.5075,0.0
