step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_media,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ
85,1965,208529,0.0,5.110437595265261e-10,4.8574145177853204e-11,5.110437595265261e-10,0.6414776434137127,11.578338724332887,9.616283622535233,-12.525876326050215,12.348156570210786,-0.0634992939784159,12.525876326050215,0.010248929779238936,12.548736095801514,5.78840591860128,-1.1162981854605485,1.0281475416795347,-0.015091307452513704,1.1162981854605485,0.050004165430402425,2.398415801773115,0.9589784828627331,0.05,2.395653260365351,0.7282143190747196,0.0,0.0787582467558837,0.011906365207064892,1.0,1.0,1.0,0.0,-0.15247006085547435,0,0,0,4.444844120379258e-08,0.5480698426893084,515,0.279,-0.12485,0.41120438790525693,3,3,0,0.279,515,0.5480698426893084,-0.002717,-0.0027174981727560166,256,3.512218472669078e-18,3.4893358832305485e-19,3.944408228977479e-21,621.4857885377078,289.7828182826384,0.609170287691508,0.609170287691728,0.609170287691728,0.76146285961466,1.763540580339314e-12,681,0.1679,0.1679,-0.04927,0.005883,678,-0.0318,-0.0584,-0.02173,-0.001449,3,0.0507,-0.8008,0.000168,17.349,0.015,-0.0215,0.02744,11.35,0.0097,-0.5815,-0.02167,10.381,7.7285,2.2448,1.4685,1.3431,0.44663,0.73328,1.72925,0.17789,0.9854,0.982,0.9965,0.5211,2.9237,0.9123,0.0,0.391,12.372,4.2316,70,0.1356,0.8405,55,0.0692,0.9997,3.0
86,1970,208535,0.0,5.261405143605539e-10,5.021377969992972e-11,5.261405143605539e-10,0.6374513399979886,11.589013405487881,9.616315459373153,-12.868497625729473,12.294469499624839,-0.055451564628469764,12.868497625729473,0.010246275711151526,12.551282064026697,5.8206634273418,-1.1163021558209718,1.028148593987482,-0.015220981101639532,1.1163021558209718,0.05000437965565141,2.398415801949357,0.9587982542287894,0.05,2.395653284914711,0.7276622226365046,0.0,0.07875951697018498,0.011883550175821031,1.0,1.0,1.0,0.0,-0.15247092764493353,0,0,0,4.632439304769778e-08,0.548018766339728,515,0.284,-0.12599,0.41115011353334346,3,3,0,0.284,515,0.548018766339728,-0.004524,-0.004523978819634511,256,3.1844637925609666e-18,3.1024634704730146e-19,3.7163375124017815e-22,621.4857884876653,289.78281825930486,0.6091702876915015,0.609170287691728,0.609170287691728,0.76146285961466,1.8156373711906907e-12,682,0.1382,0.1382,-0.03064,-0.081145,682,-0.0274,-0.0808,0.00131,0.002908,3,0.0474,-0.7102,-0.00057,17.403,0.0092,-0.8242,0.031352,11.552,0.0054,0.1867,-0.024411,10.726,7.8269,2.2235,1.4759,1.3704,0.45102,0.73085,1.73245,0.17919,0.9854,0.982,0.9965,0.5203,2.9185,0.9107,0.0,0.4347,12.3502,4.2317,78,0.0995,-0.9762,59,0.0728,-0.9689,5.0
87,1983,208551,0.0,5.438622363130172e-10,5.272695403088243e-11,5.438622363130172e-10,0.6468659411886772,11.578362065049607,9.61869048904449,-14.13713883304063,12.314089829658489,-0.06718246612106286,14.13713883304063,0.010243672518142318,12.550999708072284,5.783577588043388,-1.1162998365046066,1.0281448861171651,-0.014868151573640817,1.1162998365046066,0.05000459588506555,2.398415802292886,0.9578345145731988,0.05,2.3956532841168063,0.7291036167951315,0.0,0.07876267129269968,0.011813282744097016,1.0,1.0,1.0,0.0,-0.15247179474789538,0,0,0,4.8062019957686764e-08,0.5466050597432915,520,0.2759,-0.12754,0.41108477666580423,1,1,0,0.2759,520,0.5466050597432915,-0.003084,-0.003084438201367945,256,2.1596828459042844e-18,2.560708034391115e-19,-5.171292696812589e-21,621.4857881009176,289.7828180789744,0.609170287691494,0.609170287691728,0.609170287691728,0.76146285961466,1.8767925576760684e-12,686,0.1274,0.1274,-0.02357,0.013819,686,-0.0387,-0.1347,0.00631,0.001239,3,0.0442,-0.5936,0.000325,17.403,0.0116,-0.6327,-0.015922,11.433,0.0067,0.9988,0.015331,10.573,7.7843,2.2357,1.4687,1.3582,0.45396,0.72788,1.74018,0.17902,0.9855,0.9821,0.9966,0.5214,2.9247,0.9127,0.0,0.3556,12.5286,4.2837,73,0.0491,-0.6963,55,0.1084,-0.9419,1.0
88,1996,208567,0.0,5.575322910984073e-10,5.455327943189914e-11,5.575322910984073e-10,0.6204749726325267,11.59776428644599,9.618928290377548,-13.351743945400013,12.476173209938331,-0.0781100453756852,13.351743945400013,0.010241809775056175,12.5489326748223,5.75502952881669,-1.116301605800705,1.0281481296063042,-0.014015415168077135,1.116301605800705,0.05000482030866673,2.39841580527565,0.9564900905140062,0.05,2.3956533329202823,0.728758080607346,0.0,0.0787626854348153,0.01174378907810721,1.0,1.0,1.0,0.0,-0.1524726627842754,0,0,0,5.00545896647306e-08,0.546439342563561,521,0.2776,-0.12947,0.41055892255286325,1,1,0,0.2776,521,0.546439342563561,-0.007406,-0.007406059577661939,256,4.0618295124323674e-18,4.394046858571366e-19,-5.647304730646051e-20,621.4857880150377,289.78281803893077,0.609170287691488,0.609170287691728,0.609170287691728,0.76146285961466,1.9239660062368013e-12,695,0.1188,0.1188,-0.01443,0.020352,689,-0.0614,-0.19,-0.0022,0.001171,3,0.0436,-0.5793,-0.000199,17.405,0.0173,-0.1231,-0.037429,11.235,0.0098,0.8802,0.029578,10.225,7.7006,2.2602,1.4589,1.3278,0.45762,0.73071,1.74531,0.17748,0.9857,0.9821,0.9964,0.521,2.915,0.9096,0.0,0.4519,12.5008,4.2884,62,0.1321,0.0108,53,0.1423,-0.7227,-0.0
89,2012,208587,0.0,5.730609610116738e-10,5.5764900658096185e-11,5.730609610116738e-10,0.6005556482454629,11.609285240572987,9.620169609988237,-12.886178669755733,11.690774661121395,-0.09898460939417178,12.886178669755733,0.0010142277063174276,12.533697417987378,5.771165891663383,-1.1162993957601892,1.0281471366827233,-0.013373020066365985,1.1162993957601892,0.05000504948415774,2.3984158054460614,0.953671641021338,0.05,2.3956533340251305,0.7302585854442243,0.0,0.0787633276130256,0.011658018823330486,1.0,1.0,1.0,0.0,-0.15247438067668734,0,0,0,5.192389861228578e-08,0.5449982620782522,524,0.2745,-0.12953,0.4104619309425722,1,1,0,0.2745,524,0.5449982620782522,-0.005349,-0.005349214539442482,256,5.210267128330591e-18,6.639328434960987e-19,-6.850736793124302e-20,621.485788188402,289.7828181197661,0.6091702876914814,0.609170287691728,0.609170287691728,0.76146285961466,1.9775532750006936e-12,705,0.1081,0.1081,-0.01242,0.051096,692,-0.0514,-0.1365,-0.01992,-0.0001,3,0.0412,-0.6299,-0.000708,17.4,0.0153,0.2832,0.006872,11.298,0.0084,0.5665,-0.009457,10.283,7.7183,2.2544,1.4638,1.3323,0.46054,0.73596,1.75424,0.17808,0.9858,0.9822,0.9964,0.5219,2.9094,0.9079,0.0,0.5571,12.4975,4.2956,67,0.1399,-0.1809,57,0.0832,-0.9733,1.0
90,2023,208600,0.0,5.881496507074416e-10,5.6843009275814147e-11,5.881496507074416e-10,0.5837329806815456,11.625036057859692,9.620366016642073,-12.790328769882924,12.421833149678871,-0.11324440080766986,12.790328769882924,0.010238953646937065,12.5575872361918,5.700726554755358,-1.1162968595353537,1.0281468906755915,-0.013183800330486828,1.1162968595353537,0.050005285880779286,2.398415805616381,0.9522796226806165,0.05,2.3956533511062936,0.7272324175023319,0.0,0.07876522586341039,0.011602463842437365,1.0,1.0,1.0,0.0,-0.1524752528492888,0,0,0,5.376223732884458e-08,0.5443323365959566,525,0.2757,-0.13012,0.41011106658983937,1,1,0,0.2757,525,0.5443323365959566,-0.003672,-0.003671511902768154,256,6.789583828291628e-18,9.10705364329538e-19,-4.671851310723306e-20,621.485788206081,289.78281812800935,0.6091702876914749,0.609170287691728,0.609170287691728,0.76146285961466,2.029622234012615e-12,711,0.1041,0.1041,-0.01541,0.00678,696,-0.0373,-0.0754,-0.00539,0.003336,3,0.041,-0.7047,0.000119,17.385,0.0107,0.8674,0.020039,11.434,0.0058,-0.2582,-0.01943,10.451,7.7617,2.2398,1.4731,1.3465,0.46327,0.7396,1.76052,0.17917,0.9859,0.9821,0.9962,0.5205,2.9019,0.9055,0.0,0.5998,12.5061,4.3096,72,0.1218,-0.6281,56,0.103,-0.9196,3.0
91,2037,208617,0.0,6.022484059483121e-10,5.5908855287104486e-11,6.022484059483121e-10,0.5614822978913384,11.638682156780948,9.621108676351524,-12.662072862674865,12.690127017441338,-0.1244118598758521,12.690127017441338,0.01024021093948313,12.553630103095466,5.621595047089876,-1.1162949155439152,1.0281468219658583,-0.012866581781815517,1.1162949155439152,0.050005529665176775,2.3984158061124563,0.9519188683124205,0.05,2.395653380730663,0.7343383136651117,0.0,0.07877089232993222,0.01153110284081298,1.0,1.0,1.0,0.0,-0.152476122389729,0,0,0,5.513905419650656e-08,0.5425677509173654,527,0.2736,-0.1302,0.4100299161001451,1,1,0,0.2736,527,0.5425677509173654,-0.004737,-0.004737467276454854,256,6.963885879369196e-18,5.057627538780188e-19,9.541241999093427e-21,621.4857879792924,289.78281802226365,0.6091702876914687,0.609170287691728,0.609170287691728,0.76146285961466,2.07827506840672e-12,721,0.081,0.081,-0.01402,0.002102,698,-0.0316,-0.0695,0.00238,0.00343,3,0.0361,-0.787,-0.000308,17.387,0.0092,0.8195,-0.018026,11.349,0.0044,-0.9985,0.013076,10.282,7.7231,2.2513,1.4694,1.3313,0.46658,0.73721,1.77008,0.17925,0.986,0.9821,0.996,0.5214,2.895,0.9034,0.0,0.7479,12.4559,4.3026,67,0.0516,0.0612,55,0.0795,0.4397,1.0
92,2054,208639,0.0,6.112019372259833e-10,5.432900370049296e-11,6.112019372259833e-10,0.5377650818080546,11.652716713435712,9.62289875288929,-12.61899553717698,12.56641522438988,-0.11992097003954813,12.61899553717698,0.01024330741652638,12.559205034896479,5.527624490038142,-1.1162900389002617,1.0281469785010742,-0.012606034504151804,1.1162900389002617,0.05000578559750017,2.398415808054579,0.948890776764626,0.05,2.395653387262161,0.7342967463124471,0.0,0.07877279058031701,0.011444779946022342,1.0,1.0,1.0,0.0,-0.1524778494198834,0,0,0,5.5786182537091355e-08,0.5424191430246651,530,0.268,-0.13146,0.40972387111362574,2,2,0,0.268,530,0.5424191430246651,-0.006885,-0.00688496274070971,256,7.87834664467601e-18,4.0035833797667945e-19,4.486959210173112e-20,621.485787734202,289.78281790798434,0.6091702876914649,0.609170287691728,0.609170287691728,0.76146285961466,2.1091724541793234e-12,734,0.0297,0.0297,-0.01414,-0.059132,699,-0.0429,-0.0977,-0.00732,0.002424,3,0.0267,-0.8814,0.000259,17.396,0.0118,0.1963,-0.038323,11.17,0.0044,-0.6363,0.0314,9.935,7.6455,2.2753,1.461,1.2995,0.47108,0.72794,1.77926,0.17863,0.9863,0.982,0.9956,0.5209,2.9491,0.8806,0.0,0.9743,12.3562,4.1898,62,0.0723,0.998,57,0.0614,0.9225,-1.0
93,2063,208650,0.0,6.179987003336234e-10,5.3820853131324754e-11,6.179987003336234e-10,0.5265744285789434,11.663391564679227,9.622826123272493,-12.792432065390114,13.351814295962745,-0.10878436835095587,13.351814295962745,0.010245645595458201,12.55725895306985,5.519864434364253,-1.116291295930487,1.0281478258324088,-0.012633923916736565,1.116291295930487,0.05000605411220049,2.398415808061763,0.948187213133903,0.05,2.395653359109525,0.7224636557049832,0.0,0.07877406079461828,0.011403872038131027,1.0,1.0,1.0,0.0,-0.15247957931173337,0,0,0,5.656229188987898e-08,0.5421238389583507,531,0.2667,-0.1318,0.40934994489358517,3,3,0,0.2667,531,0.5421238389583507,-0.003134,-0.0031339869557134303,256,6.2378120411898055e-18,3.199265399597842e-19,1.810910420334806e-20,621.4857879701264,289.78281801798977,0.609170287691462,0.609170287691728,0.609170287691728,0.76146285961466,2.1326271328317952e-12,739,-0.0066,-0.0066,-0.02027,-0.002733,702,-0.0326,-0.109,-0.02668,-0.00031,3,0.0195,-0.9372,-0.000463,17.389,0.0089,-0.462,0.012651,11.251,0.0024,0.1236,-0.013515,10.04,7.6721,2.2665,1.4664,1.3087,0.47742,0.72298,1.78455,0.17845,0.9865,0.9819,0.9954,0.5206,2.944,0.8791,0.0,1.069,12.3213,4.1852,62,0.0921,0.0161,55,0.0912,-0.2305,2.0
94,2070,208658,0.0,6.242068222978063e-10,5.375692478665686e-11,6.242068222978063e-10,0.5240224545741217,11.663118514346694,9.623638822166448,-12.636574788776251,14.137210403631336,-0.10527211947773175,14.137210403631336,0.003635495660469057,12.559161906668406,5.464136653213252,-1.1162892591667286,1.0281504953558078,-0.013006839594829562,1.1162892591667286,0.05000633455678303,2.398415808387277,0.9472491908445941,0.05,2.3956533807472726,0.7258555435881814,0.0,0.07877721511713298,0.01137409716349346,1.0,1.0,1.0,0.0,-0.15248130076620134,0,0,0,5.685308047493011e-08,0.5409131041728374,533,0.2617,-0.13242,0.4092957121260501,5,5,0,0.2617,533,0.5409131041728374,-0.005942,-0.00594203418682282,256,4.5345880525543474e-18,3.010887991443159e-19,-1.1379565321238918e-21,621.485788084733,289.7828180714279,0.6091702876914593,0.609170287691728,0.609170287691728,0.76146285961466,2.1540504935801503e-12,744,-0.0356,-0.0356,-0.0584,-0.066884,702,-0.0295,-0.1116,-0.00546,0.001611,3,0.011,-0.9919,0.000207,17.372,0.0079,-0.9995,0.022475,11.381,0.0013,0.9874,-0.020849,10.226,7.7163,2.2513,1.475,1.3252,0.4862,0.71644,1.78773,0.17814,0.9865,0.982,0.9955,0.5213,2.9443,0.8792,0.0,1.1304,12.3226,4.1852,67,0.0571,-0.8114,55,0.098,-0.4222,2.0
95,2083,208676,0.0,6.274789681484167e-10,5.354517504076921e-11,6.274789681484167e-10,0.5112951614974832,11.673993386908728,9.623699585594219,-12.152281010141248,12.584208394944158,-0.07911776666975183,12.584208394944158,0.010252674710419374,12.562043511621368,5.624400576332871,-1.1162833742384166,1.028154929244714,-0.01292297080179471,1.1162833742384166,0.05000663008158519,2.398415809029162,0.944751852242515,0.05,2.3956534162039462,0.7313860574189766,0.0,0.07878036943964768,0.011312546574795131,1.0,1.0,1.0,0.0,-0.15248302418463025,0,0,0,5.692727012361077e-08,0.5409095194830024,535,0.2566,-0.13241,0.40939328706804295,4,4,0,0.2566,535,0.5409095194830024,-0.000918,-0.0009176455970298925,256,3.782347546571394e-18,3.0306883356888806e-19,4.2660080540306684e-20,621.4857879387285,289.7828180033498,0.609170287691458,0.609170287691728,0.609170287691728,0.76146285961466,2.1653422120464136e-12,752,-0.0102,-0.0102,-0.07015,0.099307,705,-0.0364,-0.1372,0.00833,0.003523,3,0.0154,-0.6651,0.000754,17.409,0.012,-0.5076,-0.001515,11.387,0.0028,-0.3058,0.003274,10.229,7.7272,2.253,1.4737,1.3237,0.49224,0.70564,1.79174,0.17837,0.9866,0.982,0.9953,0.5214,3.0007,0.8574,0.0,1.2773,12.2751,4.0907,67,0.0122,-0.7457,55,0.1174,-0.9593,1.0
96,2090,208685,0.0,6.289023259179308e-10,5.474057091441112e-11,6.289023259179308e-10,0.511812266363183,11.673722780685026,9.624379411276246,-12.758546756884835,12.733788670059715,-0.06679465018594022,12.758546756884835,0.008938620041872722,12.562573420377007,5.573737998677615,-1.1162861907635777,1.0281560433462706,-0.012664276589866064,1.1162861907635777,0.05000694141015123,2.3984158105993876,0.9432703886718707,0.05,2.395653431412369,0.7291044051815717,0.0,0.07878163965394895,0.011284049565501249,1.0,1.0,1.0,0.0,-0.15248475359951977,0,0,0,5.6832840649331625e-08,0.540187425592965,537,0.2511,-0.13339,0.408995813898684,5,5,0,0.2511,537,0.540187425592965,0.002986,0.002986114519682559,256,3.3097782888012204e-18,3.621385612129455e-19,-1.1272761984374223e-21,621.4857877734022,289.7828179262624,0.6091702876914573,0.609170287691728,0.609170287691728,0.76146285961466,2.170254021333867e-12,754,0.0124,0.0124,-0.08354,-0.024323,708,-0.056,-0.1679,0.01249,-0.000847,3,0.0177,-0.488,-0.001164,17.416,0.015,-0.0373,-0.025683,11.245,0.0042,-0.854,0.021248,10.016,7.6747,2.2693,1.4652,1.3051,0.49741,0.7162,1.79439,0.17858,0.9866,0.982,0.9953,0.5215,3.0015,0.8576,0.0,1.2339,12.3599,4.1179,62,0.085,-0.4415,54,0.0407,-0.0958,-0.0
97,2099,208698,0.0,6.28000053871157e-10,5.591272551503437e-11,6.28000053871157e-10,0.5212522285792285,11.663081647346363,9.626717490673522,-13.54394509883635,12.680167638280025,-0.08060716916328792,13.54394509883635,0.005917556329964685,12.563233591457564,5.645999111518931,-1.1162862986280504,1.028157994744857,-0.012344962979013809,1.1162862986280504,0.050007264642443205,2.3984158110672724,0.941653953068136,0.05,2.395653395106086,0.7286844280789302,0.0,0.07878228183215925,0.011244090747737034,1.0,1.0,1.0,0.0,-0.15248562710466954,0,0,0,5.635876161767865e-08,0.5379136111853913,541,0.2405,-0.13386,0.4085578288636576,5,5,0,0.2405,541,0.5379136111853913,0.003815,0.0038146170488146947,256,3.779552020759283e-18,5.301875069535751e-19,-2.3343495274383934e-20,621.4857879156618,289.7828179925944,0.6091702876914576,0.609170287691728,0.609170287691728,0.76146285961466,2.1671404061203035e-12,757,0.0237,0.0237,-0.09195,0.041614,710,-0.0476,-0.1303,-0.02476,-0.00259,3,0.0182,-0.3409,-0.000192,17.412,0.0124,0.3093,0.009265,11.288,0.0039,-0.9994,-0.00794,10.099,7.6927,2.2635,1.4673,1.3128,0.50108,0.71814,1.79961,0.17732,0.9868,0.9821,0.9953,0.5217,3.0079,0.8594,0.0,1.1575,12.5089,4.1587,62,0.1369,-0.9582,54,0.0873,-0.9728,-1.0
98,2110,208711,0.0,6.286889600927843e-10,5.569217483135598e-11,6.286889600927843e-10,0.5393669620002952,11.641906343975993,9.630985185982118,-12.200059533669707,12.818086348774427,-0.10496138926702031,12.818086348774427,0.004053194314354691,12.564921182756892,5.812329077715796,-1.116287550982874,1.0281599544310425,-0.012254760776595095,1.116287550982874,0.05000759193748263,2.3984158118387433,0.9403689642790674,0.05,2.395653400893747,0.7249974544478539,0.0,0.07878292401036956,0.011193901059344981,1.0,1.0,1.0,0.0,-0.15248649862421648,0,0,0,5.6183126410628485e-08,0.5363701521353875,547,0.2257,-0.13382,0.40850548560058025,5,5,0,0.2257,547,0.5363701521353875,0.002666,0.002666211397492013,256,5.7238687901871956e-18,6.708509832171476e-19,-7.296530446357638e-20,621.4857879762172,289.78281802082984,0.6091702876914574,0.609170287691728,0.609170287691728,0.76146285961466,2.1695177249866954e-12,762,0.0287,0.0287,-0.08334,0.005986,710,-0.0272,-0.0731,-0.00777,-1.9e-05,3,0.0184,-0.3543,-0.000191,17.416,0.0067,0.8356,0.019107,11.381,0.0024,-0.8098,-0.015275,10.282,7.7355,2.2514,1.4713,1.3291,0.50068,0.72336,1.80558,0.17806,0.9868,0.9822,0.9954,0.5223,2.9587,0.8835,0.0,1.0919,12.6841,4.2871,67,0.0992,-0.7308,55,0.0102,-0.5387,2.0
99,2117,208720,0.0,6.323410122810436e-10,5.5899236774665966e-11,6.323410122810436e-10,0.5400872860104101,11.641113569398359,9.631287491077655,-12.579701773909333,12.757355213395336,-0.10816511533251066,12.757355213395336,0.010254139865183432,12.56279491967573,5.913850427628203,-1.1162885100338358,1.0281625562292827,-0.012102268750813636,1.1162885100338358,0.05000792538883756,2.398415812149978,0.9403802934967811,0.05,2.3956534090428536,0.7246922666818736,0.0,0.07878984654870916,0.011166345102331318,1.0,1.0,1.0,0.0,-0.15248822031411347,0,0,0,5.6846938276789786e-08,0.5358241008114664,549,0.2239,-0.13357,0.40818438532966234,4,4,0,0.2239,549,0.5358241008114664,-0.003061,-0.0030606244918001124,256,5.4052949024158855e-18,5.616396049160507e-19,-5.708960017960635e-20,621.4857878562955,289.78281796491336,0.6091702876914558,0.609170287691728,0.609170287691728,0.76146285961466,2.1821204470363276e-12,766,0.0207,0.0207,-0.07566,-0.025383,711,-0.0225,-0.0692,-0.00424,0.001838,3,0.0164,-0.3265,0.000819,17.421,0.0055,0.5973,0.008107,11.43,0.0018,0.563,-0.005686,10.351,7.7552,2.2464,1.4738,1.3348,0.49736,0.72725,1.81021,0.17904,0.9869,0.9822,0.9953,0.5229,3.0217,0.8634,0.0,1.1453,12.6968,4.2019,68,0.0808,0.8788,54,0.0474,0.9658,0.0
100,2120,208724,0.0,6.376408770110795e-10,5.532394257687141e-11,6.376408770110795e-10,0.5354952977331995,11.646307036648858,9.631249044344996,-12.39179583938657,12.807242778390165,-0.0961310395198507,12.807242778390165,0.006581920697517063,12.564895051531163,5.9543865597494925,-1.1162862318291518,1.028164186230414,-0.012310232423851965,1.1162862318291518,0.05000826667870566,2.3984158127609367,0.9401642441958874,0.05,2.3956534124932216,0.7358759505121254,0.0,0.07879111676301043,0.01116005647058459,1.0,1.0,1.0,2.7755575615628914e-17,-0.15248994102916721,0,0,0,5.7101510326354357e-08,0.5358854267655996,549,0.2232,-0.13348,0.40790457570250277,4,4,0,0.2232,549,0.5358854267655996,0.004115,0.0041145332969529935,256,5.821711282082194e-18,3.539387904434202e-19,3.493597870897943e-20,621.4857877505431,289.78281791560374,0.6091702876914535,0.609170287691728,0.609170287691728,0.76146285961466,2.200409539798132e-12,767,-0.0095,-0.0095,-0.09376,-0.061367,713,-0.0375,-0.0945,-0.00382,0.000998,3,0.0115,-0.4734,0.000776,17.437,0.0088,0.0184,-0.007161,11.391,0.002,0.872,0.007824,10.288,7.7434,2.2518,1.4711,1.3286,0.49224,0.72347,1.81134,0.17886,0.9869,0.9823,0.9954,0.5231,3.0194,0.8627,0.0,1.1532,12.7005,4.2063,67,0.0791,0.7624,55,0.0619,0.8952,-5.0
101,2130,208738,0.0,6.437440625352331e-10,5.410616445856296e-11,6.437440625352331e-10,0.5561027783638177,11.623844188527235,9.634300600228537,-12.697988192893671,14.358718174172154,-0.09865248395689029,14.358718174172154,0.007839057584298167,12.566071662138052,5.949419174270593,-1.1162906598794582,1.0281661473597143,-0.012491964630358881,1.1162906598794582,0.05000861615658655,2.3984158135168854,0.9393615617902161,0.05,2.3956534084993506,0.7236250436296411,0.0,0.07879364304946761,0.011116889384836575,1.0,1.0,1.0,0.0,-0.15249167744322525,0,0,0,5.721496021191951e-08,0.5336157674763251,555,0.2093,-0.13375,0.40758013383282604,4,4,0,0.2093,555,0.5336157674763251,0.001196,0.0011959719139127412,256,7.580937557107384e-18,3.732665680632824e-19,1.3884957226087512e-20,621.4857878384379,289.7828179565868,0.6091702876914509,0.609170287691728,0.609170287691728,0.76146285961466,2.2214707796501387e-12,771,-0.0344,-0.0344,-0.08765,-0.029034,713,-0.0362,-0.0814,-0.02476,-0.002791,3,0.0085,-0.8505,0.000663,17.439,0.0076,-0.4497,-0.007911,11.335,0.0015,0.8523,0.008905,10.214,7.7237,2.2578,1.4675,1.3224,0.48999,0.72607,1.81671,0.17786,0.987,0.9823,0.9952,0.523,2.9709,0.8872,0.0,1.0522,12.9084,4.3449,64,0.0063,-0.021,53,0.0987,0.6278,0.0
102,2139,208750,0.0,6.497292820408853e-10,5.2538686834251176e-11,6.497292820408853e-10,0.5540564222125882,11.626300460187577,9.635863432849641,-12.5988471585583,12.566372329456236,-0.08619006576403558,12.5988471585583,0.0021238778691289534,12.548060692644444,5.91863605464579,-1.1162915418187656,1.0281657792940988,-0.013093029344290958,1.1162915418187656,0.050008978796218205,2.398415813969289,0.938438700597596,0.05,2.3956534124991635,0.7255928333893384,0.0,0.0787955412998524,0.011078901682279017,1.0,1.0,1.0,0.0,-0.15249339631457381,0,0,0,5.737503249248116e-08,0.5336073707193015,557,0.2041,-0.13321,0.40756933974899023,4,4,0,0.2041,557,0.5336073707193015,0.001078,0.00107755207129423,256,1.0600914022310427e-17,4.760094132481545e-19,-8.715988365802919e-20,621.4857879077657,289.78281798891265,0.6091702876914484,0.609170287691728,0.609170287691728,0.76146285961466,2.2421249353222335e-12,773,-0.0374,-0.0374,-0.05019,-0.050718,718,-0.0272,-0.0758,-0.00939,-0.001162,3,0.0151,-0.9993,0.000519,17.459,0.0056,-0.9838,0.002987,11.352,0.002,0.9765,-0.000679,10.251,7.7371,2.2565,1.4672,1.3249,0.48169,0.72194,1.81771,0.17834,0.9869,0.9825,0.9956,0.5231,2.9707,0.8871,0.0,1.0433,12.9761,4.368,66,0.0726,0.0367,55,0.0658,0.9559,3.0
103,2151,208766,0.0,6.529084242415812e-10,5.2258154316708396e-11,6.529084242415812e-10,0.5640181108944303,11.615119765065481,9.638943485043844,-14.137121148277451,12.566387908295168,-0.06461688184184157,14.137121148277451,0.010247292502760129,12.566320004793132,5.959040292828447,-1.1162888366844932,1.0281663158979544,-0.012649377299171281,1.1162888366844932,0.05000936068991065,2.3984158149996913,0.9380437592034108,0.05,2.3956534509104257,0.7302577524688522,0.0,0.07879932365840604,0.011026659155821067,1.0,1.0,1.0,0.0,-0.152495116485366,0,0,0,5.747830228273343e-08,0.531136679312582,562,0.1926,-0.13337,0.40757263095598245,3,3,0,0.1926,562,0.531136679312582,-0.0014,-0.0014001245206198831,256,8.79944978251703e-18,5.444149797715016e-19,-1.0605692583406454e-20,621.4857878598648,289.7828179665777,0.609170287691447,0.609170287691728,0.609170287691728,0.76146285961466,2.253095710860555e-12,778,0.0363,0.0363,-0.01077,0.052183,720,-0.03,-0.1178,-0.00031,0.000917,3,0.0214,-0.9907,-0.001559,17.437,0.0063,-0.5425,0.014484,11.429,0.0036,0.6518,-0.015235,10.386,7.7641,2.2458,1.472,1.3377,0.47378,0.72105,1.82459,0.17838,0.987,0.9826,0.9955,0.523,2.9783,0.8894,0.0,0.9573,13.1544,4.4167,69,0.042,0.9565,53,0.0636,-0.7478,4.0
