# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"campo_spinoriale":true,"chi_basc":false,"chi_core":true,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"condensazione.csv","da_libera":false,"db_cleanup":false,"db_ogni":250,"denoise":false,"deparam_orologio":false,"diaglog":"csv\\_seal_fase4\\_stab_on.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"kuramoto_su2":false,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":true,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":false,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":3,"nmasse_effettive":3,"nodi":900,"ogni":100,"ogni_effettivo":100,"olon_part":false,"out":null,"passi":400,"passi_effettivi":400,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":8.0,"sep_effettivo":8.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":false,"sync_db":null,"sync_fase_orologio":false,"sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"trace_out":null,"trace_segno":false,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,m2_picco_picco,m2_picco_n_dominio,m2_picco_chi,m2_picco_spin,m2_picco_spin_x,m2_picco_spin_y,m2_picco_spin_z,m2_picco_spinor_alpha_re,m2_picco_spinor_alpha_im,m2_picco_spinor_beta_re,m2_picco_spinor_beta_im,m2_picco_coerenza,m2_picco_verso_x,m2_picco_verso_y,m2_picco_verso_z,chi_core_media,chi_core_abs_media,rho0_core_max,rho_c_core,r_core_medio,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,verso_arco_coer,segno_ov_absmedia,spin_overlap_arco,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus,m2_picco_spin_plus,m2_picco_spin_minus,m2_picco_contrasto,m2_picco_q_x,m2_picco_q_y,m2_picco_q_z,m2_picco_q_modulo,m2_picco_n_plus,m2_picco_n_minus
0,1196,207563,0.0,3.813439543020636e-12,2.692679285694347e-14,3.813439543020636e-12,0.4321400123300062,8.759983136030806,7.673157935139817,-9.220185392397282,9.230908183743564,-0.0001742790232531152,9.230908183743564,0.00016920300822390326,12.566347903676304,6.369162442704817,-0.928090934077479,1.0879596805795027,-0.017568069034185764,1.0879596805795027,0.15499823105891794,2.3984126546470557,1.213513458519882,0.15499823105891794,2.3983705125234653,1.2131464700928904,0.0,0.05796168019712002,0.0030338916393597448,1.0,1.0,1.0,0.013072801179502953,-0.12062253079842403,0,0,0,0.0,0.6008518713893629,372,0.9988,0.01293,0.4375928106028945,0.0,0.0,0.0,0.04208594201128887,0.0,0.0,0.0,0.0,0.0,0.0,372,0,0,0,0,0.9987,372,0.6008518713893629,0.0,0.0,80.0,372.0,-0.0214705,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,-0.0268493,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,824.0,372.0,-0.0914128,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,1.0,3.4076216089294516e-12,289.7828186054051,0.0,256,2.4869438826428976e-18,4.7917139343039904e-20,1.7920094479411815e-19,2.3982444018410764e-18,1.6936172693701312e-15,1.2471297387015838e-20,24.72707280139206,7.493625216781101,9.175307747411836,3.115871278427412,1.0545098914761528,1.3921927797033846,-0.2403815730877453,0.0,0.9281122927150368,0.0,0.04190698720788082,0.0,0.0,0.0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917264,0.609170287691728,0.609170287691728,0.76146285961466,1.3159646845192386e-14,372,0.9989,0.9989,-0.01902,0.0,372,0.9987,0.9986,-0.04491,0.0,3,0.9976,1.0,0.0,0.0,0.9975,1.0,0.0,0.0,0.9976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,1.0,1.25981,0.27115,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,203.0
1,1196,207563,6.266332882796862e-15,5.0127491508420946e-11,2.6116311966316184e-11,5.0127491508420946e-11,0.4462366393994998,8.765030743271396,7.67315908535413,-9.217184713775437,8.851306025431251,-0.0024561871154033027,9.217184713775437,0.00018195149552817196,12.566137185094503,6.733903486494163,-0.9318038574409189,1.0920132771946212,-0.0175828604154018,1.0920132771946212,0.15499823105892555,2.398412828326086,1.2135134589950318,0.154998231058918,2.3980927577045588,1.2123824570331505,0.01,0.06796168019712003,0.013033891639359743,0.003096143974612442,1.4142030646648374,0.9396532327634953,0.013108017705412573,-0.13722472889197057,0,0,0,1.0662173307405654e-08,0.6006602783407541,372,0.9877,0.01389,0.44070641307390745,0.026640282083559914,0.4398704129531233,0.9999837214395987,0.04297512340079013,1.0870092285515287,1.0786678750247446e-08,1.0662173358603095e-08,1.011677299501409,3.670099894050071e-09,0.0,372,0,0,0,0,0.9877,372,0.6006602783407541,-1.559034,-1.559034072362309,333.0,372.0,0.0030226,0.9999837,0.0001273,-3.17e-05,0.9999837,1.0,0.0001072,6.36e-05,-1.56e-05,0.9884575,0.0001273,-3.17e-05,1.0,701.0,372.0,-0.0093447,0.9999856,0.0001975,-0.0003473,0.9999855,1.0,-0.0001752,9.94e-05,-0.0001735,0.9877488,0.0001975,-0.0003473,0.9999999,1003.0,372.0,-0.1167212,0.9999833,-7.62e-05,-0.0001876,0.9999833,1.0,2.09e-05,-3.81e-05,-9.4e-05,0.8900425,-7.62e-05,-0.0001876,1.0,-0.05016722408026756,1.0,3.320689901785574e-11,289.7828263373804,0.0,256,3.9808924906905014e-18,1.4826924416313275e-19,3.452665029570319e-19,3.684684236847278e-18,8.560332115962772e-12,4.662327604163012e-20,18.711151707329865,5.719540410372577,6.849170400215702,3.1323674007551476,1.2348000187920931,1.572950945103652,0.030136417620217,0.0,0.9357093711176141,0.014293163351772145,0.04692341086479461,0.22405055983204483,0.9979133646175995,0.9733410658479185,0.97264320566587,0.9837940071851594,0.9863216028329352,621.4858093622083,289.7828279925667,0.6091702876917053,0.609170287691716,0.609170287691728,0.761462859614645,1.7298296056972285e-13,372,0.986,0.986,-0.01874,0.556985,372,0.8937,0.8937,-0.08642,0.537607,3,0.9739,1.0,2.620804,13.85,0.8827,0.9983,-2.617997,13.948,0.8812,0.9982,-1.575518,13.866,8.0183,1.7273,1.7395,1.7292,0.25504,0.80066,1.2586,0.27116,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,80,0.0489,0.6667,30,0.1141,0.9627,1.0,0.9999837,0.9999837,0.0,0.0001279,0.000248,0.0030225,0.0030354,182.0,190.0,0.9999866,0.9999847,1e-06,3.28e-05,0.0001198,-0.0093435,0.0093444,181.0,191.0,0.9999839,0.9999829,5e-07,-5.74e-05,-3.69e-05,-0.1167187,0.1167188,169.0,203.0
2,1196,207563,1.4423388814872318e-14,4.9548113065246083e-11,2.4153875621621422e-11,4.9548113065246083e-11,0.4462365677530579,8.765030741645127,7.6731590848326645,-9.208472075059822,9.215112838125052,-0.00822435242392297,9.215112838125052,0.0010310555345987842,12.566167848913446,6.417084914429898,-0.9318038626961196,1.0920132829276645,-0.017572976757404945,1.0920132829276645,0.15499823105892555,2.3984142694200297,1.2135134618700185,0.1549857118259245,2.3977371849860343,1.2095410970753449,0.010000014142115625,0.08210380996299488,0.01397986669276361,0.007759098733790437,1.4141693921492682,1.0168834379183123,0.013141443995512491,-0.1372247518833822,0,0,0,1.0521827626558182e-08,0.6006691461739995,372,0.9814,0.01069,0.4402905459088176,0.026662157021338666,0.4398022748632672,0.9999837344776507,0.04297074428264017,1.0868408341037725,1.0728283503488966e-08,1.0521828727485306e-08,1.0196215678235054,3.652125681892204e-09,0.0,372,0,0,0,0,0.9814,372,0.6006691461739995,-0.000637,-0.0006369625334614604,409.0,372.0,-0.0057078,0.9999837,0.0001052,-5.05e-05,0.9999837,1.0,0.0001032,5.25e-05,-2.49e-05,0.9807559,0.0001052,-5.05e-05,1.0,701.0,372.0,-0.0178188,0.9999856,0.000209,-0.0003688,0.9999855,1.0,-0.0001644,0.0001052,-0.0001842,0.9785509,0.000209,-0.0003688,0.9999999,1194.0,372.0,-0.2024614,0.9999832,-8.33e-05,-0.0001702,0.9999832,1.0,1e-07,-4.17e-05,-8.53e-05,0.7252119,-8.33e-05,-0.0001702,1.0,-0.05016722408026756,1.0,5.012777507251196e-11,289.7828279925958,0.0,256,9.54360088177513e-18,5.552453868085187e-19,1.144360300640995e-18,1.0261299397446969e-17,8.152675362599793e-12,-9.773829039365725e-20,18.700305797170643,5.549915956151864,6.752781323781374,3.092102390160352,0.9826490728965102,1.2915692994214605,-0.10904115524176074,0.0,0.9392840209036317,0.011940635673014593,0.047906300237089736,0.3290762620638954,0.9937043927135141,0.9550633073913355,0.955658093293592,0.9785665152898623,0.9778290466467962,621.4858084126032,289.7828275497903,0.609170287691702,0.6091702876917156,0.609170287691728,0.7614628596146444,1.7098360687619683e-13,372,0.9767,0.9767,-0.02267,0.004238,372,0.7577,0.7577,-0.14318,0.023558,3,0.9586,1.0,3.5e-05,13.851,0.7442,0.9795,-0.000171,13.958,0.7406,0.9792,-0.000655,13.869,8.0209,1.7268,1.7402,1.729,0.27034,0.92932,1.25776,0.26337,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,80,0.0916,-0.8862,30,0.06,0.9856,2.0,0.9999837,0.9999838,-1e-07,0.0001089,0.0002296,-0.0057078,0.0057134,182.0,190.0,0.9999865,0.9999846,9e-07,4.53e-05,0.0001085,-0.0178176,0.017818,181.0,191.0,0.9999839,0.9999827,6e-07,1.62e-05,4.22e-05,-0.2024574,0.2024574,169.0,203.0
3,1196,207563,1.9244492684078366e-15,9.198583945462645e-10,2.635102273489949e-10,9.198583945462645e-10,0.4462363649192929,8.765030758946756,7.673159078829075,-9.375304504581653,9.422031695763245,-0.012374377714793234,9.422031695763245,0.0008831200607138082,12.56617009379168,5.987867148501679,-0.9332850016238136,1.093182211476957,-0.01749111822636821,1.093182211476957,0.15499899505317938,2.3984181492023042,1.2135134879034652,0.15498687468069886,2.3972301065426427,1.2037591467634141,0.010030973684780186,0.09624573448101563,0.02337793301128307,0.28625630325007745,1.413993442847001,1.0722744597500948,0.013173171746396609,-0.15341164612562486,0,0,0,8.350204911424651e-08,0.6082383047716948,372,0.9659,0.01144,0.44260099560899885,0.04659004237510922,0.4409460719166077,0.8222711731084968,0.03173041225573428,1.080785773422195,8.729629441930203e-08,8.350222621419417e-08,1.0454367311761914,3.0004290885540867e-08,0.01967865162282892,368,4,0,0,0,0.9659,372,0.6082383047716948,0.059095,0.059095309626669534,420.0,372.0,0.0423104,0.8206765,-0.015301,-0.0051808,0.8205175,0.9999858,0.0001095,-0.005318,0.0002298,0.9657547,-0.0186444,-0.0063129,0.9998062,782.0,372.0,-0.0006696,0.8386406,0.003872,0.0320695,0.8380182,0.9998706,-0.000265,0.0032715,0.0157459,0.9556364,0.0046169,0.0382399,0.9992579,1194.0,372.0,-0.2220209,0.4039438,-0.0086109,0.0005653,0.4038516,0.9999028,0.0001524,0.0001339,0.0139411,0.5454251,-0.021317,0.0013995,0.9997718,-0.05016722408026756,1.0,1.1712951882824357e-09,289.78285262573996,0.0,256,6.694155458319261e-17,2.3927499827230578e-18,6.199251970120725e-18,1.4832318263783309e-16,1.5140921336331414e-10,-4.046089830808856e-19,19.303378630904405,5.289085526448028,6.517432853500617,3.1338927174975098,1.2659900793997945,1.5296800096647307,0.10056676477903269,0.0,0.6867705340036844,0.03061019898069182,0.055369022799303176,0.4452743379261315,0.6490350225737236,0.9851456686276697,0.4483093030532588,0.9783646493684587,0.7241546515266296,621.4858564119428,289.78284993064625,0.6091702876911606,0.6091702876916013,0.609170287691728,0.7614628596145016,3.1743023949361195e-12,372,0.959,0.959,-0.02395,0.136811,372,0.5987,0.5987,-0.14754,0.123354,3,0.9263,1.0,0.007073,13.927,0.5828,0.857,0.003172,14.066,0.5787,0.8593,0.00315,13.913,8.0651,1.7268,1.7441,1.7251,0.28337,0.72223,1.25629,0.24251,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,80,0.1468,-0.9206,30,0.0654,0.349,1.0,0.7798883,0.8666428,-0.0526893,0.0320991,0.0147864,-0.0078621,0.036205,182.0,190.0,0.8018193,0.8761053,-0.0442726,0.0225382,0.0065768,-0.0381042,0.0447567,181.0,191.0,0.3693896,0.4296982,-0.0754718,0.0294713,0.0310293,-0.118979,0.1264412,169.0,203.0
4,1196,207563,7.089781035924964e-14,5.709809297390867e-09,1.3615612128166875e-09,5.709809297390867e-09,0.44623582494996517,8.765030964792647,7.673159056980432,-9.201458729521068,9.402908706662107,-0.017184843546958525,9.402908706662107,0.0007641752518914302,12.566343166076603,5.738301966621284,-0.9366308971962796,1.0972590947450873,-0.017589346185062076,1.0972590947450873,0.1550035330630247,2.398428056516035,1.2135138798125564,0.1549919404622509,2.3961534902923014,1.1937735022357558,0.017341758651174266,0.11038289274153482,0.034128631933480987,0.09933433349887122,1.414177444622968,1.034897387472095,0.013203267666344314,-0.16901767985100874,0,0,0,4.3055744838560033e-07,0.6071875936470881,372,0.9576,0.01212,0.44542727022742046,0.036181062658354746,0.44284313374067896,0.1157089972456756,0.11600123704932248,1.0736781155481818,4.598880585601677e-07,4.305591428038259e-07,1.0681182045406123,1.557634382682278e-07,0.024636592003827198,367,5,0,0,0,0.9576,372,0.6071875936470881,0.002972,0.0029722368615578976,113.0,372.0,0.012228,0.1094463,0.0814924,0.0233304,-0.0692327,0.9903547,0.0067096,0.0146403,-0.1376163,0.9597059,0.7445882,0.2131672,-0.6325726,738.0,372.0,-0.0295448,0.0563224,-0.0511206,-0.0096654,0.021575,-0.8309561,-0.0074267,0.4646507,-0.3058703,0.9493189,-0.9076421,-0.1716076,0.3830623,1194.0,372.0,-0.1550333,0.0536273,-0.0429899,0.0184912,-0.0261882,-0.941561,0.0035926,-0.2518929,0.2236066,0.5143197,-0.8016432,0.34481,-0.4883381,-0.05016722408026756,1.0,6.051208276989768e-09,289.7828928522063,0.0,256,4.316493918828051e-16,6.715769670299702e-18,3.025154272478982e-17,2.33846955304908e-15,7.547625588351758e-10,9.286242479282212e-19,16.925845266233246,5.349450601621639,6.49045812395127,3.118740779558718,1.0109516794007303,1.3180209724143077,-0.0009721818826107231,0.0,0.04162738976922028,3.0115884825140533,0.053221216388591536,0.4127540654950863,0.03541141632599879,0.01607816997950393,0.0012088424624173409,0.9707233998677687,0.5006044212312087,621.4859398377407,289.78288882994735,0.6091702876916433,0.6091702876917239,0.609170287691728,0.7614628596146548,1.970374897029045e-11,372,0.9495,0.9495,-0.02367,-0.105754,372,0.5218,0.5218,-0.14901,-0.087201,3,0.9092,1.0,-0.001382,13.903,0.5082,0.8557,0.001806,14.044,0.5039,0.8575,9.8e-05,13.929,8.059,1.7251,1.7427,1.7283,0.30116,0.63752,1.25481,0.20367,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,80,0.0842,-0.8424,30,0.0519,0.1813,1.0,0.1587418,0.1247203,0.1200215,-0.0375312,-0.0047157,-0.0841945,0.0923014,182.0,190.0,0.0779816,0.0800358,-0.0130004,-0.0175963,0.0031426,-0.0525999,0.055554,181.0,191.0,0.0897007,0.0864864,0.0182438,0.0561537,0.0298664,-0.0306713,0.0706114,169.0,203.0
5,1196,207563,6.316603931424923e-14,2.0238920995980354e-08,4.384819420128649e-09,2.0238920995980354e-08,0.4462343631567608,8.765031705185239,7.673159018351549,-9.237926525910044,9.45018356234556,-0.01180416796948835,9.45018356234556,1.3530692306957912e-06,12.566365634659515,5.539269709329584,-0.9402510571936054,1.1009329635204053,-0.017629159404726688,1.1009329635204053,0.1550119086130432,2.398448770447515,1.2135150221678768,0.1550017005386881,2.3940282243811377,1.179143490602823,0.02101398347671431,0.12447721662469416,0.04457159702575649,0.0054781117147918446,1.414185999735781,0.9344510730775522,0.013231710963874743,-0.18398073007984275,0,0,0,1.1083561495484347e-06,0.6098211488275808,372,0.9564,0.01243,0.44753617402597207,0.03694745876901605,0.444149972631515,0.05138468075978455,0.14006047484451037,1.0670982855889175,1.1969708105876062e-06,1.1084047015883805e-06,1.0799041260582056,3.971503935872522e-07,0.02835076954478995,367,5,0,0,0,0.9564,372,0.6098211488275808,0.017881,0.017880669550805806,113.0,372.0,0.0090712,0.0724383,0.0657143,-0.0234516,0.0194667,0.2075382,-0.177072,0.4811002,0.8331362,0.9545159,0.9071769,-0.3237466,0.2687345,738.0,372.0,-0.0351704,0.0619526,0.0283228,-0.0547121,0.0065215,0.8580179,-0.0505508,0.474401,0.1902463,0.9473109,0.4571693,-0.8831281,0.1052662,1194.0,372.0,-0.1112052,0.0318381,0.007546,0.017536,-0.0254796,-0.1131008,-0.1364411,-0.1878754,-0.9660719,0.4960587,0.2370111,0.5507871,-0.800287,-0.05016722408026756,1.0,2.0802035786096316e-08,289.78294678771,0.0,256,8.273700790383291e-16,1.0004807516455535e-17,5.502647752278168e-17,1.5887786632848383e-14,2.568209083134289e-09,4.13050307231201e-18,17.720648653056223,5.201500836967927,6.312093423065278,3.1321977984326606,1.0747875292436362,1.4201377577652443,-0.0872853574406201,0.0,0.01677047696508675,1.2432284178606194,0.02462689914085703,1.8459162775906264,0.018369459172061106,-0.0018846591647564757,0.0004902052397560612,0.8103856438248511,0.5002451026198782,621.4860577991242,289.78294383230264,0.6091702876916607,0.6091702876917237,0.609170287691728,0.7614628596146545,6.984165709798508e-11,372,0.9497,0.9497,-0.02349,0.111678,372,0.5035,0.5035,-0.14805,-0.065017,3,0.9084,1.0,0.001475,13.881,0.4924,0.8686,0.001536,14.044,0.4889,0.8687,0.000158,13.918,8.0527,1.7237,1.744,1.7284,0.31082,0.63075,1.25336,0.15404,0.9821,0.9778,0.9956,0.5251,3.9438,1.3501,0.1066,0.0,12.9328,3.2793,80,0.0348,0.4691,31,0.0722,0.2735,1.0,0.1028104,0.0498676,0.3467612,0.0193051,-0.031046,0.0042888,0.0368094,182.0,190.0,0.0917105,0.0709676,0.1275085,0.0504814,0.014558,-0.0038492,0.0526794,181.0,191.0,0.0868039,0.0610423,0.1742461,0.0152719,-0.0478755,-0.0416853,0.0652913,169.0,203.0
6,1197,207564,0.0,4.2411151565452885e-08,9.657460620303292e-09,4.2411151565452885e-08,0.4461809845796764,8.764985063899347,7.668843118797046,-9.328370560487913,9.265338081137864,-0.010565177234691229,9.328370560487913,5.64539052614407e-05,12.56613758032274,5.3850382167950785,-0.9436451087260477,1.1041936235179315,-0.017901625305067843,1.1041936235179315,0.15502304406930748,2.3984940576522735,1.2118118704716279,0.15501203197819646,2.3897779923272404,1.1627203520328948,0.0,0.1386161386532569,0.05342174167462161,0.007425508866089614,1.4141746615231003,0.9653832251351484,0.013258614857622813,-0.1984042946516424,0,0,0,2.373942685770683e-06,0.6173588252200816,372,0.9614,0.0125,0.44944008357072296,0.02072719288392456,0.4441705818643036,0.06904569337441413,0.07541301626716265,1.0602293594896008,2.5342865972454803e-06,2.374178856498105e-06,1.0674371015937414,8.061802696849637e-07,0.027895529272473435,367,5,0,0,0,0.9614,372,0.6173588252200816,-0.046358,-0.046358272976797066,164.0,372.0,-0.0298416,0.0610882,0.0148689,-0.0117267,0.0580789,0.8778066,0.3661478,0.1780931,-0.2523375,0.9520243,0.2434009,-0.191964,0.9507396,745.0,372.0,-0.0858432,0.0449236,0.0240871,0.0378152,0.0028201,-0.4824743,0.6964339,-0.3072976,0.4333204,0.9444804,0.5361787,0.841767,0.0627757,858.0,372.0,-0.0766329,0.0639228,0.0458125,-0.0072325,-0.043989,0.7295099,0.2056879,-0.5978438,0.2609416,0.4745574,0.7166841,-0.1131449,-0.6881585,-0.05016722408026756,1.0,4.2015051758695937e-08,289.78300234532685,0.0,256,1.2470840182635012e-15,1.9884208167936626e-17,8.845885966653387e-17,6.013909148480659e-14,6.5783649465018e-09,7.470490184731804e-18,18.842565076046373,5.800800422947744,7.027734831999493,3.141368638282996,1.1387547044633912,1.5120633593415078,0.15277939400503515,0.0,0.02204822822307706,0.35572338792995345,0.037579032321679764,0.5881551783337021,0.02843108285858503,0.0062316602815398895,0.0008543068973689826,0.7777528956147904,0.5004271534486845,621.4861788877689,289.78300029281934,0.6091702876914081,0.6091702876917018,0.609170287691728,0.7614628596146272,1.4635486388986709e-10,372,0.955,0.955,-0.0236,-0.051266,372,0.5021,0.5021,-0.1447,0.031093,3,0.9183,1.0,-0.000835,13.874,0.4909,0.8828,0.001439,14.034,0.4877,0.8819,0.000492,13.938,8.0534,1.7228,1.7426,1.7307,0.31641,0.63912,1.25291,0.18906,0.9825,0.9767,0.994,0.5255,4.0506,1.3502,0.1066,0.0,12.9333,3.1929,81,0.1648,0.826,32,0.2085,0.6563,3.0,0.0957919,0.0510644,0.3045663,0.0383522,-0.0190734,0.0116022,0.0443768,182.0,190.0,0.0803251,0.0498106,0.2344824,0.0439385,-0.0109753,-0.009458,0.0462656,181.0,191.0,0.1071064,0.1149378,-0.0352698,0.0268093,0.0742924,0.047146,0.0919829,169.0,203.0
