# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"campo_spinoriale":false,"chi_basc":false,"chi_core":true,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/fase3_cov/cond_off_s2.csv","da_libera":false,"db_cleanup":false,"db_ogni":1000,"denoise":false,"deparam_orologio":false,"diaglog":"csv/fase3_cov/diag_off_s2.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"kuramoto_su2":false,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":true,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":false,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":50,"ogni_effettivo":50,"olon_part":false,"out":null,"passi":10000,"passi_effettivi":10000,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":2,"seed_effettivo":2,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":false,"sync_db":"db/fase3_cov/off_s2.pkl","sync_fase_orologio":false,"sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"trace_out":null,"trace_segno":false,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,chi_core_media,chi_core_abs_media,rho0_core_max,rho_c_core,r_core_medio,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,verso_arco_coer,segno_ov_absmedia,spin_overlap_arco,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138649,0.0,3.708819399934552e-12,4.5638554591522096e-14,3.708819399934552e-12,1.156776240045387,6.737758289983473,5.72377358422912,-9.309148050516084,9.296574997433826,-0.0003804979347069675,9.309148050516084,3.3860492810529165e-05,12.566367523263565,6.291542898454955,-1.00331135093879,1.0309061553637893,0.009747637609616397,1.0309061553637893,0.07438831199587517,2.3997973030831106,1.3115567323316053,0.07438831199587517,2.399696764905249,1.3113396441982295,0.0,0.06026187982634579,0.004514730736951214,1.0,1.0,1.0,0.0075216870168442465,-0.11972586144101693,0,0,0,0.0,0.59523911280085,372,0.9988,-0.00978,0.4518362355271397,0.0,0.0,0.0,0.06037577159752555,0.0,2.2809259981714813e-13,-1.2166125934399888e-13,0.00022809259981714812,2.1573929303016716e-12,0.0013546544631543413,373,3,0,0,0,0.9991,372,0.59523911280085,0.0,0.0,80.0,372.0,-0.0429877,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0429469,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.025,1.0,3.824731401639546e-12,289.7828186084539,0.0,256,4.4382007009736445e-18,1.5934024605633539e-18,2.561680170843532e-18,4.172691647206808e-18,1.7636855449383496e-15,1.2663414363197265e-19,30.395397627519955,9.776321629622108,12.078413396961603,3.110118428002161,1.1339502761309204,1.4370975705418716,-0.05713078581341328,0.0,0.9021423403078563,0.0,0.02130626019810188,0.0,0.0,0.0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917265,0.609170287691728,0.609170287691728,0.76146285961466,1.2798617354525328e-14,372,0.9987,0.9989,0.03091,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,0.0019,1.0,1.28273,0.27169,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3454,7.2727,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,178.0
1,824,138649,1.5520906240474436e-15,4.999221724401848e-11,2.5438961271514013e-11,4.999221724401848e-11,1.1567800843512197,6.74862671233734,5.723740433889289,-9.321666756009778,9.19881044511089,0.004460198800602954,9.321666756009778,0.000408411213221882,12.56617825373302,6.372585973875636,-1.007314781043454,1.0353520987641467,0.009751327184581805,1.0353520987641467,0.07438831199589054,2.3997973302238265,1.3115567328600342,0.07438908797121405,2.399214664432751,1.3110180689408693,0.01,0.07026187982634578,0.014514730736951212,0.0004185230618849456,1.4141387329943338,0.9034019512119038,0.0075619705050660605,-0.13842909774422182,0,0,0,9.601879014748935e-09,0.5951250712814858,372,0.9443,0.01207,0.4550431833150405,-0.009179844624077466,0.4547834048652133,0.9999846331501414,0.06037577159752558,1.1374306707505824,1.0108822741222737e-08,9.600385927491674e-09,1.0529600390620864,3.347712958438328e-09,0.003194794435514165,373,3,1,1,0,0.9443,372,0.5951250712814858,-0.907983,-0.9079834754571637,220.0,372.0,0.0114789,0.9999845,0.0001137,0.0001021,0.9999845,1.0,-0.0001876,5.72e-05,5.09e-05,0.9500119,0.0001137,0.0001021,1.0,694.0,372.0,0.0321638,0.9999845,-0.0001859,-2.56e-05,0.9999844,1.0,7.05e-05,-9.29e-05,-1.32e-05,0.9663083,-0.0001859,-2.56e-05,1.0,-0.0024271844660194173,1.0,3.347967429015074e-11,289.78282614770455,0.0,256,1.6834255481529545e-17,1.5557210765425114e-18,3.108574655020169e-18,1.6671360362942315e-17,9.10513385038938e-12,1.7668308175748327e-19,24.94922924389001,7.814758589073994,9.872024417253177,3.1308853690881384,1.1009668269458173,1.421246243347608,-0.06741043853621546,0.0,0.9111642841515054,0.025146007600504595,0.01323922205748855,2.466470606429522,0.9968779721186705,0.9613274196250365,0.9627514109138797,0.9769869447995104,0.9813757054569402,621.4858089851076,289.78282781673437,0.6091702876917066,0.6091702876917173,0.609170287691728,0.7614628596146467,1.7251614811225033e-13,372,0.9632,0.9632,0.04489,-0.875306,2,0.9096,0.9987,-3.1399,12.02,6.01,2.0,0.25629,0.46526,1.28136,0.27169,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3454,7.2727,80,0.1171,-0.9849,58,0.1749,-0.9959,1.0,0.9999835,0.9999856,-1.1e-06,-0.0002243,0.0001289,0.0114777,0.0114806,178.0,194.0,0.9999861,0.9999828,1.7e-06,1.97e-05,0.0004049,0.032165,0.0321675,194.0,178.0
2,824,138649,2.1255366775102802e-14,4.906793402704039e-11,2.5325552519375048e-11,4.906793402704039e-11,1.1567800816835008,6.748627963977222,5.7237404341152915,-9.300046264054002,9.361624686085648,-0.015026342496783697,9.361624686085648,0.00047998106351743977,12.566151557782735,5.926638221308739,-1.0073147869424757,1.041648297157808,0.009739386052619302,1.041648297157808,0.07438831199589054,2.3997975752869665,1.3115567308473797,0.07432698703078916,2.398652602801182,1.3119264307944456,0.010000014142115625,0.08440400959222064,0.015887765813412395,0.006379755489074546,1.4138303643162653,0.90998937309288,0.007599586833701741,-0.13842912357922177,0,0,0,1.0355188127957525e-08,0.5953836781333116,372,0.9588,0.00209,0.4558167376313701,-0.017138323828986002,0.455381255683661,0.9999846584058715,0.06037271644774926,1.1389259081565428,1.0747734492020866e-08,1.0353168573916935e-08,1.0381106436437222,3.5789285982119272e-09,0.006012075695872336,373,3,1,1,0,0.9588,372,0.5953836781333116,0.029638,0.02963793010962279,220.0,372.0,-0.0253457,0.9999846,0.0001389,9.19e-05,0.9999846,1.0,-0.0001911,6.98e-05,4.58e-05,0.9637618,0.0001389,9.19e-05,1.0,704.0,372.0,0.0485763,0.9999846,-0.0002432,-9.6e-06,0.9999846,1.0,7.62e-05,-0.0001215,-5.1e-06,0.9156091,-0.0002432,-9.6e-06,1.0,-0.0024271844660194173,1.0,4.999250004288067e-11,289.78282781517015,0.0,256,3.270914672737356e-17,2.664707106441137e-18,5.6704863231689915e-18,3.204750997187069e-17,9.152919743667663e-12,3.242839398177004e-19,30.91851901887399,7.664165454882703,9.74276303163061,3.140610154648648,1.0579734517688129,1.3707042761377657,-0.01702890699400881,0.0,0.8927523497575788,0.011239749577763155,0.005146864232977295,1.2631209937547712,0.9911466719579646,0.9465707184712977,0.9459397130180186,0.9723583843193121,0.9729698565090095,621.4858089813258,289.78282781497103,0.609170287691707,0.6091702876917173,0.609170287691728,0.7614628596146467,1.6932657603289975e-13,372,0.918,0.918,0.0671,0.021791,2,0.8803,0.9915,0.000566,12.002,6.0011,2.0,0.27632,0.69879,1.28015,0.26356,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3454,7.2727,80,0.1197,-0.9861,57,0.1688,-0.987,-4.0,0.9999834,0.9999857,-1.2e-06,-0.0002282,0.000125,-0.0253464,0.0253477,178.0,194.0,0.9999862,0.9999831,1.5e-06,7.89e-05,0.0004084,0.0485772,0.048579,194.0,178.0
3,824,138649,6.058269800253432e-15,8.346842209952937e-10,2.793903924634799e-10,8.346842209952937e-10,1.1567800483881574,6.748628948995175,5.7237404299739625,-9.298464170920342,9.37000613979735,-0.01514791752159581,9.37000613979735,0.0003294832061655484,12.566333429587942,5.211959730874852,-1.0088843745014442,1.0482247598906023,0.009907577714617817,1.0482247598906023,0.07438672443209478,2.39979835865543,1.3115579800238333,0.07432624921348778,2.398491310654051,1.3139711010766826,0.010004198561704952,0.09853864014523346,0.024935079393846902,0.15053163836260353,1.4119101872785562,0.9324219933232241,0.007634778128380927,-0.1566874034349265,0,0,0,1.3161805703174018e-07,0.6037625724193897,372,0.9162,0.01082,0.4590046148835966,-0.011033328454683793,0.4652893953274247,0.9803632476599563,0.23364876068279256,1.156540311160327,1.4150805458877433e-07,1.3163073785760338e-07,1.0750380715927925,4.677833834626647e-08,0.0077701619675275575,373,3,0,0,0,0.9162,372,0.6037625724193897,0.233151,0.23315128057105783,254.0,372.0,0.0143368,0.9797133,0.0250067,-0.0635465,0.9773304,0.9993881,-0.0004398,0.012894,-0.0325125,0.9305767,0.0255245,-0.0648623,0.9975677,788.0,372.0,0.0968939,0.9941784,0.0077143,0.0020635,0.9941463,0.9999919,0.0001286,0.0038792,0.0010287,0.900712,0.0077595,0.0020756,0.9999677,-0.0024271844660194173,1.0,9.571136523537411e-10,289.7828521907446,0.0,256,4.902405980136076e-17,3.431895179342304e-18,7.897960822084772e-18,1.0924820400916385e-16,1.670874945997372e-10,8.69784550744181e-19,20.79610648852686,5.7706377477861945,6.886891885894608,3.1278654751888366,1.2084451186626284,1.5363822810773569,0.04522439044251277,0.0,0.8870316460215959,0.022538585655385558,0.009006105947595417,1.7121149811568546,0.9838977239672685,0.9786183340504924,0.9544260209017725,0.9667048339335259,0.9772130104508866,621.4858569084219,289.78285016214164,0.6091702876913687,0.6091702876916179,0.609170287691728,0.7614628596145223,2.880378257471981e-12,372,0.8528,0.8528,0.08099,-0.272774,2,0.7816,0.9462,-0.004368,11.948,5.9741,2.0,0.27178,0.70189,1.27856,0.24207,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3454,7.2727,80,0.0431,-0.987,56,0.0741,-0.8838,-3.0,0.9676933,0.9920964,-0.0124519,-0.0035284,0.0002541,0.0019583,0.0040434,178.0,194.0,0.9936009,0.9952173,-0.0008127,0.0073408,0.0162183,0.0954711,0.0971167,194.0,178.0
4,824,138649,1.591361474280377e-14,4.531608536728981e-09,1.3471860262233943e-09,4.531608536728981e-09,1.1567799239921137,6.748629514022032,5.723740414415505,-9.266926120428854,9.352528527694218,-0.02733057036992239,9.352528527694218,6.987790274771977e-05,12.566344861607465,4.8660691293218195,-1.0116192964287005,1.0546514272216028,0.010168274109751397,1.0546514272216028,0.0743838280593254,2.3998003763680402,1.3115634596836658,0.07432017818555896,2.3978625138826644,1.3168333397884977,0.015757749983932104,0.11241638751202311,0.034397311110340376,0.002868154803518319,1.4134859707240974,0.7695102590335493,0.007667731782726615,-0.17452799291250295,0,0,0,7.535401590475416e-07,0.601080978976157,372,0.9105,0.013,0.46234604066724383,-0.00712221655535258,0.46750485086961824,0.1302221704539005,0.844048599871585,1.1523600495760298,8.145265192674311e-07,7.536054967419854e-07,1.0808394084024355,2.6898446004968795e-07,0.007704587622110891,373,3,1,1,0,0.9105,372,0.601080978976157,-0.058784,-0.058783702706979746,407.0,372.0,0.0236572,0.1342547,0.0490581,-0.1127267,0.0539473,-0.9926343,-0.0116791,0.1123498,0.0437988,0.9274479,0.3654104,-0.8396485,0.4018278,818.0,372.0,0.1536445,0.6620155,-0.2790996,0.0288995,0.5996105,0.9819429,-0.0003358,-0.1872743,0.026766,0.8678707,-0.4215907,0.0436538,0.9057349,-0.0024271844660194173,1.0,4.7170633475635996e-09,289.78288563657975,0.0,256,1.8840327629308548e-16,6.240735235092324e-18,2.824987252219073e-17,1.1578012111583138e-15,6.736724772000101e-10,-3.2519512845375977e-18,21.74080771684213,5.653892172803075,6.812516833786364,3.1211220577696244,0.9508124116094393,1.2615885832302083,-0.07851215031783641,0.0,0.3108780016891962,0.4041187419231893,0.09437877471087389,0.613924859557455,0.20203625055769797,0.5254417518589791,0.1979875815889233,0.9529099389224672,0.5989937907944618,621.4859271023387,289.78288289175737,0.6091702876897771,0.6091702876912837,0.609170287691728,0.7614628596141045,1.5637944144622487e-11,372,0.802,0.802,0.09004,-0.037168,2,0.7304,0.9511,0.003472,11.943,5.9717,2.0,0.27837,0.70171,1.27697,0.20592,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3454,7.2727,80,0.0643,0.5388,57,0.0981,0.7876,3.0,0.1916551,0.1255537,0.2083845,0.0268999,0.0024864,0.0894669,0.0934565,178.0,194.0,0.6171845,0.7800586,-0.1165682,-0.0680663,0.16857,-0.0101683,0.1820776,194.0,178.0
5,824,138649,4.5901611136328e-14,1.539738581012323e-08,4.249638781491543e-09,1.539738581012323e-08,1.156779595444753,6.748629505436608,5.723740399429555,-9.353542341967467,9.379005810488025,-0.053057650686532544,9.379005810488025,4.245985233034753e-05,12.566258366489603,4.6084058109668025,-1.013684077205557,1.0611972280796231,0.010356226830153846,1.0611972280796231,0.07438973663011242,2.3998043128753794,1.3115824505238303,0.08500647858413886,2.3984963156223085,1.320723811582942,0.019473955315283002,0.12650333011868434,0.043091130043666555,0.09366752574946358,1.4141574048366499,0.9540902981193164,0.007698590402435639,-0.19194982818994008,0,0,0,2.6490521207000233e-06,0.5998218663391145,372,0.9113,0.01339,0.46583546999794984,-0.00219323210961927,0.47030505425940816,0.027404130230956204,0.11142708005360408,1.1517311682228342,2.8632534485909434e-06,2.649335791775574e-06,1.0807438821003519,9.457081978270094e-07,0.007641931529111427,373,3,0,0,0,0.9113,372,0.5998218663391145,-0.033632,-0.03363218334308726,254.0,372.0,0.0338952,0.0279701,0.0234021,0.0124315,0.0089513,0.6342246,0.5068006,-0.0350276,0.5828253,0.9282188,0.8366828,0.4444558,0.3200326,818.0,372.0,0.1665929,0.2866086,-0.2384455,-0.0147503,0.1583371,-0.9359017,-0.0515233,0.3478004,0.0216402,0.8598964,-0.8319553,-0.051465,0.5524507,-0.0024271844660194173,1.0,1.5414536991841657e-08,289.7829180948675,0.0,256,4.1980070470497047e-16,1.683991627298148e-17,6.40480575081458e-17,7.853546480987818e-15,1.999144043310411e-09,6.637153859837752e-18,21.64349089532768,6.014523033765483,7.333868587038951,3.0808216553219876,0.9887174385760422,1.2435574441866355,-0.02058292714865452,0.0,0.09507633540832924,1.0493038275493523,0.06702273952645252,1.6187617073390022,0.030672805808518534,0.05022052264385428,0.0182795696045228,0.8651470733835182,0.5091397848022615,621.4860033900156,289.7829184627365,0.6091702876850995,0.6091702876906662,0.609170287691728,0.7614628596133327,5.3134207812539497e-11,372,0.7967,0.7967,0.09287,-0.008227,2,0.7262,0.9666,0.000535,11.951,5.9755,2.0,0.28997,0.6201,1.27553,0.1524,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3455,7.2728,80,0.0974,0.7771,57,0.1597,0.9594,0.0,0.0859707,0.0513912,0.2517398,0.0421687,-0.0066357,0.0507761,0.0663358,178.0,194.0,0.220787,0.3806056,-0.2657475,0.0165814,-0.0119753,-0.0302604,0.0365245,194.0,178.0
6,824,138649,2.5907259015435892e-14,3.4442748323585835e-08,9.36643047000998e-09,3.4442748323585835e-08,1.1567788913313009,6.74862783005962,5.723740415768467,-9.380150763643535,9.069764847605448,-0.07718292561963722,9.380150763643535,0.0001093076929761325,12.565622424644408,4.750509405887961,-1.0188202159327309,1.0682878542713847,0.010033823672118674,1.0682878542713847,0.07439879820520177,2.399816201152322,1.3116140172123532,0.07438010536148858,2.3978828276819106,1.321338788841807,0.0286194072722156,0.14064307313043076,0.05203002390715699,0.2084259431117076,1.4141221414009977,0.8977389177708289,0.007727475962176144,-0.2089724046775417,0,0,0,5.374141529705572e-06,0.6001660226323915,372,0.9117,0.01198,0.46815453859920003,-0.04608182300676759,0.4709564743017985,0.07629779252086023,0.11300118832938481,1.1438176754759941,5.826778177444332e-06,5.374410849637549e-06,1.0841705891981241,1.9123608092313316e-06,0.006960261731347633,373,3,2,2,0,0.9117,372,0.6001660226323915,-0.113775,-0.11377477112151246,407.0,372.0,-0.0724871,0.079134,0.0177467,-0.0648506,-0.0417331,0.7498505,-0.2175117,-0.3108938,-0.5419945,0.9256181,0.2242613,-0.8195032,-0.5273722,538.0,372.0,0.2168041,0.0507999,0.0218684,0.0150112,0.0433252,-0.1036864,-0.0275076,-0.2225835,0.9689938,0.7952612,0.4304809,0.295497,0.8528586,-0.0024271844660194173,1.0,3.441260281024733e-08,289.7829807493368,0.0,256,7.041702187722154e-16,4.6885549229881945e-17,1.1581236004626657e-16,2.3059928468841747e-14,4.582952840432255e-09,-8.54718972137128e-18,23.874843824635985,7.420476658203467,9.151610888103898,3.1380302323863787,1.2716760258590796,1.5973666664905146,0.07945587615157042,0.0,0.019959012663882926,2.0559943267801963,0.03762238408685105,0.9726267546413656,0.05508033257319399,-0.0021289084102172357,0.001521863168753176,0.8286738468963624,0.5007609315843766,621.4861555233542,289.78298939859445,0.6091702876769005,0.6091702876886445,0.609170287691728,0.7614628596108055,1.1885703986651224e-10,372,0.8266,0.8266,0.09538,-0.19202,2,0.7539,0.9729,0.008571,11.915,5.9577,2.0,0.3011,0.64811,1.27389,0.16555,0.9799,0.9773,0.9973,0.5012,1.9725,2.3909,1.04,0.1793,14.3455,7.2728,80,0.061,0.7721,58,0.1182,0.9004,-3.0,0.1302015,0.0662745,0.3253684,-0.0119849,-0.0541395,0.0219337,0.0596306,178.0,194.0,0.083226,0.1217909,-0.1881061,0.077533,-0.0213956,-0.0250452,0.0842401,194.0,178.0
7,831,138658,0.0,4.766781398463581e-08,1.5247544530349856e-08,4.766781398463581e-08,1.115067377305016,6.7710714421462725,5.724929020395998,-9.364851573085247,9.328840497822293,-0.10794074161346677,9.364851573085247,0.00039753813460420106,12.565807656186383,4.741234309673365,-1.02493533690073,1.0752262320285642,0.0093581498114271,1.0752262320285642,0.0744012411060822,2.3998409901550932,1.3061964755954583,0.07420959744686904,2.3985759948376435,1.2996650406612082,0.0,0.15476892596154115,0.05856789356737364,0.007033633763589453,1.4141952045892001,0.9932608819819225,1.455385557620627e-12,-0.22540971306593527,0,0,0,5.581086991991091e-06,0.6000079726416163,372,0.9095,0.0128,0.46812671807432976,-0.048184827360094606,0.47102581111385006,0.06654407021319184,0.11345646706430591,1.143160431754726,6.066765226133158e-06,5.581540429683663e-06,1.0869338496356633,1.9900984041752227e-06,0.0065373525161913125,373,3,3,3,0,0.9095,372,0.6000079726416163,0.00763,0.007630057374946375,407.0,372.0,-0.0761454,0.0781007,0.0010815,-0.0743561,-0.0238688,0.3230132,0.0207263,-0.632266,0.7038982,0.9237933,0.0138475,-0.9520543,-0.3056157,538.0,372.0,0.1578069,0.0911389,0.083413,0.0235564,-0.0281723,-0.0169808,-0.3712533,0.9211421,-0.1156715,0.8410289,0.9152286,0.2584672,-0.3091137,-0.0024271844660194173,1.0,3.9837628857734537e-08,289.78305647107317,0.0,256,6.174130990263695e-16,2.054664088239283e-16,3.1209730986980755e-16,8.56335078234291e-14,7.659287602012489e-09,2.509362715491298e-17,24.99246926719275,6.6567411640800165,8.264731353022832,3.1327390756899374,1.0891591597819286,1.4160779026108106,0.00775344230084133,0.0,0.037137790197889896,0.7751723262371615,0.02070565008713193,1.0646930057728778,0.050105549835784004,-0.0009313591023500683,0.002496322579734281,0.8386974795523464,0.5012481612898673,621.4863157110393,289.7830640899868,0.6091702876712071,0.6091702876853777,0.609170287691728,0.7614628596067221,1.6449482351333494e-10,379,0.8386,0.8386,0.08237,-0.088784,2,0.7633,0.9658,0.00131,11.913,5.9565,2.0,0.31449,0.66897,1.28013,0.19282,0.9797,0.9778,0.9981,0.5018,1.792,2.3894,1.0752,0.2816,14.3959,8.0334,80,0.0325,-0.7777,58,0.0386,-0.3268,-2.0,0.1149507,0.0467969,0.421359,0.0009342,-0.0281314,-0.0038836,0.0284136,178.0,194.0,0.0598082,0.1356822,-0.3881214,-0.0239526,-0.0062128,-0.0027909,0.0249021,194.0,178.0
8,865,138699,0.0,1.0673578290011176e-07,3.09855408206434e-08,1.0673578290011176e-07,0.9346082394700604,6.9995194030670955,5.718807181118138,-9.347410861918851,9.37597740579871,-0.13207550708350682,9.37597740579871,0.0004566183428421637,12.566253041139808,4.983103791445451,-1.0315801610231492,1.081526408613387,0.00853673066763917,1.081526408613387,0.07441651032350073,2.399892677410896,1.282378683527359,0.08498348823409298,2.397977028667783,1.2470505193134631,0.0,0.16889773703723399,0.06590699049319115,0.0034431311163547473,1.414183742824764,0.8291873055527461,1.144870294741442e-11,-0.24088476534324432,0,0,0,9.83679579617451e-06,0.5976446376515823,372,0.9088,0.01457,0.4701455484474799,-0.04448722805521746,0.4738589173255587,0.08014103448227934,0.12001824807398268,1.184028553552036,1.0692757258396683e-05,9.838779570947299e-06,1.0867971155661496,3.487266849201689e-06,0.007726287745550617,374,2,0,0,0,0.9088,372,0.5976446376515823,-0.400646,-0.4006455993221234,407.0,372.0,-0.0678829,0.0802763,0.0401969,-0.0660119,-0.0217007,-0.0581544,0.4606862,0.5576699,-0.6880339,0.9238226,0.5007315,-0.8223089,-0.2703257,538.0,372.0,0.1406165,0.0639134,-0.0227357,-0.0466795,-0.0372698,-0.3082204,0.8497265,-0.2647401,0.3359729,0.8612166,-0.3557259,-0.7303559,-0.5831289,-0.0036101083032490976,1.0,9.630429006767352e-08,289.7831659402367,0.0,256,2.3005815624866033e-15,5.426827559917905e-16,8.452156110427177e-16,2.921793736222793e-13,1.5682022288065878e-08,4.1950495799165246e-17,24.977511946768207,7.582677061015021,9.289437362683529,3.134573683255704,1.1190439492653426,1.423837054080986,-0.0760939919433646,0.0,0.03804780087410824,0.8361618925871915,0.017032750928936243,0.33115601476802264,0.05655150559306693,0.0008393648962011893,0.0010081432626171882,0.8168604550990928,0.5005040716313086,621.4865285759241,289.7831633434007,0.6091702876457784,0.6091702876792304,0.609170287691728,0.761462859599038,3.6832982865062815e-10,413,0.723,0.723,0.07942,-0.230887,2,0.6582,0.9533,-0.00222,11.926,5.9632,2.0,0.32395,0.68139,1.31604,0.18256,0.9778,0.9794,1.0016,0.5064,1.8515,2.3565,0.9089,2.6931,12.2501,6.6163,80,0.0653,-0.9834,58,0.1089,-0.9936,-1.0,0.0870343,0.0872788,-0.0014026,0.0195361,0.024571,-0.0143002,0.0344947,178.0,194.0,0.0881016,0.0842413,0.0223992,-0.0012744,-0.050744,0.0317521,0.059873,193.0,179.0
