# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":true,"calore_vett":false,"campo_spinoriale":true,"chi_basc":false,"chi_core":true,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/_seal_53c/_check_materia_cond.csv","da_libera":false,"db_cleanup":true,"db_ogni":250,"denoise":false,"deparam_orologio":true,"diaglog":"csv/_seal_53c/_check_materia.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"kuramoto_su2":false,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":true,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":false,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":3,"nmasse_effettive":3,"nodi":900,"ogni":150,"ogni_effettivo":150,"olon_part":false,"orologio_segno":false,"out":null,"passi":150,"passi_effettivi":150,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":8.0,"sep_effettivo":8.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":false,"sync_db":null,"sync_fase_orologio":false,"sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"tempo_segno":false,"test":null,"trace_out":null,"trace_segno":false,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,m2_picco_picco,m2_picco_n_dominio,m2_picco_chi,m2_picco_spin,m2_picco_spin_x,m2_picco_spin_y,m2_picco_spin_z,m2_picco_spinor_alpha_re,m2_picco_spinor_alpha_im,m2_picco_spinor_beta_re,m2_picco_spinor_beta_im,m2_picco_coerenza,m2_picco_verso_x,m2_picco_verso_y,m2_picco_verso_z,chi_core_media,chi_core_abs_media,rho0_core_max,rho_c_core,r_core_medio,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,segno_arco_coer_materia,verso_arco_coer,segno_ov_absmedia,spin_overlap_arco,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus,m2_picco_spin_plus,m2_picco_spin_minus,m2_picco_contrasto,m2_picco_q_x,m2_picco_q_y,m2_picco_q_z,m2_picco_q_modulo,m2_picco_n_plus,m2_picco_n_minus
0,1196,207563,0.0,1.1879646020429495e-11,7.355738820450045e-14,1.1879646020429495e-11,0.43213997275546895,8.78208983441146,7.677267309007615,-9.15256856591317,9.406460730498843,-0.00013551539994294877,9.406460730498843,0.0001364586863664692,12.566150039936623,6.42069460422876,-1.235856027352693,1.2951835944213748,0.0008386298755235485,1.2951835944213748,0.041032213438520405,2.398413038938104,1.1639936039644856,0.041032213438520405,2.3977793523910673,1.162178255636285,0.0,0.07621195813997333,0.00367467324752615,1.0,1.0,1.0,0.017516396737190548,-0.14447165925213512,0,0,0,0.0,0.5947979314798189,372,0.9987,-0.04187,0.41708351462712373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,0,0,0,0,0.9986,372,0.5947979314798189,0.0,0.0,80.0,372.0,0.0323133,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0052875,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,824.0,372.0,4.26e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,1.0,8.085166330349833e-12,289.78281902024537,0.0,256,4.817724143558119e-18,1.6528878730203507e-19,4.505469268314792e-19,6.725083949692274e-18,4.722027450268477e-15,-4.146616550224032e-20,25.074739668383625,7.557508204827128,9.409155560980091,3.1176009093966393,1.1919402670763442,1.4972041110690328,0.16491029662478787,0.0,0.9245746956871657,0.0,0.012951287477635178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.609170287691723,0.609170287691728,0.609170287691728,0.76146285961466,4.0994997956861886e-14,372,0.9987,0.9991,0.005,0.0,372,0.9988,0.9988,0.02835,0.0,3,0.9975,1.0,0.0,0.0,0.9975,1.0,0.0,0.0,0.9976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,1.0,1.41555,0.27083,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0
1,1196,207563,6.450818483242069e-15,5.0634386473609397e-11,2.7380124259959425e-11,5.0634386473609397e-11,0.4310874444807649,8.782420160836777,7.677273200437579,-9.354626644732027,9.406527655891646,-0.04966938676435459,9.406527655891646,0.0002975926234455095,12.566135749578088,5.970790456153398,-1.235344514057902,1.2997672154103657,0.0008492909769408492,1.2997672154103657,0.05,2.3984139508886577,1.1640011024219532,0.05,2.3971469438306916,1.159489259566493,0.01,0.08621195813997333,0.013674673247526149,1.4142115624116158e-06,1.4142129765874858,0.09459750534038673,0.017547411903829434,-0.16035428946309374,0,0,0,1.0185136297572146e-08,0.5947094485531593,372,0.9634,-0.04462,0.41811438301302195,-0.02961526235613115,0.41768332019711696,0.9999999580367007,0.0480571445226276,1.5803892995277964,1.0552013845668263e-08,1.0185140449352315e-08,1.036020455303518,3.5063813404653985e-09,0.0,372,0,0,0,0,0.9634,372,0.5947094485531593,1.285475,1.285474744009628,252.0,372.0,0.0171063,1.0,-9.9e-06,1.75e-05,1.0,1.0,-0.0,-4.9e-06,8.8e-06,0.9652315,-9.9e-06,1.75e-05,1.0,799.0,372.0,0.018406,1.0,4.2e-06,-8.1e-06,1.0,1.0,-0.0,2.1e-06,-4.1e-06,0.9943487,4.2e-06,-8.1e-06,1.0,938.0,372.0,-0.0024166,1.0,-1.01e-05,-3e-07,1.0,1.0,0.0,-5e-06,-2e-07,0.9956145,-1.01e-05,-3e-07,1.0,0.005016722408026756,1.0,3.3001088913634606e-11,289.78282622775663,0.0,256,1.6841267070368216e-17,5.531809021414557e-19,1.5828431047044537e-18,1.5571058257415705e-17,8.72736430836072e-12,1.4652505268531985e-19,23.987030542435303,7.280740722865518,8.905621770849894,3.135525441152384,1.1559504505115594,1.5048976282353206,0.2282827554327715,0.0,0.9298426223854699,0.0014595730864541143,0.008467766014172814,0.9381631436521282,0.9959602089484899,0.9598495373466726,0.9638423944582123,0.9623207817173367,0.9871651008020977,0.9811603908586687,621.4858098107328,289.7828282017021,0.6091702876917054,0.6091702876917162,0.609170287691728,0.7614628596146452,1.747321840560047e-13,372,0.9945,0.9945,0.00433,-0.797804,372,0.9955,0.9955,0.0282,0.118307,3,0.9581,0.9999,2.617057,13.857,0.959,0.9998,-2.616268,13.897,0.99,1.0,-1.572928,13.909,8.018,1.7282,1.7332,1.7347,0.25599,0.15543,1.41572,0.27083,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0526,-0.077,31,0.08,0.3414,2.0,1.0,1.0,0.0,-3.3e-06,-2.25e-05,0.0171063,0.0171063,192.0,180.0,1.0,1.0,0.0,0.0,1.5e-06,0.018406,0.018406,187.0,185.0,1.0,1.0,-0.0,-9.4e-06,-8.9e-06,-0.0024166,0.0024166,186.0,186.0
2,1196,207563,2.1390565497529707e-14,5.097079301976755e-11,2.7163613059656225e-11,5.097079301976755e-11,0.4310871215419188,8.78242015756345,7.677273197295052,-9.199998605990807,9.127339747647836,-0.05587576279340773,9.199998605990807,4.416057480425184e-06,12.566268673475317,6.2263800409536465,-1.2353445133446637,1.2997672219152754,0.0008703693723984892,1.2997672219152754,0.05,2.3984195739388032,1.1640011047878431,0.06869587466949292,2.3959585359708235,1.154023749349359,0.010000014142115625,0.10035408790584818,0.014620648300930019,0.0012574859067222555,1.4142129765874858,0.09585788288646792,0.017576951398442016,-0.160354311456435,0,0,0,9.85754226410894e-09,0.594740024702351,372,0.9471,-0.04562,0.4162935947862223,-0.029561790641726524,0.4185342902902649,0.9999999579441888,0.04803620166158878,1.583609092175757,1.0427014291661031e-08,9.857551490820892e-09,1.0577691936349924,3.468124571277821e-09,0.0032444927168884907,371,1,0,0,0,0.9471,372,0.594740024702351,-0.066668,-0.06666848577350493,252.0,372.0,0.0389723,1.0,-8.3e-06,1.5e-05,1.0,1.0,-0.0,-4.1e-06,7.5e-06,0.9454687,-8.3e-06,1.5e-05,1.0,697.0,372.0,0.0184332,1.0,4.5e-06,-8.2e-06,1.0,1.0,-0.0,2.2e-06,-4.1e-06,0.9864365,4.5e-06,-8.2e-06,1.0,906.0,372.0,-0.0004257,1.0,-1.03e-05,-1e-06,1.0,1.0,-0.0,-5.1e-06,-5e-07,0.9873633,-1.03e-05,-1e-06,1.0,0.005016722408026756,1.0,5.063467290513291e-11,289.7828282144261,0.0,256,4.1520539780693867e-17,1.2729692968512733e-18,3.38565727813053e-18,4.132815439233617e-17,8.643105319214568e-12,4.5026323842772556e-20,19.12397363711441,5.4662801643446155,6.62220408420907,3.1338467412440782,0.9707136098116622,1.3108178792278466,0.12681342151193484,0.0,0.9375949331998273,0.009720416011825068,0.009828729235240525,0.9701585773618344,0.9911187216080553,0.9432664745663483,0.9503947770635413,0.9439605639782553,0.9829112299577245,0.9719802819891277,621.4858097419142,289.78282816961377,0.6091702876917053,0.6091702876917161,0.609170287691728,0.7614628596146451,1.7589307600357072e-13,372,0.9873,0.9873,0.00368,0.000128,372,0.9881,0.9881,0.0283,0.000214,3,0.9351,0.9965,0.000235,13.862,0.9358,0.9962,-0.000285,13.903,0.9756,1.0,-3.7e-05,13.908,8.0199,1.7284,1.7335,1.7342,0.26259,0.67839,1.41549,0.2631,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0964,-0.7848,31,0.018,-0.7517,1.0,1.0,1.0,0.0,-4.1e-06,-1.95e-05,0.0389723,0.0389723,192.0,180.0,1.0,1.0,0.0,-9e-07,1.5e-06,0.0184332,0.0184332,187.0,185.0,1.0,1.0,-0.0,-9.3e-06,-8.4e-06,-0.0004257,0.0004259,186.0,186.0
3,1196,207563,4.570677710306062e-15,6.062381272121524e-11,2.6160502081389007e-11,6.062381272121524e-11,0.43108625233722164,8.782420149319394,7.67727318754294,-9.308261527687018,9.36262665084991,-0.06721118143844623,9.36262665084991,1.7055582478530014e-05,12.566295167432962,6.583496458486044,-1.2353439916443003,1.2997738146434497,0.0008914829061005741,1.2997738146434497,0.05,2.398433669614106,1.164001104587526,0.08485574441103812,2.3935192978440663,1.1438624562256159,0.010012589001182848,0.11449621767172304,0.015579227129794697,0.8601100758055197,1.4142129765874858,0.9922521217025275,0.017605085505244013,-0.16037571774650222,0,0,0,8.15610534101428e-09,0.5947260084093059,372,0.8929,-0.04834,0.4148702291079253,-0.028534568224839175,0.41884250765054987,0.9999999577310991,0.031283385593569225,1.5847498457342823,9.2493884196354e-09,8.156151681463072e-09,1.1340383039536877,3.076391478074054e-09,0.03700969411982429,363,9,0,0,0,0.8929,372,0.5947260084093059,0.046,0.045999561824408675,252.0,372.0,0.0334257,1.0,-8.4e-06,1.34e-05,1.0,1.0,-0.0,-4.2e-06,6.7e-06,0.8985213,-8.4e-06,1.34e-05,1.0,697.0,372.0,0.0189862,1.0,4.8e-06,-8.1e-06,1.0,1.0,-0.0,2.4e-06,-4.1e-06,0.9805556,4.8e-06,-8.1e-06,1.0,927.0,372.0,0.0028241,1.0,-8.9e-06,-1.8e-06,1.0,1.0,-0.0,-4.4e-06,-9e-07,0.9751632,-8.9e-06,-1.8e-06,1.0,0.005016722408026756,1.0,5.918213258715025e-11,289.7828282036843,0.0,256,8.207542287262755e-17,3.2818231994841205e-18,9.243444842316101e-18,8.116251085737882e-17,8.33619751508723e-12,-4.3047448588138416e-19,21.538550056908804,5.781575538020663,7.067315667524006,3.1130589685519476,0.8585109430939224,1.1683034733948294,-0.06955157474889616,0.0,0.9345429384939952,0.013041334253391918,0.007603809248246306,0.5244445669419383,0.975815408062897,0.931294349402962,0.9344690963207213,0.9253470124856176,0.9764510402680839,0.9626735062428091,621.4858092306129,289.7828279312071,0.6091702876917016,0.609170287691716,0.609170287691728,0.761462859614645,2.092042967280553e-13,372,0.978,0.978,0.00348,-0.001259,372,0.973,0.973,0.02822,-0.001508,3,0.8733,0.986,-0.000221,13.858,0.8688,0.9857,3.2e-05,13.899,0.9516,1.0,-0.000106,13.907,8.0183,1.7283,1.7334,1.7344,0.26465,0.67419,1.41526,0.24258,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.1154,-0.9642,31,0.0433,-0.9961,1.0,1.0,1.0,0.0,-5.8e-06,-1.91e-05,0.0334257,0.0334257,192.0,180.0,1.0,1.0,0.0,-1.1e-06,1.6e-06,0.0189862,0.0189862,187.0,185.0,1.0,1.0,-0.0,-1.09e-05,-7.9e-06,0.0028241,0.0028241,186.0,186.0
4,1196,207563,7.877683034291505e-14,1.0699214888170957e-09,3.588684516967885e-10,1.0699214888170957e-09,0.43108419179038576,8.782420120116056,7.677273153363888,-9.417412425862636,9.440153753396578,-0.07841431616344745,9.440153753396578,9.405840754108784e-06,12.566284012401809,7.605312645202393,-1.2350189750331828,1.3045758635174458,0.0009087183893067468,1.3045758635174458,0.05001354335961015,2.39846550352423,1.1640023818099114,0.08485990546754539,2.3919123859387823,1.1256896540687922,0.018613689759238043,0.1286383474375979,0.025501748346819973,0.7322180971990442,1.4142122415573506,0.958084628131806,0.01763182845936774,-0.17559220415729768,0,0,0,7.578245443244925e-08,0.5948710977509547,372,0.8134,-0.05333,0.41634520057677527,-0.02629024787404471,0.41981261473798603,0.9996202516884358,0.06955363899448483,1.5862763549863355,9.653935541777947e-08,7.578427720467496e-08,1.273870504261063,3.218204482681189e-08,0.07808245484038508,353,19,0,0,0,0.8134,372,0.5948710977509547,0.00311,0.0031104689538685726,429.0,372.0,0.008777,0.9996239,0.0008252,-0.0016033,0.9996223,0.9999939,-0.0033607,0.0004099,-0.0008032,0.8324232,0.0008255,-0.0016039,0.9999984,697.0,372.0,0.0225054,0.9994143,-0.0003147,0.0007447,0.9994139,0.9999881,-0.0048656,-0.0001554,0.0003733,0.9675995,-0.0003149,0.0007452,0.9999997,927.0,372.0,0.0017039,0.9993934,0.0015838,0.0005201,0.9993921,0.9999878,-0.0048643,0.0007936,0.000256,0.9631172,0.0015847,0.0005204,0.9999986,0.005016722408026756,1.0,9.487384088623517e-10,289.7828570461848,0.0,256,3.097945951011911e-16,1.0881838274887212e-17,2.52036796972076e-17,3.098545542198043e-16,1.184513323525853e-10,-1.7177816168080904e-18,25.013476308165263,6.122505589458959,7.629063394073471,3.128475467056817,1.1286019543213126,1.4569153806622919,-0.07487484233464804,0.0,0.9267003868189106,0.00927689836052535,0.019757313097197488,0.2807198722429795,0.9961529593739996,0.9704112370759889,0.9753694130718722,0.9719457099257434,0.9759960248673148,0.9859728549628718,621.4858686528019,289.7828556382436,0.6091702876912397,0.6091702876915464,0.609170287691728,0.7614628596144329,3.692149028142487e-12,372,0.9652,0.9652,0.00391,-0.002383,372,0.9545,0.9545,0.02807,-0.010539,3,0.7852,0.9646,-0.000468,13.858,0.7765,0.9626,-0.000308,13.894,0.9213,1.0,-9.3e-05,13.907,8.0172,1.7285,1.733,1.7346,0.2712,0.59557,1.41535,0.20384,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.08,-0.9595,31,0.0265,0.8508,-1.0,0.9996836,0.9995695,5.71e-05,-0.0009531,-0.0023525,0.0088278,0.0091855,192.0,180.0,0.9994402,0.9993873,2.64e-05,-0.0001892,0.0003379,0.0225183,0.0225216,187.0,185.0,0.9993826,0.9994096,-1.35e-05,-0.001889,-0.0013047,0.0016931,0.0028526,186.0,186.0
5,1196,207563,2.9177105960723056e-14,6.138936773933374e-09,1.6988244454496866e-09,6.138936773933374e-09,0.43107941976545916,8.78242015301507,7.6772730590539995,-9.204999662764909,9.424095571884505,-0.09164177435065589,9.424095571884505,0.00014992909966707232,12.566365676127166,7.786857421267048,-1.2348730290858205,1.3095807311974093,0.000926531674547775,1.3095807311974093,0.05004958967581798,2.3985300450740397,1.1640063344146496,0.08484415610345278,2.3888128403511333,1.09914655653517,0.025935870731228487,0.14277917019590824,0.03508259462813804,0.0007796954874934592,1.2496622074517714,0.6604115288043704,0.017657135019038355,-0.1901377993652955,0,0,0,2.6945621276907574e-07,0.5948900110287046,372,0.7937,-0.05365,0.4176862558322,-0.02566385870382084,0.4214585573120638,0.03993588049505304,0.0028626904025088732,1.5857240317775116,3.641317125383307e-07,2.6945622660778484e-07,1.3513575734449574,1.2152039600564304e-07,0.10868005714663641,347,25,0,0,0,0.7937,372,0.5948900110287046,0.002806,0.0028057125890543766,429.0,372.0,0.0028486,0.054654,0.0369177,-0.0365487,-0.0169805,0.9997369,-0.005638,0.0222345,-9.7e-06,0.8132972,0.6754801,-0.6687285,-0.3106909,697.0,372.0,0.0222743,0.2111072,0.0168179,0.0268092,-0.2087215,-0.98883,0.0095621,-0.1482038,0.0126241,0.9586267,0.0796654,0.1269934,-0.9886992,927.0,372.0,-0.0016053,0.2357505,0.0213994,0.0275416,-0.2331562,-0.8775572,0.0080189,-0.2542304,0.406443,0.9553156,0.0907712,0.1168253,-0.9889957,0.005016722408026756,1.0,5.441175520468485e-09,289.78290149256395,0.0,256,1.413666116984687e-16,1.317462804060218e-17,2.2513381581638122e-17,2.3420320226516155e-15,5.777412758255316e-10,-2.096460955890503e-18,24.53540195862567,6.458924126259884,8.063725156748962,3.034647767268428,1.0524084852080304,1.329734490797203,-0.014961950278537976,0.0,0.1384570086378847,3.041167011850903,0.04188359295812302,0.36337815955954395,0.1890658992410197,0.21066113559275443,0.2779669208644413,0.02845200844453461,0.9763637125679593,0.5142260042222675,621.4859659884751,289.7829010233614,0.6091702876912165,0.6091702876917005,0.609170287691728,0.7614628596146256,2.1184606656410252e-11,372,0.9606,0.9606,0.00339,9.5e-05,372,0.945,0.945,0.02869,-0.009061,3,0.7624,0.9682,-8.5e-05,13.857,0.75,0.9638,6e-06,13.895,0.9078,0.9999,-0.000138,13.908,8.0173,1.7284,1.7331,1.7347,0.28075,0.67559,1.41543,0.15087,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0501,-0.7934,31,0.0582,0.3675,0.0,0.1025578,0.1439857,-0.1680347,-0.0667556,-0.03704,0.082345,0.1122897,192.0,180.0,0.2096324,0.2131836,-0.0083991,-0.0071141,-0.0069753,-0.0044397,0.0109076,187.0,185.0,0.1716059,0.3031839,-0.2771289,0.0130488,0.011748,0.0699883,0.0721572,186.0,186.0
6,1196,207563,8.297442489784779e-14,2.1901997580429574e-08,4.763945647326595e-09,2.1901997580429574e-08,0.43107227537347886,8.782420910209183,7.677272923922135,-9.321022844583918,9.411897955320665,-0.08697370221731617,9.411897955320665,0.00016117226575559256,12.566241102690269,7.880353685221501,-1.2349090544502936,1.3147662704789809,0.0009581334533368053,1.3147662704789809,0.050049637447219054,2.398531692275117,1.1640062822033996,0.08470746451748187,2.3836568770140785,1.0616272075754087,0.02594414466521608,0.15209753609085572,0.041686709916181744,1.4699915446003686e-06,1.337792551701178,0.7062878330278164,0.01768092848246355,-0.20440179074077772,0,0,0,2.778299654670775e-07,0.5949253809803812,372,0.7997,-0.05453,0.41829360858747117,-0.02662204951688255,0.42323625527001096,0.04052759585928028,0.002701866720895544,1.5968663909383642,3.7609040029175875e-07,2.778725919789606e-07,1.3534634618452575,1.2562750746283117e-07,0.1286558462295703,343,29,0,0,0,0.7997,372,0.5949253809803812,-0.015634,-0.015633531890329788,429.0,372.0,0.0020504,0.0549914,0.0356534,-0.0374785,-0.0186616,0.9997637,-0.0056484,0.0209456,-0.0013513,0.8010971,0.6483449,-0.681533,-0.3393547,697.0,372.0,0.0228193,0.0486879,0.0468196,0.005572,0.0121404,0.9237801,0.1560892,0.1978259,-0.2883252,0.9547039,0.9616267,0.1144438,0.2493524,927.0,372.0,0.0001341,0.0364725,-0.0038517,-0.0179579,-0.0315106,0.063313,0.1198438,-0.6849467,0.7158749,0.9496431,-0.1056056,-0.4923692,-0.863956,0.005016722408026756,1.0,1.9356459367866242e-08,289.7829647311671,0.0,256,6.487428516301978e-16,2.2376198861874358e-17,5.474390086841928e-17,1.5955360944511187e-14,1.632321897712802e-09,5.7133842051564634e-18,20.249222095134236,5.804529135294576,7.038487750529442,3.0681181531784976,1.088993284839583,1.4129626610030575,-0.13670230854904816,0.0,0.03471575506400771,0.9484882393269112,0.06463002667925208,0.13512829773504284,0.03043502118270362,0.12411477879003029,0.16363634067433602,-0.002860999348753132,0.8533689020447285,0.49856950032562364,621.4861035572466,289.78296516813674,0.6091702876911532,0.6091702876917119,0.609170287691728,0.7614628596146398,7.55806938745405e-11,372,0.9632,0.9632,0.00333,0.003516,372,0.9478,0.9478,0.02898,-0.0219,3,0.7704,0.9732,-0.0001,13.863,0.758,0.9664,-0.000165,13.897,0.9129,0.9996,0.000105,13.911,8.0195,1.7286,1.7329,1.7346,0.28892,0.60054,1.41547,0.20333,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0497,0.831,31,0.1411,0.9797,3.0,0.101283,0.1446319,-0.1762761,-0.0681115,-0.0351894,0.0816394,0.1119931,192.0,180.0,0.0966822,0.0957816,0.0046792,-0.0141252,-0.012012,0.0809645,0.0830605,187.0,185.0,0.068891,0.0908959,-0.1377141,0.0214399,-0.0456616,0.0512703,0.0719256,186.0,186.0
