# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":true,"calore_vett":false,"campo_spinoriale":true,"chi_basc":false,"chi_core":true,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"C:\\Users\\lpeano\\soliton_simulator\\csv\\_seal_53c\\_check_diagA.pkl.cond.csv","da_libera":false,"db_cleanup":true,"db_ogni":150,"denoise":false,"deparam_orologio":true,"diaglog":"C:\\Users\\lpeano\\soliton_simulator\\csv\\_seal_53c\\_check_baseline.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"kuramoto_su2":false,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":true,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":false,"TAU_USA_D0":false,"VERLET":true,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":3,"nmasse_effettive":3,"nodi":900,"ogni":150,"ogni_effettivo":150,"olon_part":false,"orologio_segno":false,"out":null,"passi":150,"passi_effettivi":150,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":8.0,"sep_effettivo":8.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":false,"sync_db":"C:\\Users\\lpeano\\soliton_simulator\\csv\\_seal_53c\\_check_diagA.pkl","sync_fase_orologio":false,"sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"tempo_segno":false,"test":null,"trace_out":null,"trace_segno":false,"tw_spinore":false,"verlet":true,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,m2_picco_picco,m2_picco_n_dominio,m2_picco_chi,m2_picco_spin,m2_picco_spin_x,m2_picco_spin_y,m2_picco_spin_z,m2_picco_spinor_alpha_re,m2_picco_spinor_alpha_im,m2_picco_spinor_beta_re,m2_picco_spinor_beta_im,m2_picco_coerenza,m2_picco_verso_x,m2_picco_verso_y,m2_picco_verso_z,chi_core_media,chi_core_abs_media,rho0_core_max,rho_c_core,r_core_medio,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,berry_segno_media,berry_segno_media_assoluta,berry_segno_rms,n_cicli_segno,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,segno_arco_coer,segno_arco_coer_materia,n_arco_materia,verso_arco_coer,segno_ov_absmedia,spin_overlap_arco,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,m2_N,m2_coer,m2_coer_nucleo,m2_spin,m2_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,coer_02,cosphi_02,Lz_orb_02,dist_02,coer_12,cosphi_12,Lz_orb_12,dist_12,scala_com,rcom_01,rcom_02,rcom_12,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus,m2_picco_spin_plus,m2_picco_spin_minus,m2_picco_contrasto,m2_picco_q_x,m2_picco_q_y,m2_picco_q_z,m2_picco_q_modulo,m2_picco_n_plus,m2_picco_n_minus
0,1196,207563,0.0,1.1879696743934407e-11,7.355753316166096e-14,1.1879696743934407e-11,0.43213999194273933,8.78208983441146,7.677267309187133,-9.15256856591955,9.406460730488153,-0.00013551539706536193,9.406460730488153,0.0001364586863664692,12.566150039936623,6.420694606266621,-1.235856027352693,1.2951835944213748,0.0008386298764747876,1.2951835944213748,0.041032213438520405,2.398412859278421,1.16399360299411,0.041032213438520405,2.3977796092746013,1.1621780996076398,0.0,0.07621195815001543,0.003674673236670587,1.0,1.0,1.0,0.017516396737190548,-0.14447165728055697,0,0,0,0.0,0.5947979314798189,372,0.9987,-0.04187,0.41708351462712373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,0,0,0,0,0.9986,372,0.5947979314798189,0.0,0.0,80.0,372.0,0.0323133,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0052875,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,824.0,372.0,4.26e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,1.0,8.085184976192054e-12,289.78281902024537,0.0,256,4.822985591438326e-18,1.6534100849417924e-19,4.507197424187345e-19,6.72508518253883e-18,4.722043063847036e-15,-4.145411960213261e-20,25.074739668203478,7.557508261996203,9.409155596739081,3.1170679007878723,1.1924298728802025,1.49753358053716,0.16517859555240755,0.0,0.0,0.0,0,0.0,0.9245781882226504,0.0,0.012952637634115846,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,621.4857873344093,289.7828177215713,0.609170287691723,0.609170287691728,0.609170287691728,0.76146285961466,4.099517299658753e-14,372,0.9987,0.9991,0.005,0.0,372,0.9988,0.9988,0.02835,0.0,3,0.9975,1.0,0.0,0.0,0.9975,1.0,0.0,0.0,0.9976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,1.0,1.41555,0.27083,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0
1,1196,207563,6.450880102209827e-15,5.063438646819875e-11,2.7380124614915512e-11,5.063438646819875e-11,0.43108748648586287,8.782420160906819,7.677273200775011,-9.354626644710669,9.40652765613527,-0.049669386836207356,9.40652765613527,0.00029759262627883327,12.566135749578637,5.970790457938635,-1.2353445140452233,1.2997672153970783,0.0008492909778851775,1.2997672153970783,0.05,2.3984136657214012,1.1640011007632391,0.05,2.3971477261524,1.1594888616833496,0.01,0.08621195815001542,0.013674673236670586,1.4142115624116158e-06,1.4142129765874858,0.09459750534038673,0.017547411908081238,-0.16035428843718258,0,0,0,1.0185136293656518e-08,0.5947094485638821,372,0.9634,-0.04462,0.4181143830098811,-0.02961526235264373,0.41768332017925885,0.999999958036699,0.04805714452262758,1.5803892994762607,1.0552013841794297e-08,1.0185140445436698e-08,1.0360204553214551,3.506381339394628e-09,0.0,372,0,0,0,0,0.9634,372,0.5947094485638821,1.285475,1.2854747443033867,252.0,372.0,0.0171063,1.0,-9.9e-06,1.75e-05,1.0,1.0,-0.0,-4.9e-06,8.8e-06,0.9652315,-9.9e-06,1.75e-05,1.0,799.0,372.0,0.018406,1.0,4.2e-06,-8.1e-06,1.0,1.0,-0.0,2.1e-06,-4.1e-06,0.9943487,4.2e-06,-8.1e-06,1.0,938.0,372.0,-0.0024166,1.0,-1.01e-05,-3e-07,1.0,1.0,0.0,-5e-06,-2e-07,0.9956145,-1.01e-05,-3e-07,1.0,0.005016722408026756,1.0,3.3001088913634606e-11,289.78282622775663,0.0,256,1.7267780712588203e-17,5.561168386041696e-19,1.6028962836578855e-18,1.5986908346780978e-17,8.727364341031862e-12,1.4814695021122941e-19,23.98703053014237,7.280740760685625,8.905621813947212,3.14087358940603,1.1603579803801134,1.513322092845373,0.2631085324697642,0.26310853246976423,1.1603579803801134,1.513322092845373,256,0.0,0.9298216631621198,0.0015146909412870836,0.008448885053939334,0.9348751046069733,0.9959427013444647,0.9598495215433948,0.9638423825201926,53044,0.9623696979944012,0.9871115506167465,0.9811848489972007,621.4858098107328,289.7828282017021,0.6091702876917054,0.6091702876917162,0.609170287691728,0.7614628596146452,1.747321840373333e-13,372,0.9945,0.9945,0.00433,-0.797804,372,0.9955,0.9955,0.0282,0.118307,3,0.9581,0.9999,2.617057,13.857,0.959,0.9998,-2.616268,13.897,0.99,1.0,-1.572928,13.909,8.018,1.7282,1.7332,1.7347,0.25599,0.15543,1.41572,0.27083,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0526,-0.077,31,0.08,0.3414,2.0,1.0,1.0,0.0,-3.3e-06,-2.25e-05,0.0171063,0.0171063,192.0,180.0,1.0,1.0,0.0,0.0,1.5e-06,0.018406,0.018406,187.0,185.0,1.0,1.0,-0.0,-9.4e-06,-8.9e-06,-0.0024166,0.0024166,186.0,186.0
2,1196,207563,2.0685938703395163e-14,1.5076141965318044e-09,4.106410115015353e-10,1.5076141965318044e-09,0.4310872352993462,8.782420173431266,7.677273199950638,-9.200747924427265,9.128220129076691,-0.055834742633318335,9.200747924427265,3.446234250681357e-05,12.566208530432847,6.278930085985603,-1.2349157018354495,1.3003395093562695,0.0008610920381263695,1.3003395093562695,0.05,2.3984178871568917,1.1640011907216359,0.06869700919335966,2.395953154544959,1.1539881742799651,0.010024121485812961,0.09551866883709488,0.02264097639276917,0.00943070750767816,1.4142128254761934,0.9600139367397373,0.017576951496887656,-0.17590592876643357,0,0,0,9.84408167041625e-08,0.6004399940111194,372,0.9479,-0.04554,0.4169307123968712,-0.03863053301405741,0.4203497097846446,0.9992412790307227,0.06712409922226405,1.5954332517579541,1.0406710832254646e-07,9.844184804268658e-08,1.057142977216566,3.452049490258099e-08,0.0012048381939233509,371,1,0,0,0,0.9479,372,0.6004399940111194,0.606608,0.6066076559403917,410.0,372.0,0.0502444,0.9992395,-0.0003951,-0.0006964,0.9992392,0.9999906,-0.0043153,-0.0002003,-0.0003459,0.945958,-0.0003954,-0.0006969,0.9999997,697.0,372.0,0.0189736,0.9981556,-0.0011759,0.0009964,0.9981544,0.9999602,-0.0088867,-0.0005833,0.0005047,0.9864498,-0.001178,0.0009983,0.9999988,927.0,372.0,0.0092617,0.9997197,0.0005268,0.0010062,0.999719,0.9999965,-0.0025997,0.0002658,0.0005031,0.979358,0.0005269,0.0010065,0.9999994,0.005016722408026756,1.0,1.5143485043545819e-09,289.7828508710483,0.0,256,1.4033573598662142e-17,7.687171175487753e-19,1.5783305398284772e-18,2.647885901062271e-16,1.6885098625568693e-10,7.877571579649485e-20,19.125653312101292,5.463537599906637,6.618951244882876,3.1295984445224723,1.271276944598223,1.6061944963126478,-0.0060686847570777455,-0.006068684757077704,1.2712769445982233,1.6061944963126478,256,0.0,0.9292467105135204,0.010599403709343622,0.006540854071031308,1.090572776107752,0.9979408126569463,0.9853189463860578,0.9880866696026311,53044,0.9831644174902308,0.9831435275562845,0.9915822087451155,621.4858578850312,289.78285061750944,0.6091702876910675,0.6091702876916052,0.609170287691728,0.7614628596145064,5.202565277134831e-12,372,0.9875,0.9875,0.00371,0.01434,372,0.9882,0.9882,0.02833,-0.040649,3,0.9361,0.9965,-0.000608,13.775,0.9368,0.9961,0.009135,13.742,0.9758,1.0,0.00887,13.906,7.9719,1.728,1.7238,1.7444,0.26243,0.67833,1.41582,0.26312,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0961,-0.7812,33,0.0559,-0.6714,1.0,0.9992812,0.9992248,2.82e-05,-0.0009727,-0.0054028,0.0502316,0.0505307,192.0,180.0,0.9982253,0.998084,7.08e-05,8.88e-05,0.0008909,0.0190085,0.0190295,187.0,185.0,0.9997217,0.9997177,2e-06,-0.0003572,-0.0002105,0.0092615,0.0092708,186.0,186.0
3,1196,207563,4.14796596076418e-15,1.0616404855644555e-08,2.1659432385874704e-09,1.0616404855644555e-08,0.43108654036877136,8.782420646800043,7.677273200410191,-9.308409573261555,9.362660772688091,-0.066799454685035,9.362660772688091,2.5421237402263768e-05,12.566321635007528,6.342543007529543,-1.2347380722342156,1.300903389669362,0.0008846226533459845,1.300903389669362,0.05000296112975552,2.39842948796234,1.164001787847965,0.08485564956145127,2.3937356487713997,1.1478938830496965,0.01004692639695531,0.10966072483941368,0.0315908073097408,0.0011712860549258908,1.414212866576292,1.0318845664368714,0.017605078151544884,-0.19107886092138238,0,0,0,3.910125889032155e-07,0.6069055824471089,372,0.9252,-0.04712,0.4167716192578669,-0.04104270688520448,0.42238653012539595,0.134356826618342,0.09413748780363704,1.6010306358549944,4.2346057040516875e-07,3.910173524724828e-07,1.0829712996815635,1.37451637764931e-07,0.0402215698194028,363,9,0,0,0,0.9252,372,0.6069055824471089,-0.039035,-0.039035064528142094,410.0,372.0,0.0584279,0.1413897,-0.0361224,0.0158984,0.1357698,0.9970979,0.0005981,0.0185439,0.0738343,0.9355647,-0.255481,0.1124442,0.960253,697.0,372.0,0.0184072,0.0633419,-0.0194268,0.0286626,-0.0530401,-0.9728604,0.017,-0.0311102,-0.2286608,0.9842486,-0.3066978,0.4525057,-0.837362,927.0,372.0,0.0191369,0.4092879,-0.0180122,0.0028365,0.4088815,0.997608,-0.002864,-0.0416875,0.0550661,0.9630705,-0.0440085,0.0069303,0.9990071,0.005016722408026756,1.0,9.099542341498123e-09,289.78288443934633,0.0,256,5.573021622061393e-17,2.67272475874214e-18,6.0180748344382276e-18,3.562036840382247e-15,9.366672156171308e-10,-5.1458615913267186e-21,21.286223128425384,5.768144550964207,7.046136692670564,3.0844631620334115,0.8928087861181151,1.1682778420517284,-0.03702137289800109,-0.03702137289800103,0.8928087861181151,1.1682778420517284,256,0.0,0.30525505622654764,0.08726777231440624,0.04079420143965627,2.960715182696379,0.03703122029454338,0.1416742208011865,0.1455754404727857,53044,0.06957220334628676,0.9771456698114473,0.5347861016731436,621.4859277729969,289.782883204468,0.6091702876913686,0.6091702876916871,0.609170287691728,0.7614628596146089,3.663572098616232e-11,372,0.9848,0.9848,0.00366,0.005679,372,0.9806,0.9806,0.02844,0.03528,3,0.9111,0.995,-0.000582,13.737,0.9073,0.9946,0.004058,13.667,0.9657,1.0,0.003985,13.904,7.9497,1.7279,1.7191,1.7489,0.26426,0.67259,1.41589,0.24443,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.114,-0.9571,33,0.0968,-0.9691,1.0,0.1099701,0.2346856,-0.3618554,-0.052325,0.0387341,-0.0834225,0.1058185,192.0,180.0,0.0949866,0.0593977,0.2305214,0.0252273,0.03807,-0.0167509,0.048645,187.0,185.0,0.3665128,0.4637757,-0.1171434,-0.0581707,0.0199772,-0.0439186,0.0755762,186.0,186.0
4,1196,207563,4.859072932126566e-14,3.669513727341643e-08,7.225850323150895e-09,3.669513727341643e-08,0.43108484411937475,8.782424337595232,7.67727323402535,-9.42073066795882,9.440205839234995,-0.06372492719124986,9.440205839234995,0.00026227458383750027,12.566342074804298,6.40217995396305,-1.234799044623045,1.3042804074152716,0.0008996073190184741,1.3042804074152716,0.050022248013403235,2.398455453939525,1.1640059397470455,0.0848408007890284,2.389201006229783,1.1356903081162388,0.01560946295837809,0.12380284891877708,0.04180053169450686,0.002442154668944263,1.4137901240604505,0.9262557816322097,0.01763184985579775,-0.20581841297711262,0,0,0,1.3283305088190794e-06,0.602926033081235,372,0.9054,-0.0463,0.41609145505740436,-0.03723511210366656,0.42279828766259814,0.0733837487544487,0.2170807691477412,1.5922128237027695,1.4800207866278175e-06,1.3283417903549028e-06,1.1141867231568385,4.85657699372611e-07,0.054103430155011914,360,12,0,0,0,0.9054,372,0.602926033081235,-0.044173,-0.04417300853062689,410.0,372.0,0.0505222,0.0684301,-0.0603113,0.0241,0.0215503,0.5727677,-0.0514303,0.4075911,0.7093389,0.9252395,-0.8813563,0.3521846,0.3149239,697.0,372.0,0.0181238,0.0443153,0.0174734,0.0257249,-0.0315714,-0.9453755,0.1965779,-0.2047075,0.1603654,0.9833186,0.3942964,0.580498,-0.7124271,927.0,372.0,0.0133797,0.0984714,0.068839,-0.0683874,0.0167624,0.3723709,-0.0821879,0.2340207,-0.8943262,0.9574821,0.6990758,-0.6944899,0.1702257,0.005016722408026756,1.0,3.550269939365092e-08,289.7829372970525,0.0,256,8.709344272121626e-17,1.0614817482091107e-17,1.6801871199573366e-17,2.468493383562649e-14,2.932402330737976e-09,-1.737531887782822e-18,24.997499134739822,6.097320258287107,7.599445926132468,3.057541723058285,1.037167700979881,1.3155531133095055,-0.06107508684566883,-0.06107508684566874,1.037167700979881,1.3155531133095055,256,0.0,0.02382990095809246,1.2925812487481338,0.039684146908761236,2.444404064095125,0.025545421115617185,0.011581744164651856,0.012187100998045378,53044,0.0017930516163045588,0.8987784484872435,0.5008965258081524,621.4860388360603,289.78293499031435,0.6091702876916476,0.6091702876917079,0.609170287691728,0.7614628596146348,1.2662973847870966e-10,372,0.9837,0.9837,0.00365,-0.005265,372,0.9745,0.9745,0.02831,-0.002953,3,0.8906,0.9951,0.000207,13.758,0.8823,0.9944,-0.001973,13.695,0.9586,1.0,-0.001359,13.903,7.9591,1.7285,1.7207,1.7468,0.26765,0.60595,1.41596,0.20759,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8536,3.2793,80,0.0807,-0.963,33,0.0484,-0.6391,-0.0,0.0623528,0.1127343,-0.2877515,0.0462512,0.0163555,0.0280108,0.0564914,192.0,180.0,0.0482944,0.090632,-0.3047485,-0.0182714,-0.0527277,-0.0095123,0.0566087,187.0,185.0,0.1493881,0.1514724,-0.006928,-0.0183543,0.0068439,0.1120074,0.1137074,186.0,186.0
5,1196,207563,2.8442669389954464e-14,1.014981279395411e-07,1.8640839327020415e-08,1.014981279395411e-07,0.43108089816995443,8.782443292600425,7.677273464397401,-9.304332409588412,9.425242855763825,-0.05837295510836828,9.425242855763825,2.501530433920899e-05,12.566362006445718,6.507688217030189,-1.2351172211620165,1.3045962095911607,0.0009417947563442678,1.3045962095911607,0.05008495175390013,2.398509557631475,1.1640226962003055,0.08480355212619059,2.381240237579167,1.1147630429081312,0.01656208513454607,0.13794496840925477,0.05038389987970901,0.000701130443902187,1.2876555981838407,0.7791999289683547,0.017657354892815735,-0.2201473697908079,0,0,0,3.3645978939518226e-06,0.6040887038770039,372,0.8979,-0.04573,0.41619447663781317,-0.03529470932970208,0.4234846101975496,0.07591229896165261,0.08783069295173349,1.590491444347431,3.7828076277322213e-06,3.3646207316678667e-06,1.1242894606599705,1.2273195728734955e-06,0.0599141073867914,358,14,0,0,0,0.8979,372,0.6040887038770039,-0.260494,-0.2604944519272987,410.0,372.0,0.0551067,0.0735464,0.0056237,-0.0307751,-0.0665608,-0.8453326,0.4355086,-0.2619937,-0.164634,0.9193261,0.0764643,-0.4184442,-0.905018,697.0,372.0,0.0179929,0.0746912,-0.0496451,-0.0548477,-0.0102892,0.5153736,-0.5839417,-0.421218,0.4647339,0.9827192,-0.6646714,-0.7343262,-0.137757,927.0,372.0,0.0303252,0.0448817,0.0339952,0.0189399,0.02236,0.2115342,-0.2114071,0.6884666,-0.6607376,0.9458671,0.7574408,0.4219974,0.4981983,0.005016722408026756,1.0,1.0039380062206364e-07,289.7829931145415,0.0,256,3.171827747160285e-16,1.2202958624557727e-17,2.832781985140646e-17,1.2598613174837376e-13,7.243175997177463e-09,1.01288161049288e-18,24.522810254031988,6.214457707896104,7.801194296876698,3.1345399183456903,1.1134560988207216,1.4732641341253123,0.13864033854861796,0.138640338548618,1.1134560988207216,1.473264134125312,256,0.0,0.021142557190065314,1.0035308370784914,0.0185936077747995,0.9910872527424696,0.06435645544472957,-0.00221021092236496,0.0023245723175498163,53044,0.00282257777039871,0.8083292684926894,0.5014112888851994,621.486161138291,289.7829920166949,0.6091702876914658,0.6091702876917157,0.609170287691728,0.7614628596146445,3.502556421037078e-10,372,0.9825,0.9825,0.00363,-0.003535,372,0.9702,0.9702,0.02832,0.073728,3,0.8822,0.9961,-0.000202,13.752,0.8712,0.995,0.000197,13.675,0.9532,0.9999,0.000889,13.894,7.9524,1.7292,1.7196,1.7472,0.27148,0.59657,1.41603,0.15655,0.9832,0.9764,0.993,0.4975,3.9196,1.3419,0.1059,0.0,12.8535,3.2793,80,0.0386,-0.9252,33,0.091,-0.1004,1.0,0.1138926,0.0975422,0.0773308,0.0277801,0.056298,-0.046015,0.0778369,192.0,180.0,0.1031245,0.0740352,0.1641983,-0.0165454,-0.0193948,0.0438702,0.0507396,187.0,185.0,0.0714925,0.0625211,0.0669444,0.0392999,-0.01432,-0.0280487,0.0503614,186.0,186.0
6,1196,207563,5.3503050023973223e-14,2.1712895377115852e-07,3.737383746257533e-08,2.1712895377115852e-07,0.43107291751574855,8.78248609378494,7.67727423146063,-9.428476567663687,9.410668950223412,-0.05288671300455608,9.428476567663687,6.387615239386753e-05,12.566242238059413,6.860393812976944,-1.2356877292664468,1.3090377584874475,0.001061039602746253,1.3090377584874475,0.05025570399767882,2.398615817097391,1.1640628930795112,0.08463189873523527,2.3761851980064637,1.075902863615099,0.020340306648178638,0.1519545911493516,0.059733670872383814,0.00013946936035824642,1.3077882746359113,0.8299824871928845,0.017681642219390784,-0.23400278794221446,0,0,0,5.656125481421972e-06,0.6030536461199488,372,0.9046,-0.0458,0.41686792089922264,-0.04354492921143416,0.4277975191767687,0.05039523760409352,0.040803246031058255,1.6020418863073813,6.32875522072056e-06,5.656140444323675e-06,1.1189176228945836,2.1128799227625943e-06,0.06200712282258013,358,14,0,0,0,0.9046,372,0.6030536461199488,0.499571,0.499571150795056,304.0,372.0,0.0976265,0.0638079,-0.0329014,-0.0293393,-0.0461318,-0.8864013,0.1835814,-0.1910498,-0.3795927,0.9124332,-0.5156325,-0.4598072,-0.7229803,697.0,372.0,0.0184626,0.0466516,0.0152607,0.0398831,-0.0187834,-0.7226023,0.2304233,-0.0936123,-0.6449711,0.981764,0.3271214,0.8549145,-0.4026323,927.0,372.0,0.0292114,0.0969952,-0.0412541,0.0362073,0.07997,-0.9209194,0.3704045,-0.0411139,0.1140944,0.9319711,-0.4253209,0.3732897,0.8244738,0.005016722408026756,1.0,2.1475872447830087e-07,289.78305173394403,0.0,256,1.0174436808559393e-15,2.5399770769759602e-17,7.199223047228916e-17,3.669877951201574e-13,1.4241176676263907e-08,9.352136746034652e-18,23.070848688926965,5.824007881845857,7.00099016751946,3.1138241115965886,1.1105310803397792,1.4559695763266627,0.10568780771709463,0.10568780771709457,1.1105310803397792,1.4559695763266627,256,0.0,0.027300351535106966,2.9758932953408266,0.021471112672259516,1.7561241487988801,0.03777025170482112,0.0017870611307115839,-0.0028006659248079615,53044,0.0005466370904347828,0.7482313748102926,0.5002733185452174,621.4862961570549,289.78305497246737,0.6091702876910893,0.6091702876917152,0.609170287691728,0.761462859614644,7.492810571404466e-10,372,0.9814,0.9814,0.00363,0.084614,372,0.9666,0.9666,0.02837,0.078054,3,0.8878,0.9966,-0.001386,13.759,0.8744,0.9954,-0.001922,13.634,0.9486,0.9999,0.001375,13.871,7.9415,1.7325,1.7168,1.7467,0.276,0.61767,1.41618,0.18914,0.9832,0.9764,0.993,0.4975,3.9196,1.3418,0.1059,0.0,12.8535,3.2793,80,0.0704,0.8367,33,0.0995,0.9064,3.0,0.0460016,0.0964596,-0.3541877,0.0223876,0.0219773,-0.0027022,0.0314882,192.0,180.0,0.0594247,0.086605,-0.1861289,-0.0523634,-0.0116146,-0.0197805,0.0571672,187.0,185.0,0.1001062,0.142781,-0.175698,0.0721561,-0.0093337,0.0145718,0.0742021,186.0,186.0
